objectid,title,date,creator,description,subject,interviewee,interviewer,duration,source,format,type,language,rights,rightsstatement,original_url,original_media_url,filename,display_template,object_location,image_small,image_thumb,object_transcript
context_26,Idaho Storyteller Arlie Sommer,2023-09-29,Idaho Humanities Council,"Arlie Sommer makes media art about and for Idahoans, exploring this place and the people who make Idaho unique. She joins us to talk about her latest project, a short documentary about an “Idaho Babe.”",documentary film; film directors; film (discipline),Arlie Sommer,Johanna Bringhurst,0:26:10,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",audio/mp3,Sound,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/74794862/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-8-28%2F348960878-44100-2-e9b1613751b69.mp3,context_26.mp3,transcript,https://objects.lib.uidaho.edu/context/context_26.mp3,https://objects.lib.uidaho.edu/context/small/context_26_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_26_th.jpg,/_data/transcripts/context_26.csv
context_27,Intro to Global Jewish History,2023-09-01,Idaho Humanities Council,"Dr. Nick Underwood, a professor of historian modern Jewish and European history from the College of Idaho joins us to talk about the essentials of Jewish history, antisemitism, Idaho’s Jewish history, and the value to all Idahoans of our religious diversity.",jewish (culture or style); human migration; antisemitism; religious (people),Dr. Nick Underwood,Johanna Bringhurst,1:07:36,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",audio/mp3,Sound,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/74790576/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-8-1%2F345328109-44100-2-56dff288f2c3b.mp3,context_27.mp3,transcript,https://objects.lib.uidaho.edu/context/context_27.mp3,https://objects.lib.uidaho.edu/context/small/context_27_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_27_th.jpg,/_data/transcripts/context_27.csv
context_28,Humanities and Cultural Studies at BSU,2023-08-23,Idaho Humanities Council,Dr. Gautam Basu Thakur is the director of the critical theory minor at Boise State University and chair of a new department and major- Humanities and Cultural Studies. He joins us to talk about this new program and the value of applying critical theory to literature.,critical theories (dialectical critiques); critical theory (sociological concept); humanities; cultural disciplines; literature; higher education,Dr. Gautam Basu Thakur,Johanna Bringhurst,0:37:22,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",audio/mp3,Sound,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/74795538/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-7-21%2F343894280-44100-2-8f79df5737cfd.mp3,context_28.mp3,transcript,https://objects.lib.uidaho.edu/context/context_28.mp3,https://objects.lib.uidaho.edu/context/small/context28_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context28_th.jpg,/_data/transcripts/context_28.csv
context_29,Our Jane Austen Obsession,2023-08-23,Idaho Humanities Council,"Dr. Ann Campbell, a professor of English Literature from Boise State University, joins us to talk about why Jane Austen is the author of our go-to comfort reading and viewing, despite publishing only 6 novels over 200 years ago.",literature; reading (activity); literary criticism; literary theory,Dr. Ann Campbell,Johanna Bringhurst,0:50:23,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",audio/mp3,Sound,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/74785252/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-7-18%2F343563078-44100-2-c095d03e9465d.mp3,context_29.mp3,transcript,https://objects.lib.uidaho.edu/context/context_29.mp3,https://objects.lib.uidaho.edu/context/small/context_audio_logo_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_audio_logo_th.jpg,/_data/transcripts/context_29.csv
context_30,Pioneering the History of Iranian Dance,2023-07-05,Idaho Humanities Council,"Historian Dr. Ida Meftahi, from Boise State University, joins us in a fascinating conversation about her pioneering work in documenting the history of Iranian Dance and her personal journey as a dancer, scholar, and educator.",iranian; dances (performance events); folk dances; dance (discipline),Dr. Ida Meftahi,Johanna Bringhurst,0:56:09,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",audio/mp3,Sound,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/73021829/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-6-5%2F338095757-44100-2-fe6b99145b125.mp3,context_30.mp3,transcript,https://objects.lib.uidaho.edu/context/context_30.mp3,https://objects.lib.uidaho.edu/context/small/context30_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context30_th.jpg,/_data/transcripts/context_30.csv
context_32,Rethinking the History of Abolition in the U.S. PT 1,2023-03-17,Idaho Humanities Council,"Join Marie Stango, Assistant Professor - 18th- and 19th-Century U.S.; Women, Gender, and Sexuality; African American and African Diaspora studies at Idaho State University in a talk about the multiple facets of Abolition in the U.S.",slavery; african diaspora; women's studies; gender issues,Marie Stango,Johanna Bringhurst,0:35:31,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/66693994/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-2-16%2F84b541cb-da10-e19c-6693-de992c44a6ff.m4a,context_32.mp4,transcript,https://youtu.be/jPAyGAHJ_Pg,https://objects.lib.uidaho.edu/context/small/context_vid_images_01_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_vid_images_01_th.jpg,/_data/transcripts/context_32.csv
context_34,African Americans in Gold Rush California PT 1,2023-02-17,Idaho Humanities Council,"Join Susan Anderson, History Curator at the California African American Museum as she walks us through gold rush California. She will look at this time period in California history through the lens of African Americans and their stories.",gold towns; african american,Susan Anderson,Johanna Bringhurst,0:27:31,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/65089942/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-1-15%2F1c586c45-624c-7346-2dbe-c7ec548e9e20.m4a,context_34.mp4,transcript,https://youtu.be/qL-20K5gJN4,https://objects.lib.uidaho.edu/context/small/context_vid_images_02_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_vid_images_02_th.jpg,/_data/transcripts/context_34.csv
context_35,Making History: An Idaho Story,2022-12-09,Idaho Humanities Council,"Join Dr. Becca Scofield as she shares her family's story in Idaho. Throughout the story, Dr. Scofield shines a light on the overlapping experiences a place can hold.",history (discipline),Dr. Becca Scofield,Johanna Bringhurst,0:28:16,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/61528833/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-11-1%2F7af9d8b6-72ce-7d3a-24cd-bd1218723e60.m4a,context_35.mp4,transcript,https://youtu.be/sUx1sa1YfO8,https://objects.lib.uidaho.edu/context/small/context_35_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_35_th.jpg,/_data/transcripts/context_35.csv
context_36,Making History,2022-12-02,Idaho Humanities Council,"Join Dr. Becca Scofield from University of Idaho as she discussed how history is collected, told, and organized. She also explores the pitfalls of these processes, including how to navigate nuances in the tapestry of history.",history (discipline); historiography; oral history,Dr. Becca Scofield,Johanna Bringhurst,0:27:14,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/61528632/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-11-1%2Fd2d903c6-e600-930d-7a65-d42009b1479a.m4a,context_36.mp4,transcript,https://youtu.be/3ztuZwAaF5M,https://objects.lib.uidaho.edu/context/small/context_vid_images_04_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_vid_images_04_th.jpg,/_data/transcripts/context_36.csv
context_38,Pushed Out PT 1,2022-11-18,Idaho Humanities Council,"A small town weighs the economic compromises of growth in the Rocky Mountain West. Dr. Ryanne Pilgeram from University of Idaho joins us to discuss her book on Dover, Idaho titled ""Pushed Out."" What happens to rural communities when their traditional economic base collapses? When new money comes in, who gets left behind? Pushed Out offers a rich portrait of Dover, Idaho, whose transformation from “thriving timber mill town” to “economically depressed small town” to “trendy second-home location” over the past four decades embodies the story and challenges of many other rural communities. Check out her book at the Book People store in Moscow or Vanderford’s in Sandpoint.",rural areas; economic development; rural development; gentrification; timber logs; timber (wood by origin),Dr. Ryanne Pilgeram,,0:21:02,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/59244431/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-9-18%2F78e09b72-f9e3-a83c-278e-d59000e83cf3.m4a,context_38.mp4,transcript,https://youtu.be/HIOEE5eNizc,https://objects.lib.uidaho.edu/context/small/context_38_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_38_th.jpg,/_data/transcripts/context_38.csv
context_39,Third Parties,2022-11-11,Idaho Humanities Council,Join Dr. Markie McBrayer from University of Idaho as she discusses the history of third parties in the United States' two-party system.,comparative politics; political administrative bodies; political entities,Dr. Markie McBrayer,,0:17:32,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/60419683/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-10-10%2F1f95ec7b-f960-5b3e-3d9e-cccc66eef9b8.m4a,context_39.mp4,transcript,https://youtu.be/t7JVYh8ODbg,https://objects.lib.uidaho.edu/context/small/context_vid_images_06_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_vid_images_06_th.jpg,/_data/transcripts/context_39.csv
context_40,Political Parties,2022-11-04,Idaho Humanities Council,"Join Dr. Markie McBrayer as she explores political party systems through US history. This includes shifts in party values, names, and structures.",comparative politics; political administrative bodies; political entities,Dr. Markie McBrayer,,0:22:02,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/60096340/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-10-4%2F01610860-e9c6-4c21-2c12-3a4c80c4860e.m4a,context_40.mp4,transcript,https://youtu.be/8yblJhvRxmk,https://objects.lib.uidaho.edu/context/small/context_vid_images_07_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_vid_images_07_th.jpg,/_data/transcripts/context_40.csv
context_42,The American Dream PT 1,2022-10-21,Idaho Humanities Council,"Celebrity historian Raffi Andonian explores the history of the American dream from the founding of the US to present day through people, art, and objects.",american (north american); history (discipline),Raffi Andonian,Doug Exton,0:22:06,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/59302341/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-9-19%2F4924ccf7-db32-c3b9-ed9c-529ff4732493.m4a,context_42.mp4,transcript,https://youtu.be/nNNqh9IgG4A,https://objects.lib.uidaho.edu/context/small/context_vid_images_08_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_vid_images_08_th.jpg,/_data/transcripts/context_42.csv
context_44,An Afro-Indigenous History of the United States PT 1,2022-10-07,Idaho Humanities Council,"Kyle T Mays, Assistant Professor of African American Studies, American Indian Studies, and History at UCLA, joins us to provide context on Afro-Indigenous History of the United States with a focus on the Black Power and Red Power movements.",african american; bipoc; indigenous people; indigenous peoples (american culture); native american,Kyle T. Mays,Doug Exton,0:24:29,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/57962609/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-8-22%2Fd8f9bebc-0464-32a1-3829-d96dc7cc6a75.m4a,context_44.mp4,transcript,https://youtu.be/Z0qwsvPcF8A,https://objects.lib.uidaho.edu/context/small/context_44_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_44_th.jpg,/_data/transcripts/context_44.csv
context_46,The American Landscape PT 1,2022-09-23,Idaho Humanities Council,"Adam Sowards, Professor Emeritus at the University of Idaho, joins us to provide context on the American Landscape through four laws, two places, and two people.",cultural landscapes; historic landscapes; geography; human geography,Adam Sowards,Doug Exton,0:33:25,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/57689146/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-8-16%2F4d4225d3-263a-6d79-1095-73dc5eedeef4.m4a,context_46.mp4,transcript,https://youtu.be/_LtmHC6QGrE,https://objects.lib.uidaho.edu/context/small/context_46_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_46_th.jpg,/_data/transcripts/context_46.csv
context_48,S3E19 Myths & Heroes: Challenging the Narratives of Native American History Part 3,2022-09-10,Idaho Humanities Council,"This three-part series presented by Dr. Liz Redd of Idaho State University will help listeners: 1) articulate pervasive myths and stereotypes of native American peoples often perpetuated in mainstream education/society 2) reframe discussions to dispel common misconceptions about Native American peoples, their histories, and their persistence & resistance 3) describe the unique sovereign political status of Native American Tribes in the United States as informed by history and policy 4) explore ways to incorporate diverse voices and perspectives throughout curriculum and programs Key concepts include representation, U.S. Native American Law & Policy, erasure, resistance, and sovereignty.",indigenous people; indigenous peoples (american culture); native american; indian reservations (native american reservations); indigenous protected areas; sovereignty; education; resistance (political activity),Dr. Liz Redd,,0:34:19,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/57268481/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-8-8%2Fce78bd2e-38cc-43f6-1318-f1dec09b299b.m4a,context_48.mp4,transcript,https://youtu.be/9D4NdGY5W1o,https://objects.lib.uidaho.edu/context/small/context_48-50_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_48-50_th.jpg,/_data/transcripts/context_48.csv
context_49,S3E18 Myths & Heroes: Challenging the Narratives of Native American History Part 2,2022-09-09,Idaho Humanities Council,"This three-part series presented by Dr. Liz Redd of Idaho State University will help listeners: 1) articulate pervasive myths and stereotypes of native American peoples often perpetuated in mainstream education/society 2) reframe discussions to dispel common misconceptions about Native American peoples, their histories, and their persistence & resistance 3) describe the unique sovereign political status of Native American Tribes in the United States as informed by history and policy 4) explore ways to incorporate diverse voices and perspectives throughout curriculum and programs Key concepts include representation, U.S. Native American Law & Policy, erasure, resistance, and sovereignty.",indigenous people; indigenous peoples (american culture); native american; indian reservations (native american reservations); indigenous protected areas; sovereignty; education; resistance (political activity),Dr. Liz Redd,,0:27:12,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/57268279/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-8-8%2F5e7fabb4-1982-db30-ead6-9e01dba9b6a3.m4a,context_49.mp4,transcript,https://youtu.be/BBXRuTp8Big,https://objects.lib.uidaho.edu/context/small/context_48-50_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_48-50_th.jpg,/_data/transcripts/context_49.csv
context_50,S3E17 Myths & Heroes: Challenging the Narratives of Native American History Part 1,2022-09-08,Idaho Humanities Council,"This three-part series presented by Dr. Liz Redd of Idaho State University will help listeners: 1) articulate pervasive myths and stereotypes of native American peoples often perpetuated in mainstream education/society 2) reframe discussions to dispel common misconceptions about Native American peoples, their histories, and their persistence & resistance 3) describe the unique sovereign political status of Native American Tribes in the United States as informed by history and policy 4) explore ways to incorporate diverse voices and perspectives throughout curriculum and programs Key concepts include representation, U.S. Native American Law & Policy, erasure, resistance, and sovereignty.",indigenous people; indigenous peoples (american culture); native american; indian reservations (native american reservations); indigenous protected areas; sovereignty; education; resistance (political activity),Dr. Liz Redd,,0:35:52,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/57267465/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-8-8%2F4d4d925b-a0e9-d188-50cf-f83e096d3ff4.m4a,context_50.mp4,transcript,https://youtu.be/JiJtLW8OpLM,https://objects.lib.uidaho.edu/context/small/context_48-50_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_48-50_th.jpg,/_data/transcripts/context_50.csv
context_51,S3E16 80 Years of Reckoning: Minidoka Survivors and Descendants Panel Discussion,2022-08-29,Idaho Humanities Council,"This panel discussion focuses on the impacts, stories, and legacies of Minidoka through the lens of survivors and descendants from the camp.   The panel includes the following panelists: Paul Tomita, Survivor (Sansei) Mary Abo, Survivor (Nisei) Karen Hirai Olen, Survivor (Sansei) Wendy Tokuda, Descendant (Sansei) Stephen Kitajo, Descendant (Yonsei)",world wars; imprisonment; families (kinship groups); descendants (family relationships),Paul Tomita; Mary Abo; Karen Hirai Olen; Wendy Tokuda; Stephen Kitajo,Robyn Achilles,1:04:49,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/56776309/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-7-29%2F00b5aaa3-f567-647d-14fb-ecd270b5e554.m4a,context_51.mp4,transcript,https://youtu.be/hdXQRMtgEeE,https://objects.lib.uidaho.edu/context/small/context_vid_images_14_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_vid_images_14_th.jpg,/_data/transcripts/context_51.csv
context_52,S3E15 80 Year of Reckoning: Multigenerational Trauma ofJapanese American Incarceration,2022-08-17,Idaho Humanities Council,Dr. Donna Nagata from the University of Michigan discusses multi-generational trauma and the psychosocial consequences of the World War II incarceration and historical trauma on Japanese Americans with Robyn Achilles.,world wars; imprisonment; families (kinship groups); descendants (family relationships),Dr. Donna Nagata,Robyn Achilles,0:57:36,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/56307879/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-7-17%2Faef052fb-c742-323d-1813-560436b9f394.m4a,context_52.mp4,transcript,https://youtu.be/NdpPIGaEusc,https://objects.lib.uidaho.edu/context/small/context_52_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_52_th.jpg,/_data/transcripts/context_52.csv
context_53,S3E14 80 Years of Reckoning: Minidoka National Historic Site,2022-08-10,Idaho Humanities Council,"Listen to Kurt Ikeda, Director of Interpretation and Education, Minidoka national Historic Site briefly discus the impact and the history of the Minidoka Site in Idaho. This is the first episode in a three part series created in partnership with the Friends of Minidoka. Speakers: Kurt Ikeda Director of Interpretation and Education, Minidoka National Historic Site Robyn Achilles Executive Director, Friends of Minidoka",world wars; imprisonment; families (kinship groups); descendants (family relationships),Kurt Ikeda,Robyn Achilles,0:21:33,"Context, Idaho Humanities Council, https://idahohumanities.org/programs/connected-conversations/",video/mp4,Image;MovingImage,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://rightsstatements.org/vocab/InC-EDU/1.0/,,https://anchor.fm/s/8a0924fc/podcast/play/55963585/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-7-9%2Fefc38d5e-b077-dd79-b3f2-02c15aa34c19.m4a,context_53.mp4,transcript,https://youtu.be/Wp_Szuf7W8g,https://objects.lib.uidaho.edu/context/small/context_53_sm.jpg,https://objects.lib.uidaho.edu/context/thumbs/context_53_th.jpg,/_data/transcripts/context_53.csv
