speaker,timestamp,Endtime,words,tags
Martha Tórrez,[00:07:56:14],[00:08:01:22],And what was that like?,
Abel Vásquez,[00:08:01:24],[00:08:23:29],"As a kid, if you have your parents, or your grandparents, you don't put too much emphasis on things like we do now. You don't worry about the economics of it. You just work, go to school, and you've got a place to eat and sleep, and you're happy.",education
Abel Vásquez,[00:08:24:06],[00:08:24:24],Okay.,
Martha Tórrez,[00:08:24:26],[00:08:26:12],So it was positive for you?,
Abel Vásquez,[00:08:26:15],[00:08:45:20],"Oh, yes, very positive. I remember at that particular time, when we were living in that labor camp, my older brother Rudy got really sick with a constant virus, and he just about died there. But, needless to say, he didn't.",labor;recreation;family;health
Martha Tórrez,[00:08:45:27],[00:08:48:07],But so he was hospitalized?,
Abel Vásquez,[00:08:48:10],[00:08:57:14],"No, I don't think he was. I think he was just taken care of right there in the camp. He made it through.",health;recreation
Martha Tórrez,[00:08:57:16],[00:09:09:05],Were there any other Mexican American families living in Idaho when you first arrived? Do you remember anything about the Bracero program or undocumented workers?,mexico;idaho
Abel Vásquez,[00:09:09:12],[00:09:35:10],"I remember when they first started to come. As far as other Hispanics being here when we first arrived, I can't recall ever seeing any. I do know that shortly after we came, other Hispanics came to live where we lived in Marsing.",marsing
Abel Vásquez,[00:09:35:12],[00:09:50:28],"And I do remember the Braceros, when they used to come here to work in the fields. One of the things that really used to amaze me about those poor people was that they'd work out in the fields like we used to in the wintertime, topping beets, like I was telling you about earlier.",
Abel Vásquez,[00:09:51:01],[00:09:59:21],"And they'd wear whatever they had, and, mind you, it was a hard life for them at the time.",
Martha Tórrez,[00:09:59:26],[00:10:07:04],"What else do you remember from that era about these people who were coming in, like the Braceros?",
Abel Vásquez,[00:10:07:08],[00:10:36:22],"The workers, when they first came here, would put up with almost anything to make money to send back to their families in Mexico. They would live in little houses bunched together, shacks all put together.",mexico
Abel Vásquez,[00:10:36:25],[00:11:07:14],"I do remember when we were living in Marsing in 1940–41, my grandmother used to take in boarders and cook for them. We used to have a little shack in the back, but we lived in a tent, and these people would come to work in the fields. My grandmother made extra money by giving them room and board, and she had to cook for them.",marsing;family
Abel Vásquez,[00:11:07:14],[00:11:32:24],"Sometimes there were maybe 12 to 15 people she would board, and she charged them about a dollar to a dollar and a half a day for room and board. She was doing all the cooking for those people on an old wood stove, I'm sure you've seen them. That's how she cooked for all those people.",
Martha Tórrez,[00:11:32:26],[00:11:41:18],You mentioned these people put up with whatever they had to in order to keep working. Do you remember any kind of differential treatment they had to endure?,health
Abel Vásquez,[00:11:49:05],[00:12:09:17],"Well, I can't really say. I don't know if they were treated any differently. At my age, I thought that was just the way it was supposed to be, I thought it was normal. So it's really difficult for me to say they weren't treated fairly, because I didn't know any better.",
Martha Tórrez,[00:12:09:18],[00:12:11:11],Do you recall any specific situation?,
Abel Vásquez,[00:12:11:17],[00:12:31:26],"No, I don't recall a farmer ever mistreating them or discriminating against them. I cannot recall that. I know they worked hard.",
Martha Tórrez,[00:12:31:28],[00:12:36:10],"So it sounds like, compared to white workers, they did the same work.",
Abel Vásquez,[00:12:36:12],[00:12:54:25],"Oh, no, neither did we, really. If we didn't have proper clothing for the conditions, that was our problem. Nobody supplied us with anything.",clothing
Martha Tórrez,[00:12:54:27],[00:13:02:10],Was that difficult? Do you remember them having to go out and work without proper clothing?,clothing
Abel Vásquez,[00:13:02:10],[00:13:29:21],"Again, sometimes we think ignorance is bliss. When you don't know there's something better, you do the best you can with what you have. I'm sure my grandmother and grandfather worried whether we were adequately dressed to do the job, but we didn't know any better.",family
Martha Tórrez,[00:13:29:23],[00:13:46:08],"And you weren't around any other way of living, so that was normal for you: as long as you had a place to be warm and something to eat.",
Abel Vásquez,[00:13:46:10],[00:14:00:21],"So anyway, that's what I remember about growing up as a little Mexican boy here in Marsing.",mexico;marsing
Martha Tórrez,[00:14:00:24],[00:14:08:00],"When you worked in the fields, do you remember anything about wages, what you were paid?",
Abel Vásquez,[00:14:08:02],[00:14:41:19],"Well, we always worked piecework, we never got paid by the hour. My grandfather always taught us, 'You're going to get paid for what you do, the more you do, the more you make.' We never worked by the hour. All piecework. I remember topping beets for six or seven dollars an acre.",family
Abel Vásquez,[00:14:41:22],[00:15:14:19],"I remember popping beets by the ton, I can't recall how much per ton, but we used to haul the tops by hand onto a truck. Sometimes the fields were so muddy we had to hitch a team of horses to the truck to pull it out because the weather was so bad. Those little things stick in my mind because they don't happen anymore.",
Martha Tórrez,[00:15:14:26],[00:15:17:15],So work was basically just a lot harder than it is today?,
Abel Vásquez,[00:15:17:17],[00:15:19:03],"Oh yes, right.",
Martha Tórrez,[00:15:19:10],[00:15:23:07],"I mean, you were only like ten or twelve years old.",
Abel Vásquez,[00:15:23:07],[00:15:48:27],"And I have a grandson who's having a birthday today, he's nine years old. I sit down sometimes, didn't tell him, but I think: at eight years old, I was outside in cold weather, working alongside my grandpa topping beets. And today, we don't even think about it.",health
Abel Vásquez,[00:15:48:29],[00:15:52:05],Yeah,
Martha Tórrez,[00:15:52:08],[00:15:57:09],"Right. Now on the subject of education, you did attend school in Marsing. Describe your earliest memory of school.",education;marsing
Abel Vásquez,[00:16:19:08],[00:16:46:29],"I started school in Grand Junction, Colorado, in first and second grade. We lived in a place called La Colonia, next to a sugar beet factory, the railroad tracks, and the river, a typical place where they put all the Hispanics.",education;labor;railroads and transportation
Abel Vásquez,[00:16:47:01],[00:17:24:10],"I think even today we sometimes segregate ourselves, not because Anglo people separate us, but because we do it ourselves. Anyway, I remember walking to school barefoot, we didn't have money sometimes. I started school in Grand Junction up to second grade, and I started third grade in Marsing.",recreation;education;marsing
Martha Tórrez,[00:17:24:13],[00:17:30:25],Was there a difference? Did the school system feel different from Colorado to Idaho?,education;idaho
Abel Vásquez,[00:17:30:27],[00:17:53:04],"No, I don't think it was that different. At that time, school was about learning to read, write, and do arithmetic, the 'three R's.' That was most important. We didn't have all the extras we have today, but I didn't notice a real difference. In Colorado or Idaho, you learned to read, write, and do arithmetic.",education;idaho
Martha Tórrez,[00:18:09:06],[00:18:32:12],"Right, school must have been nice for you. I know from my own experience that sometimes where I was raised, it was so cold I didn't have enough to keep me warm. You were one of many children, so going to school, a warm room, new pencils, Crayolas, a well-groomed teacher with polish and lipstick, was a whole new world you didn't have at home.",education;health
Abel Vásquez,[00:18:54:10],[00:18:55:20],"Oh yes, right.",
Martha Tórrez,[00:18:55:23],[00:19:07:09],"Because of your living conditions, school was like an escape, something nice and orderly.",education
Abel Vásquez,[00:19:07:13],[00:19:08:06],Well-groomed.,
Martha Tórrez,[00:19:08:06],[00:19:26:07],"Teachers like that, our mothers weren't glamorous; they were busy raising children, and our fathers were out in the fields. So school was a completely different world.",education
Abel Vásquez,[00:19:26:13],[00:19:28:10],It's a completely different world.,
Martha Tórrez,[00:19:28:13],[00:19:34:01],Do you recall any other Hispanic children in your class when you came in third grade?,education
Abel Vásquez,[00:19:34:04],[00:19:45:20],"I was the only one, well, me and my sister were the only ones in Marsing until 1940. We were the only Hispanics.",family;marsing
Martha Tórrez,[00:19:45:20],[00:19:46:28],Probably one of the very first.,
Abel Vásquez,[00:19:46:28],[00:19:50:13],"First, right.",
Martha Tórrez,[00:19:50:15],[00:19:51:20],First year in this area.,
Abel Vásquez,[00:19:51:21],[00:20:08:24],"Right, the first Hispanics I can remember. Then in 1940, some other people came from Grand Junction, and I remember them coming to live in Marsing. So it was just me and my sister who were the first Hispanics.",marsing;family
Martha Tórrez,[00:20:08:27],[00:20:12:18],Came here to set up to ah...,
Abel Vásquez,[00:20:12:21],[00:20:17:20],"Maravilla, yeah they were there.",
Martha Tórrez,[00:20:17:23],[00:20:21:01],How do you recall being in school as far as grades?,education
Abel Vásquez,[00:20:21:03],[00:20:56:07],"I was just an average student. My parents didn't put much emphasis on education, they figured they'd rather have a good worker than a good scholar. But we did fairly well. I never flunked a grade. The ironic thing is, we used to start school late, like in November, and only go about six months a year because we had to quit early to work in the fields and start late because harvest was still going.",education;labor;agriculture
Abel Vásquez,[00:20:56:07],[00:21:25:04],"So my teachers took extra time with me, helping me catch up. And the other kids, the Anglo kids, also helped me. All the teachers were really nice to me and my sister, and the students were very helpful.",family
Martha Tórrez,[00:22:14:12],[00:22:21:20],"You started in November, it sounded like it was just you. Was that the norm for migrant families?",migration
Abel Vásquez,[00:22:21:20],[00:22:44:28],"School was always September to whenever, but we had to quit and start late because September and October had the best working weather. When it got cold, we went to school all winter. Then in spring, when it warmed up, our parents pulled us out to work. That's why I never flunked, I must have had good teachers who worked hard to help me catch up.",education;health
Martha Tórrez,[00:23:06:16],[00:23:25:17],"He was a bright boy, from what I can see. Even when I met him before we got married, I saw so much potential. He's a born mathematician. After we married, he told me that as a little boy, the older men, who couldn't read or write, would single him out to figure out their acreage and pay. He had to be a smart kid to do that.",
Martha Tórrez,[00:23:48:11],[00:23:51:27],"So your experience was shaped by the harvest, you had to leave school early.",agriculture;education
Abel Vásquez,[00:23:51:29],[00:23:52:13],You know.,
Martha Tórrez,[00:23:52:15],[00:24:02:06],"It doesn't sound like you had to move to new cities or states often, so you didn't change schools much.",
Abel Vásquez,[00:24:02:06],[00:24:04:21],I remember the only time I changed schools was when we came to Nampa. I started seventh grade there in 1943.,nampa;education
Martha Tórrez,[00:24:20:05],[00:24:27:01],What do you remember about being a Mexican-American student in school?,education
Abel Vásquez,[00:24:27:03],[00:24:31:22],"Being the only one, I didn't think it was any different. I played with the Anglo kids, we fit right in. I never felt out of place.",
Martha Tórrez,[00:24:50:16],[00:24:56:03],"You spoke Spanish at home and English in school, was that a problem?",education
Abel Vásquez,[00:24:56:05],[00:25:22:15],"Actually, we spoke more English at home because my grandmother was fluent in English. My step-grandfather didn't understand English, so we used Spanish for his benefit. But no, I don't recall it being a problem.",family
Martha Tórrez,[00:25:22:19],[00:25:40:15],It was more English-speaking than Spanish. It wasn't until we got married that we spoke more Spanish. I could see he was comfortable in both languages.,
Abel Vásquez,[00:25:40:17],[00:26:09:15],"By 1943, more Hispanics were here. In fact, a family from Grand Junction came to Marsing around 1940 or '41, my grandmother knew them. They're still here, dear friends. They later moved to Nampa.",family;marsing;nampa
Martha Tórrez,[00:26:25:13],[00:26:27:12],And that's when you started seeing more of them?,
Abel Vásquez,[00:26:27:15],[00:26:31:18],"Yes, at that time I started seeing more Hispanics in the area.",
Martha Tórrez,[00:26:31:20],[00:26:39:24],Do you remember any teachers or school situations that stood out?,education
Abel Vásquez,[00:26:39:27],[00:27:06:25],"Yes, one. In third grade, I think I had a crush on her. Mrs. Gilmore, my teacher in Marsing. She went the extra mile to help me. She knew I needed more help than the other kids.",education;marsing
Abel Vásquez,[00:27:06:25],[00:27:21:23],She would take me by the hand and help me. That's what teaching was to me. I'm sure she knew I'd missed school and needed to catch up.,education
Martha Tórrez,[00:27:55:20],[00:27:59:00],Tell her about when you wanted to play ball but couldn't.,
Abel Vásquez,[00:27:59:02],[00:28:25:29],"That was in junior high, seventh grade. I wanted to go out for basketball. They said, 'Everybody who wants to play, come on down.' I was one of the first.",education
Abel Vásquez,[00:28:25:29],[00:28:52:00],"But to play, you had to furnish your own sneakers. I didn't have any, but I played barefoot the first day. The second day, I got blisters on the hardwood floor. My folks couldn't afford sneakers, so I didn't participate in basketball.",clothing;timber
Martha Tórrez,[00:29:13:12],[00:29:15:18],And how did you feel about that?,
Abel Vásquez,[00:29:15:21],[00:29:19:24],"I felt... I don't know, it's...",
Abel Vásquez,[00:29:25:00],[00:29:25:20],Okay.,
Martha Tórrez,[00:29:25:22],[00:29:53:17],"Our two boys are very athletic. I'm sure he knew more than he could show. When our boys were in state-champion basketball and football programs, he went out of his way to make sure they had what they needed, he was reliving what happened to him.",
Martha Tórrez,[00:29:53:19],[00:30:04:10],"In high school, our son lost pair after pair of sneakers, and he'd just go buy another pair.",education;clothing
Abel Vásquez,[00:30:04:11],[00:30:27:12],"I think I was trying to relive my childhood through my kids. I really wanted to play basketball, but I didn't want to burden my folks, they could barely make ends meet. So I said I didn't want to play anymore. I never participated in sports because you had to stay after school to practice, and that was when we worked in the fields.",recreation;education
Abel Vásquez,[00:30:57:04],[00:31:21:27],"Being a field worker, you had to work when crops were ready, the crops didn't wait for you. As the older male in the family, I was next in line to help support us. I liked school, but by 14, it became a hassle. There were social pressures, clubs, nice clothes, and I felt inadequate because I wasn't dressed properly.",labor;family;education
Martha Tórrez,[00:32:26:20],[00:32:31:19],You felt out of place.,
Abel Vásquez,[00:32:34:28],[00:32:58:19],"I felt out of place, not because I thought I wasn't adequate, but because I didn't have nice jeans, shoes, or shirts like the other kids. I knew something was wrong, but the kids didn't make me feel that way. I was my own worst critic. At 14, in ninth grade, I quit school.",clothing;education
Martha Tórrez,[00:33:28:14],[00:33:48:02],"Did you feel resentment? Did you blame anyone for not fitting in, because of peer pressure and not having what others had?",
Abel Vásquez,[00:33:48:04],[00:34:19:18],I didn't have resentment. I don't think the kids cared how I looked. I was my own worst critic. Some of those kids are still friends of mine today.,
Martha Tórrez,[00:34:26:21],[00:34:32:08],So he just didn't want to humiliate himself internally.,
Abel Vásquez,[00:34:32:10],[00:35:06:14],"I told my grandmother, 'I don't want to go to school anymore.' She asked why, but I just didn't want to. I was 14. She didn't push too hard, she was caught between a rock and a hard place: if I went to school, less money came in; if I worked, more came in. She took the easy way out, and I was glad, because I didn't feel like I fit in socially.",family;education
Abel Vásquez,[00:35:22:11],[00:35:39:19],"If it had been economically feasible, she would have insisted I stay in school.",education
Martha Tórrez,[00:35:39:21],[00:36:03:10],"That still exists, children brought in to work because they're extra hands. Has that changed over the years?",
Abel Vásquez,[00:36:03:12],[00:36:18:21],"Yes, it's changed a bit. Not because kids have changed, but because we as parents want something better for our kids, and we know education is the only way. My grandmother would have insisted I go to school if she could have afforded it.",education;family
Martha Tórrez,[00:36:35:13],[00:36:35:24],Did you have more education than your parents?,education
Abel Vásquez,[00:36:35:24],[00:37:57:08],"Oh, I'm sure I did. My father never went to school. When he came from Mexico, he didn't know English, he learned to read by reading newspapers. He still speaks a little English, enough to get by. My mother and grandmother spoke English fluently, they must have gone to school somewhere, but I don't know how far.",family;education;mexico
Martha Tórrez,[00:38:27:03],[00:38:53:02],"You value education greatly. Earlier, you mentioned 'macho thinking' when you decided to quit school. What do you mean by that?",education
Abel Vásquez,[00:38:53:04],[00:38:55:02],To quit school.,education
Martha Tórrez,[00:38:55:05],[00:39:01:20],What do you base that on?,
Abel Vásquez,[00:39:01:23],[00:39:23:18],"I was the man of the house. I spoke Spanish and English. I did all the figuring in the fields, how many rows, how much per acre, per sack. I was the family bookkeeper. My grandmother saw me as more responsible, especially since my step-grandfather was an alcoholic. She needed someone to rely on, and I was chosen.",family
Abel Vásquez,[00:39:37:13],[00:39:39:23],We were more responsible.,
Martha Tórrez,[00:39:45:22],[00:39:47:26],So you pretty much felt like the head of the...,
Abel Vásquez,[00:39:47:28],[00:40:18:22],"Yeah. Right. Because, needless to say, and it's a sad thing to say, but my grandfather was the one that raised me, was also an alcoholic. And so. Needless to say that, you know, and I knew that my grandmother knew that. So she had somebody to she had to have somebody to rely on. And I guess I was the one that was chosen to do so.",family
Abel Vásquez,[00:40:18:24],[00:40:30:20],"And so it it wasn't difficult for her for me to quit. I wouldn't say, you know, school wasn't really that difficult because I knew what was needed at home.",education
Martha Tórrez,[00:40:30:22],[00:40:59:21],"By then, your real mother had died when you were ten. She'd remarried and had five more children, and died in childbirth. Your grandmother went and got all five and brought them to Marsing. When your grandmother died in 1945, you were 15, and became head of the household.",family;marsing
Abel Vásquez,[00:41:13:29],[00:41:28:21],"When my mother died in April 1940, my sister and I were in Marsing with my grandmother and step-grandpa. We went back to Colorado for the funeral, and my grandmother brought back five half-siblings: Augustine, Rebecca, Alice, Chris, and Angelina (who died young). So she raised eight grandchildren total.",family;marsing
Martha Tórrez,[00:45:02:29],[00:45:03:19],Yeah.,
Martha Tórrez,[00:45:03:21],[00:45:23:08],"His older sister married in 1947. That left them to raise each other, and he felt responsible. To this day, they look to him for guidance. When the youngest got married, he had to do the father's role, ask for the bride's hand.",family
Martha Tórrez,[00:45:42:19],[00:45:42:22],It sounds like your grandmother was the most influential.,family
Abel Vásquez,[00:45:42:22],[00:46:21:01],"Oh, yes, she was a very tough woman. How do you raise eight grandkids without modern conveniences? We heated water outside, carried it from a ditch to wash clothes and bathe. We hooked a water tank to a pickup to get drinking water.",
Martha Tórrez,[00:46:48:05],[00:46:48:05],"She must have been incredible. From what he says, she protected them like a mother.",family
Martha Tórrez,[00:46:56:22],[00:46:56:25],Tell her about the time you came to Nampa for groceries and got accused.,nampa
Abel Vásquez,[00:46:56:25],[00:47:18:26],"We came to Nampa to buy groceries, big shopping day. I was about 11 or 12. We went into a store, and soon the police came and accused my grandmother of stealing unpaid groceries.",nampa;clothing;crime;family
Martha Tórrez,[00:47:38:26],[00:47:40:07],They couldn't arrest her.,crime
Abel Vásquez,[00:47:40:09],[00:48:00:09],"No, they took her to the police station. We had to prove we'd paid. We got our groceries back, but I don't recall an apology. I was young. Grandma always handled problems. I don't know if it was racial, we didn't know what racism was then.",crime
Martha Tórrez,[00:49:12:06],[00:49:14:23],But if she hadn't spoken English...,
Abel Vásquez,[00:49:14:26],[00:49:15:20],She might have ended up in jail.,
Abel Vásquez,[00:49:16:10],[00:49:39:22],"But she was very outspoken, and fluent. She read them the riot act. My grandmother was domineering but protective. She taught us family was everything, take care of each other. We feared her more than anyone, she was the authority.",family;health
Martha Tórrez,[00:50:31:03],[00:50:35:15],After she died everything fell apart.,
Abel Vásquez,[00:50:35:18],[00:51:05:12],"Yes, my five half-siblings went with their father. My older brother joined the Navy. My sister married. It was just me, 15 years old, trying to hold things together.",family
Martha Tórrez,[00:51:57:16],[00:52:00:15],"And you joined the migrant stream, going to Arizona. California for winter work.",migration
Abel Vásquez,[00:52:00:22],[00:52:42:13],"Yes, until I was drafted at 20 while working in a bakery in Calexico, California. I entered the service in 1951.",
Martha Tórrez,[00:52:46:17],[00:52:53:19],What do you recall about your service as a Mexican-American?,
Abel Vásquez,[00:52:53:21],[00:53:08:14],"There were other Hispanics, but I didn't notice discrimination. I wasn't looking for negatives. The service was a great experience, first time I had clean sheets, three square meals, two pairs of shoes, a clean uniform, showers, and a payday. It helped me grow up.",clothing
Martha Tórrez,[00:54:46:28],[00:55:08:06],"He's very patriotic, believes in defending the country.",
Abel Vásquez,[00:55:08:09],[00:55:09:27],"Yes, I'm patriotic. The service helped me more than my streetwise youth ever did.",
Martha Tórrez,[00:55:43:09],[00:55:48:16],"What do you mean by ""streetwise""?",
Abel Vásquez,[00:55:48:18],[00:56:20:21],"Drinking, smoking, fighting, things kids do without guidance. I did what I felt like, no one to tell me not to.",
Martha Tórrez,[00:56:22:16],[00:56:41:24],Any worst experiences from that time?,
Abel Vásquez,[00:56:41:26],[00:57:33:14],"Once, I got drunk in Wilder and crashed into a divider on the way back to Nampa, I thought I'd killed myself. Another time, in Yuma, Arizona, we lived in a labor camp for two weeks with no money, sneaking in at night, covering ourselves with a mattress. We went to a dance in Somerton, and locals ran us out for being 'foreigners.'",idaho;nampa;labor;recreation
Abel Vásquez,[00:59:08:11],[00:59:54:24],"We had nothing to eat but green grapefruit, breakfast, lunch, and supper.",
Martha Tórrez,[01:01:44:28],[01:01:46:17],How long were you in the service?,
Abel Vásquez,[01:01:46:20],[01:02:10:00],"Two years, 1951 to 1953. I served in Korea, never in direct combat, but we saw bodies in the river, men hanging from bridges, and once a Korean boy shot trying to enter our compound for food.",conflict
Abel Vásquez,[01:06:12:23],[01:06:46:25],"I enjoyed the service. I think every young person should spend two years in the military, it teaches responsibility.",conflict
Martha Tórrez,[01:07:07:08],[01:07:17:16],How many Hispanics were with you?,
Abel Vásquez,[01:07:17:19],[01:07:39:00],"Very few, from Idaho, I was the only one drafted. But in the camps, there were more from other states.",idaho
Martha Tórrez,[01:08:02:18],[01:08:25:05],"On economics, how does your situation compare to your parents'?",
Abel Vásquez,[01:08:25:05],[01:08:36:13],"We're better off, not because I worked harder, but because times changed. Each generation wants to do better for the next. My grandparents wanted that for me, even if they couldn't provide it.",
Martha Tórrez,[01:10:00:02],[01:10:03:06],What did you do after the service?,
Abel Vásquez,[01:10:03:09],[01:10:33:09],"I worked in the fields one more year, then in 1953 my uncle got me a job at Idaho Concrete Pipe Company, digging ditches with a pick and shovel. I worked there until 1982.",family;idaho;agriculture
Martha Tórrez,[01:11:41:29],[01:12:04:03],How did you meet your wife?,family
Abel Vásquez,[01:12:04:03],[01:12:06:23],"I promised God that if He let me live through Korea, I'd go to church first thing. In March 1953, still in uniform, I walked into church, and Martha sang a solo. We married in 1954, big traditional Mexican church wedding.",religion;clothing;mexico;family
Martha Tórrez,[01:15:01:29],[01:15:09:06],She dreamed of him before they met.,
Abel Vásquez,[01:15:09:06],[01:15:13:20],"There were too many other girls, but he chose her.",
Martha Tórrez,[01:15:13:20],[01:15:32:04],"Her father, a minister, didn’t approve at first.",family;religion
Abel Vásquez,[01:15:32:04],[01:15:35:06],"He wanted her to marry a preacher. But after we married, I became his favorite son-in-law.",religion
Martha Tórrez,[01:20:21:18],[01:20:30:21],You later found your real father.,family
Abel Vásquez,[01:20:30:21],[01:20:33:17],"At 30, my wife found a letter in my grandmother's attic, from my real father, Corsicana Vásquez. He’d written asking to see his children after my mother’s death, forgiving as Christ forgave. We’d been told he abandoned us, but the letter showed otherwise.",family
Abel Vásquez,[01:23:07:00],[01:23:08:25],"We drove from San Diego to Monterey, my birthplace, searching phone books. By chance, we found Oak Street, and 659 Oak Street. I knocked, and met a small, bald man. I asked questions, he didn’t realize I was his son until his wife said, 'They’re your family!' He cried, hugged me, prayed. I slept like a baby that night, like I’d finally found him.",family
Abel Vásquez,[01:32:23:16],[01:32:23:16],"He apologized for the past, I told him, 'You don’t owe me anything.' I promised to name my next son after him, if it was a boy. We did, Joséph. My father still lives in that same house in California. I talk to him often.",family
Martha Tórrez,[01:36:50:00],[01:36:50:04],You have strong faith.,religion
Abel Vásquez,[01:36:50:04],[01:36:58:08],"Oh yes, we had a church upbringing.",religion
Martha Tórrez,[01:37:28:16],[01:37:28:18],What about Mexican customs and traditions?,mexico;culture;history
