speaker,timestamp,words,tags,terms
Sam Schrager,00:10:41,Were there a lot of people living in town at the time?,,
Mahlon Follett,00:10:44,"Well, I don't know if there was any more living in town than there is now. In fact, I doubt there was as many, but there was a little more around in the countryside. There were many more people living. Now, up the valley, there were schools up there that had just whole bunches of kids. I forget how many there were when he was going to school. But I can go out now and see where they used to be. I remember they used to be in the tabloids living. The buildings are all torn down now. So there was just an awful lot more people living.",education,school
Sam Schrager,00:11:40,Was the town full of life? A lot of people on the streets walking up and down and going in the stores? It has kind of a desolate feeling downtown now.,,
Mahlon Follett,00:11:54,"Yeah, I suppose it was. I don't remember really. The kids didn't impress you very much, was it?",,
Sam Schrager,00:12:05,Bustling.,,
Mahlon Follett,00:12:09,"Of course, the business houses didn't mean much to me in those days. My uncle started that store in 1896, since I'd been born.",family,uncle
Sam Schrager,00:12:27,"Do you know if he and his brother just had all the capital themselves they needed to go in, or if they had borrowed money or what they did?",family,brother
Mahlon Follett,00:12:37,"I don't know, but I imagine that at least one of the brothers had the capital, because he sold his farm. I imagine that he put the money into the store. But of course, it didn't take near the capital. I think nowadays a few thousand dollars would set you up for quite a business. After I went to work at the store, my father, the young father that was working in there myself, was cleaning out the basement one day. We ran across the pile of old invoices. I got one of them. That was Robert Johnson Rand Shoe Company. An invoice, oh, that long. I don't recall now why it came to, but it wasn't too much money. It must have been a whole carload of shoes that they bought at that time. It was quite interesting, because prices were pretty low. Anyway, everybody was looking at it there. My uncle kind of remembered it, of course. I remember the shoe salesman came in shortly after that. We showed him this invoice back in 1896. He wanted to know if he could have it, and we told him, yeah. So he sent it back to the company that happened to be the same year they started business. So he said, well, they had it framed, and the office is back there.",clothing;family,shoes;father;uncle
Sam Schrager,00:14:29,"I wonder, now, when your uncle started that store in 1896, Rosenstein's store was here, wasn't it?",family;lcoh people,uncle;rosenstein's
Mahlon Follett,00:14:36,"Oh, yeah.",,
Sam Schrager,00:14:38,Levi's store was here.,,
Mahlon Follett,00:14:39,"Well, I don't know about Levi's. I can't remember Levi's, if it's possible. I remember there was a Levi's here, but Rosenstein's, I remember, were here.",lcoh people,rosenstein's
Sam Schrager,00:14:51,But that didn't stop your uncles from thinking that they could have a business of their own.,,
Mahlon Follett,00:14:55,"Oh, no. No, they was, well, it was Rosenstein's that was a store. One time there had been a Vollmer store, I think. I don't know who it was. I remember a man named Markson was running it over across the street where the Fast Time Pool Hall is now. There was one on the corner where the corner bar was, probably in the opposite, and it was running that. And so there was at least four general stores. All of them had a little of everything, except meat. At that time, none of the stores had meat. There was one and sometimes two or three meat markets. All was one, and every once in a while somebody would start up another one. Like restrooms, they'd start up and last a short time and pull over.",lcoh people;lcoh places;leisure,rosenstein's;vollmer;pool
Sam Schrager,00:16:04,Seems like they were a lot more casual about going into business and going out of business when they were young.,,
Mahlon Follett,00:16:10,"Well, yes. Lots of businesses started up and didn't last long. But these three or four general stores, they lasted for, well, even after I was in the store, there was three for a while, and then it went down to two of us. And that's how the store and me had one.",,
Sam Schrager,00:16:43,Had your uncles had experience in a store prior to their starting it here?,,
Mahlon Follett,00:16:49,"No, no. No, they were just, they were pretty young fellows. They started up. No, I'm sure any one of them, one of them, as I said, had been a farmer, sold his farm.",,
Sam Schrager,00:17:12,Did they have help in the store? Did they have wives that worked in them too?,,
Mahlon Follett,00:17:17,"Well, yeah. Fred Vollett's wife worked in there a bit at the time. Well, they used to hire several clerks. When I first came to work in there, there was six or seven working in the store. Three bar dudes. They had a lady hired. And Jackson's son and myself, so there was quite a few of us. But of course there was lots more business. No automobiles, or not many at least. Roadworks are good. And the country population was a bunch more. We used to stay up on Saturday nights, and that was the busy time. Everybody came to town on Saturday nights. All the hired men would come in, and of course they'd buy clothing and stuff. Lots of times it'd be eleven or twelve o'clock before we'd get closed up.",clothing;family,clothing;wife
Sam Schrager,00:18:34,Families would come in on Saturday nights. Would the whole family come?,,
Mahlon Follett,00:18:41,"Lots of times, yeah. It was pretty busy on a Saturday night. And they'd all come in to the barbershop too. There was all those 33 barbershops. And they'd all have baths. They'd come in and take baths in the barbershops.",,
Sam Schrager,00:19:04,"Really, they had baths in the barbershops?",,
Mahlon Follett,00:19:06,"Oh yeah, they had all sorts of 33 bath tubs in there. Well, you take on a farm, you never get a bath until you came to town. That is, I mean, the family probably would. I mean, the hired men, they wouldn't have any place for them. I think now, most of them have showers. They don't take another thing. They can take a bath every day. That time you'd go a long time between baths. I don't think it was sanitary probably, but nobody thought anything about it. Because it just wasn't there.",,
Sam Schrager,00:19:50,I would think it would be even kind of a hardship for the farm family too. With all the problems you'd have.,,
Mahlon Follett,00:19:56,"Well, yeah, wouldn't they?",,
Sam Schrager,00:19:58,To heat all that water.,,
Mahlon Follett,00:19:59,"They'd have to heat boilers or somewhere, or other on the stoves.",,
Sam Schrager,00:20:11,"Well, now had you ever worked in the store when you were growing up?",,
Mahlon Follett,00:20:22,"No. No, I never had. I didn't work there after the war. I backed up at the time when I had been working in Spokane for a couple years at the bank. I worked at the bank here for a while. I was going to business college and I came down and there was cashier. He'd lost his clerk in there, his teller, and I wanted to know if I wasn't going to work. I said, no, I wanted to finish school. He said, well, work for a while, then go back and finish school. I did. I worked for, I don't remember how long, six months or so. Then I went back and finished school. Then I went to work in Spokane Bank up until the time I missed.",conflict;education;lcoh places,war;school;spokane
Sam Schrager,00:21:15,Was the business college you went to in Spokane? Yeah. Did you go there straight out of high school?,education;lcoh places,school;spokane
Mahlon Follett,00:21:27,Yeah.,,
Sam Schrager,00:21:32,"What did you think of, did you learn a lot at that college? Was it a good day?",,
Mahlon Follett,00:21:40,"Yeah, it was a pretty good school. It was an old Northwestern business college. It was in Higley, I believe it was, right? This Kinman was one of the professors in there. He was one of the teachers. He afterwards started Kinman Business College. I guess business college up there at the time, this Kinman Business College, of course, he isn't there anymore. He's not there anymore. He's gone. I guess he started, I know he started.",education,school
Sam Schrager,00:22:17,Do you remember how you happened to decide to go up there to go to college?,,
Mahlon Follett,00:22:22,"No, I don't. I don't really remember how. I had intended to go to university. I don't know. I went down to 1915 and went down to San Francisco to the fair. By the time I got back it was too late to enroll. I thought, well, go in the next year. In the meantime I was just going to business college. I never did go to university. The war came along. One thing, another.",conflict,war
Sam Schrager,00:22:58,"So you had the intention of going into business one way or another, in some form or another, probably?",,
Mahlon Follett,00:23:06,"Well, I suppose so, yes. I remember when I did have a bot in.",,
Sam Schrager,00:23:17,Why did you come to enlist in the Army?,conflict,army
Mahlon Follett,00:23:21,"Oh, it was World War I. Everybody was either enlisted or drafted, most everybody of my age. I was in eighteen months, I think. I never got overseas until... ...send me to New York City for a year there. I was stationed in the city, the gas mask factory. Just a few of us. In the barracks, I think we had allowance for food and lodging. We lived where we pleased. Or for duty every day, just like you had a job.",conflict;manual_labor,war;factory
Sam Schrager,00:24:30,I imagine living in New York City would be a little different than living in Genesee.,lcoh places,genesee
Mahlon Follett,00:24:35,"Yes, it was. Of course, I'd lived in Spokane for a couple of years before I went there, so I really lived in a somewhat bigger place. Of course, not as big as New York. They... ...at that time they were awfully good, the fellows in uniform in New York City. We really had a good time there.",clothing;lcoh places,uniform;spokane
Sam Schrager,00:25:27,You mean they...by good they were courteous or...?,,
Mahlon Follett,00:25:32,"Oh yeah, and it was...you could go down and print at any time and get free tickets to the shows... ...and half-price tickets and then uniform. And if you'd print at any time, if you'd register, you'd get it by a doctor there at some place. It was really good, sort of.",clothing;health,uniform;doctor
Sam Schrager,00:26:00,Were you writing in New York City?,,
Mahlon Follett,00:26:01,Yes.,,
Sam Schrager,00:26:05,Manhattan? Queens.,,
Mahlon Follett,00:26:11,"Yeah, I'm just to the other side of the Queensboro Bridge. Long Island side.",,
Sam Schrager,00:26:19,Did you enlist by yourself or were there friends of yours?,,
Mahlon Follett,00:26:22,"Oh, there were several of us.",,
Sam Schrager,00:26:23,From Genesee?,lcoh places,genesee
Mahlon Follett,00:26:24,"No, I was working at a backup Spokane. Oh. During three other sweaters at the same time. And we stayed together for a little while, but pretty quickly we was all separated.",lcoh places,spokane
Sam Schrager,00:26:43,Do you think that you boys at that time were enlisting because you felt patriotic... ...or was it because you figured you would be drafted anyway?,,
Mahlon Follett,00:26:59,"Well, probably a little of both, I would say.",,
Sam Schrager,00:27:12,"I get some mixed feelings about that war when old timers talk to me about it. I mean, some people really didn't seem to have much use for it. And some of these people that were farm boys didn't really want to go. And they had to. And others seemed to think it was a good idea.",conflict,war
Mahlon Follett,00:27:32,"Well, I think that was more true of the Second World War than the First. I think the First World War, they were pretty solidly behind the administration.",conflict,war
Sam Schrager,00:28:01,I've heard it called the war to end all wars.,conflict,war
Mahlon Follett,00:28:04,"Oh yeah, that's what it's supposed to be. But there have been several since.",,
Sam Schrager,00:28:13,"Well, how come you wound up going into the store instead of sticking with the bank?",,
Mahlon Follett,00:28:18,"Well, I don't know. My uncle wanted me because he wrote to me. He wanted to know if I would come in. Of course, I started in the bank just to get out of business college. I didn't have too good a job. I really intended to go back. When I came back, I went in there. They told me they had a job for me if I wanted to come back. But I thought probably this was a better opportunity going into the store. Because after all, those big banks should all get too far very soon. It's a slow process.",family,uncle
Sam Schrager,00:29:14,Was the store doing a big business?,,
Mahlon Follett,00:29:19,"Yeah, they were at that time. Yeah, they were doing a real good business at that time. They did for several years there and then they ran away. Of course, what hurt the small town was automobiles and good roads. Last year, two hours in the store, we didn't do much.",,
Sam Schrager,00:29:42,When would you say that the business began to fall off?,,
Mahlon Follett,00:29:49,I don't really know. It's all been going on for a long time. I don't know.,,
Sam Schrager,00:30:02,I'm just real curious about trying to place it somewhat. Did it start to go down?,,
Mahlon Follett,00:30:12,"Well, I suppose it started to go down. Then during the Depression in the 30s, it fell off. It was pretty bad there for a while. Then it boosted up a little better for a while. I think one reason it boosted up was there were fewer stores. Eventually, when we were the only general store, I think it was the Dunner Grocery Store and Dave Keel had a clothing store. We really were the only general store after it went to a halt.",clothing,clothing
Sam Schrager,00:30:57,Give me some idea of what people were buying from the store when you first were in there or even earlier. I'm curious to know what people were buying in the early days too.,,
Mahlon Follett,00:31:13,"All kinds of clothing and groceries, of course. Groceries probably was the guide. There had been all kinds of clothing. Of course, the women used to do a lot of sewing. They used to sell a lot of peace goods. Women would buy jeeps and all that type of stuff. We sold an awful lot of shoes.",clothing,clothing;shoes
Sam Schrager,00:31:58,"This would be when you first were working in the store? When you say groceries, I had the idea that most farm families were trying to grow as much of their own edibles as they could. Is that true? Well, I've seen that. It was true.",,
Mahlon Follett,00:32:20,"It was a little different type of groceries we sold in those early days than we sold in the later days. Most everything was in bulk, with packaged goods. Even coffee. We sold more coffee in bulk. We sold canned coffee. And of course, at that time, produce. There wasn't much of any produce that you'd get in outside of oranges and lemons. It's interesting, but...",food_and_drink,coffee
Sam Schrager,00:33:22,"So what would the kind of groceries be that most people were buying? Coffee, obviously, they couldn't grow. They'd buy that.",food_and_drink,coffee
Mahlon Follett,00:33:34,"Oh, yeah.",,
Sam Schrager,00:33:35,They'd buy salt and pepper and that kind of stuff.,food_and_drink,pepper;salt
Mahlon Follett,00:33:38,"Oh, I have a lot of crackling. Oh, that top stuff of cheese was the big seller. That wasn't packaged. We'd get it around and cut it up. And while the stuff was in bulk, they'd eat the glasses. I remember when I first went to work, they had a keg of glasses in the back room that they'd sell all over. But that was the last one they had. And one of the fellas left to spigot out a little bit and come down the next morning and it was a mess. That was the last of the glasses in bulk. I used to have vinegar. I used to sell a lot of kerosene. I remember on a Saturday night, I used to hate to see those five-gallon cans of kerosene come in. You'd have to fill them. I'd be off the car lot to get any on you or anything or get the other stuff. Everybody would come in with a case of eggs.",food_and_drink,cheese;eggs;vinegar
Sam Schrager,00:35:03,You would take those eggs and trade?,food_and_drink,eggs
Mahlon Follett,00:35:06,"Oh, yeah. We'd ship a lot of eggs.",food_and_drink,eggs
Sam Schrager,00:35:13,How much could you give them for eggs?,food_and_drink,eggs
Mahlon Follett,00:35:16,"Oh, gosh. I don't remember how much they got to me. I know they got off with cheap paraffron. A while back, he brought a bunch of time and offered him ten cents a dozen and he went and sold them for that. Took them down and gave them to another fella. But I don't remember that I ever bought any of them as low as that. Fifteen cents a dozen, I can't remember. But they buried them.",,
Sam Schrager,00:35:47,Did you take other dairy products too or just eggs? Did you take milk and cream?,agriculture;food_and_drink,dairy;eggs;milk
Mahlon Follett,00:35:52,"No, no milk or cream. Eggs and butter. A lot of the farmers made butter too. That used to be somewhat of a headache because an awful lot of butter came in. Some of it wouldn't be too good. You couldn't get rid of it. That used to be kind of bad.",food_and_drink;health,butter;eggs;milk;headache
Sam Schrager,00:36:15,There was a real variety in quality in the butter.,food_and_drink,butter
Mahlon Follett,00:36:19,"Oh, yes. Some of these, up the valley, there was quite a lot of Norwegian people. In fact, there still is quite a few out there. Of course, they're second and third generations. But these were people that... And they made real good, practically all of them made real good butter. There wasn't any problem to sell them there, but some of the others had brought butter in pretty bad.",food_and_drink;norwegian,butter;norwegian
Sam Schrager,00:36:54,What would be the matter with it?,,
Mahlon Follett,00:36:56,"No, they were strong. They didn't know how to make it, I guess. I don't know about butter baking. No, I don't. But I know some of them was pretty bad.",food_and_drink,butter
Sam Schrager,00:37:09,"Well, gosh, what could you do in a case like that? Would you tell them?",,
Mahlon Follett,00:37:12,A lot of it was sold out.,,
Sam Schrager,00:37:14,"Oh, but you'd still give them credit for it?",,
Mahlon Follett,00:37:16,"Oh, yeah. You couldn't hardly tell them that their butter was no good. They should lose a customer.",food_and_drink,butter
Sam Schrager,00:37:29,"So would you resell a lot of that butter to other people? Oh, yeah.",food_and_drink,butter
Mahlon Follett,00:37:34,"Well, most everybody bought country butter.",food_and_drink,butter
Sam Schrager,00:37:40,"People in town, you mean?",,
Mahlon Follett,00:37:41,"Yeah, people in town.",,
Sam Schrager,00:37:42,"So you didn't ship the butter out like you did the eggs? No, no.",food_and_drink,butter;eggs
Mahlon Follett,00:37:47,"But eggs? Used to ship out an awful lot of eggs. Remember one long while, there was a full of them coming down from the main district. Gallag Wallace up in there used to come down to the pickup and take all the eggs he could get. He'd come down once a week. Yeah.",food_and_drink,eggs
Sam Schrager,00:38:16,"Well, I have heard that the credit that the stores extended was a mighty important factor to some of these farmers, many of the people in being able to get what they needed to live on.",,
Mahlon Follett,00:38:38,"Oh, yeah, there's a little doubt about that. At that time, people would pay their bill up in the fall and start a new one and run to the next fall. And it took quite a lot of capital up right then. You'd have to borrow the money to carry them with the bank. Very poor system, but that's the way it was. Of course, some of them never did pay. Depression years came along there. There was a thousand dollars on books that never were collected. That was probably the biggest headache of a small town merchant, this credit business.",health,headache
Sam Schrager,00:39:37,"Well, was it most of the families, did most farm families have to go to credit, or was it the exception rather than the rule?",,
Mahlon Follett,00:39:51,"No, I think most of them did. Of course, later years it got so they weren't quite so many, but in fact the last few years you couldn't carry them for the long of time.",,
Sam Schrager,00:40:10,"So the merchant would lose, it seems like he'd be in the middle there. You wouldn't be getting any interest on what you were owed, would you? No. You wouldn't be paying interest on what you borrowed from the bank.",,
Mahlon Follett,00:40:27,"Well, of course, kind of offset that was at that time, most of the people you bought from, the suppliers, gave a pretty good discount for payment within 10 days to some as high as 90 days. And your discount account would pay off more than what you borrowed. In other words, your discounts would more than offset what you borrowed at the bank. He's not going to borrow the money to pay these bills, but it paid to do it. And of course in the fall, if somebody paid up the bills you could pick up your notes at the bank and start all over again.",,
Sam Schrager,00:41:29,Did you find it to be a real headache to have to do it that way?,health,headache
Mahlon Follett,00:41:36,"Yes, it was.",,
Sam Schrager,00:41:42,It sounds like it would kind of leave you hanging from year to year.,,
Mahlon Follett,00:41:46,"It did. Yeah, it was.",,
Sam Schrager,00:42:05,"Well, how did you know who you could trust?",,
Mahlon Follett,00:42:09,"Well, sometimes you find out to your sorrow that you didn't always trust. But the big majority of them were pretty substantial farmers around. But there was also a few that...",,
Sam Schrager,00:42:55,Did you have any way of recovering when somebody...,,
Mahlon Follett,00:43:02,"Oh, as a general thing, they were pretty hard to collect. Oh, of course. Sometimes you could collect. We used to give some of our accounts to collecting agencies, the attorneys, one thing or another. They'd collect some of them. But mostly if you couldn't collect them yourself, why? It was just for our charge of all. Last few years, this Birch Association in Moscow used to collect some bills for us, they were about as successful as anybody.",lcoh places,moscow
Sam Schrager,00:43:56,"Can you remember ever confronting, having to confront people and ask them?",,
Mahlon Follett,00:44:03,"Oh, yeah.",,
Sam Schrager,00:44:06,I wonder how you'd go about doing that. I don't suppose you'd have much choice.,,
Mahlon Follett,00:44:16,"Oh, yeah, you'd have to write to them and ask them for it. And some of them you'd be able to sort if you asked them for it.",,
Sam Schrager,00:44:51,"Did you find you had much change in the customers from year to year, or would you carry the same people year after year after year?",,
Mahlon Follett,00:45:00,"More or less so, yes. It wasn't too much. It wasn't too much change. That is the farm accounts. Well, even the town accounts as far as that goes, there wasn't too much to go. Not like this now. I don't know how anybody could write a credit business file. But I used to know everybody in town, where they lived, what they did. Even knew all the kids, little kids in town. Now I go down and tile in on half the people anymore.",,
Sam Schrager,00:45:58,"I just think about it. It seems to me that it would put you in a very difficult position if you had people that are local in their residence and they're not paying their bills to you. It's something between you and them. I would think it would be their responsibility to do that. I know if it was me, I would feel real bad if I had to start saying, you're not holding up your end of the deal here.",,
Mahlon Follett,00:46:39,"Yeah, that collectee was one of the worst parts of the business. And I never was a good collector.",,
Sam Schrager,00:47:00,"Did you find a difference between, was there a big difference say, people on one hand who wanted to pay and genuinely couldn't because they couldn't afford it, and people who had it and didn't want to pay it?",,
Mahlon Follett,00:47:17,"Oh, I think in most cases it was people who just didn't have it. They'd get in too deep and couldn't get out. Of course in some cases it was deliberately being a bill, but in most cases it was they weren't able to pay.",,
Sam Schrager,00:47:47,Deliberately what? Beating?,,
Mahlon Follett,00:47:50,They would deliberately buy it with the idea of never paying it. But they weren't too many of that type.,,
Sam Schrager,00:48:01,Well what happened when the depression hit? Did you just have to extend credit on a loan or two?,economic,loan
Mahlon Follett,00:48:12,"You know it was rather strange at that time when the depression hit. People seemed to kind of realize we're all the same boat and really paid up better than they did before that. We didn't have the trouble collecting during the depression we did before. Of course the bills would be big and they'd be more careful, but they seemed to be feeling that they knew everybody needed the money and they'd pay up. Really, while business was pretty terrible during the depression, the collection wasn't as bad as you might think. Oh, once in a while you'd run across somebody that couldn't pay their bill for a year and they'd come in and tell you about it. You knew they wanted to, but couldn't. Maybe you'd carry them on for another year or something. Most of them would always pay though. They'd come in and talk to you about it. Why, they was the kind that would pay you, but some of them wouldn't even talk to you about it. The first thing you'd do is ask them whether they were even coming in anymore.",,
Sam Schrager,00:49:42,Probably don't know whether you'd rather not see them or see them.,,
Mahlon Follett,00:49:47,That's right. They'd be taking their business someplace where they knew they weren't going to be asked for the bill.,,
Sam Schrager,00:50:02,For a while anyway.,,
Mahlon Follett,00:50:03,That's right.,,
Sam Schrager,00:50:13,"Well, business fell off terribly during the depression. I'm wondering, what did people cut out that they had been buying before?",,
Mahlon Follett,00:50:23,"Oh, I really don't know. I couldn't say just what. I suppose they'd buy more staples and leave out the luxury items. It all went on less. Of course, that time the bank closing too, the failure of banks had hurt everybody. The old Genesee Exchange Bank was the main bank here. When it closed, it really hurt everybody.",lcoh corporations;lcoh places,genesee exchange bank;genesee
Sam Schrager,00:51:16,Did it close right at the banking holiday or was it before then? It was during the depression.,,
Mahlon Follett,00:51:25,"Yeah, I kind of think it closed before the bank holiday, but I'm not sure about that. I don't really remember.",,
Sam Schrager,00:51:37,How much?,,
Mahlon Follett,00:51:39,"Of course, they were a correspondent bank with the Exchange National in Spokane. The Exchange National went under. Of course, they had a big deposit up there, this bank. That hurt them. Probably was the reason for their failure as much as anything else.",lcoh places,spokane
Sam Schrager,00:52:01,Do you think they made a big effort to stay afloat?,,
Mahlon Follett,00:52:06,"Oh yeah, I doubt they did. Of course, they were all local directors.",,
Sam Schrager,00:52:14,Do you know if they tried to raise money in a subscription kind of deal? That's what they managed to do in Troy. They went out and sold more stock.,,
Mahlon Follett,00:52:26,"No, I don't think they did that here.",,
Sam Schrager,00:52:36,"Reorganized is what they did. Some of the people that had stock lost quite a bit of it, but people got it.",,
Mahlon Follett,00:52:43,They did here. Were you from Troy?,,
Sam Schrager,00:52:47,"Yeah. Not born there, but that's where I lived for a number of years. What kind of losses did people sustain who had money invested in the bank? I assume they did lose some of their money.",,
Mahlon Follett,00:53:10,"Well, yes.",,
Sam Schrager,00:53:13,Did they get any return at all for what they had in the bank?,,
Mahlon Follett,00:53:18,"Oh, the depositors did, yes. When they liquidated, I don't remember what percentage they paid out. They cleared several dividends. I got part of the bank. Of course, the receiver collected all the notes as much as he could. But it took a long time. Mm-hmm. You got some rock over there.",,
Sam Schrager,00:53:58,"Oh, yes. Yes.",,
Mahlon Follett,00:54:04,What's he doing or anything?,,
Sam Schrager,00:54:06,"He's working in his garden a lot. I spend a lot of time doing that. I still see him. When I drive by in the evenings, he used to always work in the front office there, a little office in front of the house. He's still there, the lights on. I don't know, he still sells insurance there. I think he's still very busy with a lot of people and entrust their financial affairs to him.",agriculture;health,garden;insurance
Mahlon Follett,00:54:33,"Oh, he was well liked.",,
Sam Schrager,00:54:35,"And they still do. I mean, people still do, people that he's worked with for years.",,
Mahlon Follett,00:54:40,"I was on the draft board with him. So I knew him. But I know a lot of people here back in Troy, or did. I don't know if they spent any more, but that time we used to get a lot of Troy checks we got on the local bank.",,
Sam Schrager,00:55:02,Was this after the bank closed here or before?,,
Mahlon Follett,00:55:05,"No, no, afterwards. After. Yeah.",,
Sam Schrager,00:55:10,Was the store caught in a bind when the bank went under? Did you have much in the way of loans from that?,,
Mahlon Follett,00:55:19,"No, not in that way. Of course, we lost what we had or delayed getting back what we had in the deposit, which wasn't too much. But people just couldn't pay their bills. We sent out checks, of course, to pay them in our bills. They all went back. And it was kind of hard to get ahold of money to pay for. To pick up these checks that bounced, that was hard. Some of the companies were, we'd have to try to tell them the circumstances. Some of them were very good about it, and some of them earned their money right now. Wouldn't give me any additional time, but most of them would give me time enough to scour around and get refinanced.",,
Sam Schrager,00:56:35,Did business start picking up again as the 30s went on?,,
Mahlon Follett,00:56:40,"Oh, yes, it did. It picked up.",,
Sam Schrager,00:57:06,Was Rosenstein's store running when you got into mallets? Yeah. Was the old man still running the store? Were the proprietors of these stores like you and Rosenstein's friends or rivals?,lcoh people,rosenstein's
