speaker,timestamp,Endtime,words,tags
Celia Herrera (Sally) De La Garza,[00:11:37:00],00;12;05;09,"I was treated fine. I was treated like, the rest of them. Maybe I didn't know any better. Okay. But, I had a lot of friends, neighbors, Farms. You know, we'd visit each other and. But I don't remember ever being mistreated in school because I was a Mexican or Hispanic, whatever you want to call me. But no, I.",education;mexico
Celia Herrera (Sally) De La Garza,[00:12:05:12],00;12;11;08,I can't remember ever being discriminated against. Okay. When I was in school.,education
Rosa Rodríguez,[00:12:11:11],00;12;22;27,"When you were a little girl growing up and going to school, what kind of things did you used to do with your friends? But.",education
Celia Herrera (Sally) De La Garza,[00:12:23:00],00;12;46;10,"Like I say, you know, you live in farms, and the farms are about maybe a half a mile, two miles between each other. We used to, get on the horses and ride horses. We play in the ditch and, you know, swimming. We play in the canals.",recreation
Celia Herrera (Sally) De La Garza,[00:12:46:13],00;13;02;19,"Just like children to now and farm community. I don't think it was any different, you know, than than it is now. When you move up in the farm, it's completely different. There's so much to get into on a farm.",
Rosa Rodríguez,[00:13:02:21],00;13;06;15,But do you have a teacher that stands out in your mind?,education
Celia Herrera (Sally) De La Garza,[00:13:06:17],00;13;18;15,"I have three teachers that really stand out in my mind, and one was a spelling teacher each. Her name was Mrs. Flores.",education
Celia Herrera (Sally) De La Garza,[00:13:18:18],00;13;52;24,"And the best you could get as far as that teacher was concerned, I was the next one. I, I was, I worked towards that. She was she she was a hard teacher, but she was a good teacher. And she stands out in my mind. Her and Mrs. Davis was our math teacher, but she learned I mean, you didn't talk because they came around with a ruler and swatted you in the hands or in the back of the head or whatever.",education
Celia Herrera (Sally) De La Garza,[00:13:52:24],00;14;05;01,"And I was about to get. But you did you learned. You learned in those. And then, Mrs. Brown and I singing teacher.",education
Celia Herrera (Sally) De La Garza,[00:14:05:03],00;14;19;11,"And those three teachers really stand out. A principal that I had at Hawthorne School was Mr. Crouch, and I have very fond memories, and it was real nice.",education;idaho
Rosa Rodríguez,[00:14:19:13],00;14;26;11,"After you, went to Emerson, how many years did you go to Emerson?",
Celia Herrera (Sally) De La Garza,[00:14:26:13],00;14;34;16,I went to Emerson until we moved into town. And I must have been about 14 years old when we moved into town.,
Rosa Rodríguez,[00:14:34:19],00;14;38;00,So what grade would that be? Grade.,education
Celia Herrera (Sally) De La Garza,[00:14:38:02],00;14;47;20,"I think I went to the sixth grade, I think, at the time, because I had been sickly for the first two years. Six and seven.",education
Rosa Rodríguez,[00:14:47:23],00;14;51;00,And I had been sick. What was wrong with you?,
Celia Herrera (Sally) De La Garza,[00:14:51:02],00;15;04;19,"I used to have, like, blackouts. Something like... I would say now, something like epilepsy. Okay. And so they had to keep a very close eye on me the first couple of years.",health
Rosa Rodríguez,[00:15:04:22],00;15;08;24,And. And how did your parents take you to the to see a doctor.,health
Celia Herrera (Sally) De La Garza,[00:15:08:24],00;15;56;19,"Oh, yes. And they gave me medication and, I took it for about ten years. And then they kind of went away. They faded away. So I was always behind as far as school was. And then last, school that I can remember, a, when we moved in town was Hawthorne School. And I attended there, and then I went on junior high, and then we the reason we moved in town was, was because two of the boys went into the service into World War two, and my dad wanted a secure place where he knew that if anything happened to the boys, he could be reached real easy.",education;conflict
Celia Herrera (Sally) De La Garza,[00:15:56:22],00;15;57;26,So this is how come.,
Rosa Rodríguez,[00:15:57:27],00;16;03;23,Nobody can get into town? So did you graduate from one of the schools here?,
Celia Herrera (Sally) De La Garza,[00:16:03:23],00;16;28;01,"No. When I was 16 years old, I was in a car accident. In a truck accident? We were in California, and I was in a cast party cast for nine months. At that time, we we went to California for this for the winter that year. And this when I was in this accident. And.",art
Rosa Rodríguez,[00:16:28:04],00;16;34;24,"Yeah. Why? Excuse me, family. But why did you go to California for the winter that year?",family
Celia Herrera (Sally) De La Garza,[00:16:34:26],00;17;07;01,"One of my brothers had been wounded in the service, World War two. And, there was two more getting discharged. And my dad wanted to be as close to Ford as possible, I see. And, we went to California. Like I said, I was in that accident, and I was, a freshman. And there and after that, I dropped out of school because I was in this body cast.",conflict;education;art
Celia Herrera (Sally) De La Garza,[00:17:07:01],00;17;23;09,"Okay, I fractured my back, and I didn't want to go to school. Let this body cast. So, I just went to work after that. I didn't go back to school.",education;art
Rosa Rodríguez,[00:17:23:11],00;17;35;02,"So then you moved after that year, you moved back to the winter. You move back to Idaho, to Idaho Falls.",idaho
Rosa Rodríguez,[00:17:35:05],00;17;37;24,"Would that. That would be during the depression, wouldn't it?",
Celia Herrera (Sally) De La Garza,[00:17:37:28],00;17;47;29,"That was during World War two. During the depression, we lived on the farm still,",conflict
Rosa Rodríguez,[00:17:48:01],00;17;51;18,Do you remember very much about that family?,family
Celia Herrera (Sally) De La Garza,[00:17:51:20],00;18;08;21,"No, because like I said, I always saw plenty of food. My dad would always, there was a market here at our falls. It used to be the dry there. More beautiful store was a big store. Well, look big to me.",
Rosa Rodríguez,[00:18:08:24],00;18;09;27,But where was that at?,
Celia Herrera (Sally) De La Garza,[00:18:09:28],00;18;40;07,"It was located right on Yellowstone Avenue. And, my dad would come in the fall, buy everything he needed for the winter. And I'm talking, we take, either a truckload or a trailer. He buys, like, cheese, you know, 50 pound beans, 100 pounds flour, 100 pounds. Sure. Well, surplus. He'd always bought enough to carry him through the winter months.",agriculture;food and drink
Rosa Rodríguez,[00:18:40:10],00;18;42;03,To where would he store all that?,
Celia Herrera (Sally) De La Garza,[00:18:42:05],00;18;54;00,"We had a extra room in that big house that I was telling you about. That, he always kept real cold. We weren't allowed in there to play in there. That was our kind of like a pantry.",health
Celia Herrera (Sally) De La Garza,[00:18:55:02],00;19;23;28,And everything was stored in that room. It was just like a little store. He buy eggs by the cartons. By the crates. Okay. He by 50 pounds of lard. Everything was in big quantities. We always have plenty in me when I do chicken or pork or or beef. He would slaughter hang them out. So we always had fresh meat.,food and drink
Celia Herrera (Sally) De La Garza,[00:19:23:28],00;19;41;24,I don't remember the depression. I don't remember ever going to that place. And I don't know whether it was because we lived on a farm. I really don't know. But I don't remember the depression being going without doing.,
Rosa Rodríguez,[00:19:41:24],00;19;47;21,Without what kind of coal would you. Where did your mom make your clothes?,
Celia Herrera (Sally) De La Garza,[00:19:47:21],00;20;19;02,"And no, mine were store bought because I remember coming shopping coming up, not across. We hear these during a soon town every Saturday. The girls would go to the dances, the oldest girls and the boys and my dad, my and my mother would go shopping. We'd go to the show, and then we'd go to Ada Street, because that was when Ada's mother ran to respond.",clothing;family
Rosa Rodríguez,[00:20:21:04],00;20;26;04,"And, Ada's Cafe. And that's the Chinese place.",china
Celia Herrera (Sally) De La Garza,[00:20:26:04],00;20;46;19,"That's the Chinese place. And so I remember it's so different. In fact, I've seen pictures, here recently of when I was a little girl by remembering that that restaurant. But it was that was our main part of the show. Would go shopping.",china;clothing
Rosa Rodríguez,[00:20:46:21],00;20;50;02,Would your dad go with your older sisters to the dance?,recreation
Celia Herrera (Sally) De La Garza,[00:20:50:06],00;21;00;29,No. My oldest brother took she chaperon. He chaperon. And they were not allowed to go. If you didn't go.,family
Rosa Rodríguez,[00:21:01:01],00;21;03;27,Are you talking about Mexican dance?,mexico;recreation
Celia Herrera (Sally) De La Garza,[00:21:03:29],00;21;09;00,"No, I'm talking about the wandering Mia here in Idaho Falls. It was a big dance hall.",idaho;recreation
Rosa Rodríguez,[00:21:09:02],00;21;10;02,What was their name again?,
Celia Herrera (Sally) De La Garza,[00:21:10:04],00;21;10;29,Wonder. Mia.,
Rosa Rodríguez,[00:21:11:04],00;21;11;27,I see.,
Celia Herrera (Sally) De La Garza,[00:21:11:29],00;21;33;27,"And, that I'd love to. After I got old enough, I got to go to a couple of dance, and it was a beautiful dance, only to have name bands come in there. But that was, every Saturday night thing. You know, as long as my oldest brother was with them, he would take them, like me, just from town again.",recreation;family
Rosa Rodríguez,[00:21:33:29],00;21;44;04,"And buy them. Were there other, Mexican families in town or,",mexico
Celia Herrera (Sally) De La Garza,[00:21:44:07],00;22;15;10,"The Mexican people that I remember, okay, that were in Lincoln when I was a little girl, I would say that 99% of them moved to California, but Pocatello had a lot of Mexican people. And, we would go visit. Okay. These, different families. And it was like, their birthdays or baptisms or weddings, and I remember those dances.",mexico;pocatello
Rosa Rodríguez,[00:22:15:12],00;22;19;00,What years were those? Sally?,
Celia Herrera (Sally) De La Garza,[00:22:19:03],00;22;33;13,"I couldn't have been. Oh. 13, 14 years old. Because I know I wasn't old enough to go to the dances myself. Okay.",
Celia Herrera (Sally) De La Garza,[00:22:33:15],00;23;05;20,"But I know my sisters are, also, there was dances and drinks. This man that lived in this. Labor camp, they used to go pick peas for six weeks. You pick peas and rice, and it was like a picnic. Really. It's what it was like for us. Same with me. And we'd go down there for six weeks, and this family would hold dances in their front yard, you know, just with local people.",labor;recreation;family
Celia Herrera (Sally) De La Garza,[00:23:05:23],00;23;36;17,"Whoever wanted to play could play. But those are the only Mexican dances that I can recall. As a young woman. I remember going to the name bands, but not Mexican dances. And the only time we went to Mexican dances was if we wintered in California, then those Mexican dances. But then my dad worked with us.",mexico
Rosa Rodríguez,[00:23:36:20],00;23;47;22,"So Sally. What? Where were your. Where did your, brothers and sisters go to school? Did they graduate from high?",education
Celia Herrera (Sally) De La Garza,[00:23:47:22],00;23;56;25,I had a brother that graduated from high school here. And that was about it.,family;education
Rosa Rodríguez,[00:23:56:28],00;24;16;13,"So when when you moved to, I remember you telling me that you moved to California one winter. So therefore, the children had to leave the school and enter another school, right in California. Right. What was that like for them?",education
Celia Herrera (Sally) De La Garza,[00:24:16:16],00;24;38;17,"Oh, I don't think it was any different than it was for me. We knew we had to go to school, so we went to school. My dad was, He never stopped us from, education. It was our choice if we didn't want to go to school anymore. You're not going to go to school. You're going to go to work.",education
Celia Herrera (Sally) De La Garza,[00:24:38:19],00;24;48;10,"But we had no problem as far as, going to school. Okay? Whether it was here in California.",education
Rosa Rodríguez,[00:24:48:12],00;24;53;05,So did you eventually get a GED? So you were unable to?,
Celia Herrera (Sally) De La Garza,[00:24:53:05],00;25;18;21,"Yes. In fact, I have a brother. At that time. Went on to, took a couple of years of college. I took my GED, maybe ten, 15 years, and, And I've been very fortunate. This company that I worked for will give us all the schooling that we want. Okay.",family
Rosa Rodríguez,[00:25:18:23],00;25;19;15,Where do you work?,
Celia Herrera (Sally) De La Garza,[00:25:19:16],00;25;36;15,"So I work for Eugene GM, and, of course, plus the courses the company themselves require. So, and the schooling is there for me. I want it, but like I say, I've been very fortunate.",
Rosa Rodríguez,[00:25:36:17],00;25;44;06,I want to talk a little bit about your mother. What part of Mexico were they from?,family;mexico
Celia Herrera (Sally) De La Garza,[00:25:44:09],00;25;55;08,"My dad was from Newman, Michoacan. My mother was from Duran Duran.",family
Rosa Rodríguez,[00:25:55:10],00;26;04;21,Did she ever talk about wanting to go back to Mexico? Did she miss the warm climate?,mexico;environment
Celia Herrera (Sally) De La Garza,[00:26:04:24],00;26;14;15,"When she married my dad. I guess the five. Because when they immigrated, all those families over here, they were here for it was a contract for five years.",
Rosa Rodríguez,[00:26:14:21],00;26;15;13,With the sugar.,
Celia Herrera (Sally) De La Garza,[00:26:15:13],00;26;49;21,"Family, with the sugar factory. Meanwhile, my mother had married my dad. When the five years came up, her family had to move, went back to Mexico. She stayed. And I guess it was real hard for, because they were very close family. But, she never got to see her mother again. She, passed away a young woman, my grandmother did, but, I got to meet my great.",family;labor;mexico
Celia Herrera (Sally) De La Garza,[00:26:49:23],00;26;51;11,And.,
Rosa Rodríguez,[00:26:51:14],00;26;53;16,And how did you meet?,
Celia Herrera (Sally) De La Garza,[00:26:53:18],00;27;00;12,"We went to visit, that took us over there for six months. And we spent all the time.",
Rosa Rodríguez,[00:27:00:14],00;27;03;06,And by then your grandmother had passed away.,family
Celia Herrera (Sally) De La Garza,[00:27:03:08],00;27;28;19,"But I had my grandma, my great grandmother. And, So she's the only grandmother that I knew as a as a young, as a little girl. Okay. But we went back, but her mother passed away, right? I knew my grandfather and my great grandmother and my, she had an uncle that she treated like a brother, and he treated her.",family
Celia Herrera (Sally) De La Garza,[00:27:28:19],00;27;49;17,"So we always used to call him awful. But I met a lot of her family, her sisters, and, of course, later on in the years, we would take her down to visit family. But that's about the only part of Mexico that I can remember her.",family;mexico
Rosa Rodríguez,[00:27:49:19],00;27;59;16,"Did your mom. Well, I'm assuming that she didn't have time to visit other women in the area. Only Hispanic women.",
Celia Herrera (Sally) De La Garza,[00:27:59:18],00;28;15;19,"The only time they visit. It was probably on a weekend. Okay. And, like I say, I remember going to Lincoln, but once those people moved out of there, okay. And they they visited in Porcello.",
Rosa Rodríguez,[00:28:15:21],00;28;19;00,But those people in Lincoln would always come back when it got warmer.,
Celia Herrera (Sally) De La Garza,[00:28:19:00],00;28;21;06,"No, no, when they left, they.",
Rosa Rodríguez,[00:28:21:06],00;28;24;11,Left when they left and came back.,
Celia Herrera (Sally) De La Garza,[00:28:24:13],00;28;25;14,And,
Rosa Rodríguez,[00:28:25:16],00;28;27;01,So at one time.,
Celia Herrera (Sally) De La Garza,[00:28:27:03],00;28;29;04,That was a flourishing community at one.,
Rosa Rodríguez,[00:28:29:04],00;28;32;27,"At one time in the Lincoln area, which is now Idaho Falls.",idaho
Rosa Rodríguez,[00:28:34:05],00;28;38;22,How many Mexican families do you think we had?,mexico
Celia Herrera (Sally) De La Garza,[00:28:38:25],00;28;45;04,I would say there was at least 20 to 30 families and just that little community there.,
Rosa Rodríguez,[00:28:45:06],00;28;48;08,"In, in what year would you.",
Celia Herrera (Sally) De La Garza,[00:28:48:11],00;29;01;12,"I must've been about six or so. I mean, that's a long time ago, you know, that I would have I would say maybe that was during the depression. You know, during.",
Rosa Rodríguez,[00:29:01:15],00;29;07;27,That they all work. They must have come here on contract to work.,
Celia Herrera (Sally) De La Garza,[00:29:08:00],00;29;33;18,"I don't know if they worked for different farmers or from what I'm gathering. Okay. From what I gather was the sugar factory owned a lot of ground and they would work for the sugar factory. And then when they got through working for the sugar factory. And when I'm saying the sugar factory raised its own beans, they would contracted out to these people that came to live there.",culture;labor;food and drink
Celia Herrera (Sally) De La Garza,[00:29:33:20],00;29;35;24,Okay. And that's how they worked.,
Rosa Rodríguez,[00:29:35:24],00;29;43;25,"And what about the the families that lived in there? You said there was like said, okay.",
Celia Herrera (Sally) De La Garza,[00:29:43:28],00;30;05;00,There was in between the harvesters and in between the thinning and the hoeing of the beans. Okay. There was six weeks that there was nothing to do. Okay. So the people would go to Driggs for six weeks to pick peas. Fact I was accused of being spoiled because I never had to do that. The rest of the family.,food and drink;idaho;family
Rosa Rodríguez,[00:30:05:00],00;30;05;29,You were the baby.,
Celia Herrera (Sally) De La Garza,[00:30:05:29],00;30;28;24,"That was the baby. But they would go over there for six weeks, and these families came from all over, Idaho Falls, Pocatello, the Blackfoot. Yeah, it was fun place. Everybody built their little houses and it was just like camping for six weeks. Yeah.",idaho;pocatello;recreation
Rosa Rodríguez,[00:30:28:26],00;30;36;10,"Do you remember, do you remember a strike over there? The Mexican people on our strike?",mexico
Celia Herrera (Sally) De La Garza,[00:30:36:12],00;30;56;11,"I think so, okay. And, Mr. White on that was the name of the camp was Whites Camp. So, you know, I remember something very little about it, but I do remember.",recreation
Rosa Rodríguez,[00:30:56:13],00;31;03;20,"Where they, where they striking because of that working conditions or.",
Celia Herrera (Sally) De La Garza,[00:31:03:23],00;31;04;27,"No, I think they were.",
Rosa Rodríguez,[00:31:05:04],00;31;05;14,Working.,
Celia Herrera (Sally) De La Garza,[00:31:05:14],00;31;22;04,"Because of the salary, from what I gather. Because I guess they used to pay in the pound or carrying them for these baskets, big baskets. And I think they were rebelling against, the wages that they wanted to pay.",labor
Rosa Rodríguez,[00:31:22:06],00;31;28;20,Did they have someone that spoke for them?,
Celia Herrera (Sally) De La Garza,[00:31:28:22],00;31;33;05,I don't know. I really don't.,
Rosa Rodríguez,[00:31:33:08],00;31;40;02,"Was your father, type of person that would advise the other families?",family
Celia Herrera (Sally) De La Garza,[00:31:40:05],00;31;56;08,"I think so my dad was a leader. He was so, you know, he was in there, you know, very sociable man, very leadership type person.",
