speaker,timestamp,Endtime,words,tags
Henry Peña,[00:09:29:29],00;09;54;28,"But he got them on right away. Better cars. Watch would have kept that car that was and take on the Lincoln said permission make your tires with spokes on it rather than cars was a lot of money, you know. But then that summer we worked there and then Colorado, we go back and Pat went on, what was it, 2 or 3 when we went back.",
Henry Peña,[00:09:54:28],00;09;56;26,And that's when.,
Martha Tórrez,[00:09:56:29],00;09;57;29,This is after you.,
Henry Peña,[00:09:57:29],00;10;26;25,"When you and, you know, you had gone before. So then dad bought a place here at 12 start stay in here for sure. And the following two years we never worked for them. Palmerstown mall walked around here in, this, seasonal work. Like they can be taking care and Scott no days plow can beat and all that.",health;agriculture
Henry Peña,[00:10:26:27],00;10;41;10,"And, was making $30 a day myself at that time. So when I got married, all that, I quit all that. And I started that one that same year.",
Martha Tórrez,[00:10:41:12],00;10;42;29,So that was two.,
Henry Peña,[00:10:43:02],00;10;43;18,47,
Martha Tórrez,[00:10:43:20],00;10;45;16,"47, you know.",
Henry Peña,[00:10:45:18],00;10;52;14,"So and, we got married in September and November of that year. I start where or.",
Martha Tórrez,[00:10:52:17],00;10;57;01,How did you how did you know about the railroad jobs? How did you.,railroads and transportation
Henry Peña,[00:10:57:01],00;11;36;22,"Well, dad, that had to work there. He was working and he told me that there was hiring. So I went to see I had to go to Lambda Idaho. I had an extra gang there, and we worked there all that winter. Kept on that extra K lay and steel and so switching track and things like that. Then next spring in 48, I started working here in New York and a section I same kind of work last year and taking care of maintaining the tracks.",labor;idaho;health
Henry Peña,[00:11:36:25],00;12;06;22,"And, then I got laid off by the winter and, I'd start looking for scrap and stuff and not sell, make it make ends meet. So that wasn't long before they called me back and worked up on, and they laid me off again. Right. I went on extra gang and we went to Crane work. And that winter in 48, or was it 50? 48.",
Henry Peña,[00:12:06:22],00;12;41;27,"I think the work there all winter and. The we just about froze there, freezing cold and all that had they sold more cash was I didn't have no contractor stuff. One day we went to get our checks to. Burn to Oregon. Was 50 below zero that we couldn't hardly walk. But Pearl was so good staying that they had sent the checks.",health
Henry Peña,[00:12:41:27],00;12;48;19,"I did, sending them to Ontario. To Oregon. They send them to Ontario, Canada.",canada
Martha Tórrez,[00:12:48:22],00;12;49;25,Oh.,
Henry Peña,[00:12:49:28],00;13;18;03,"So that good thing we did. Because if I start right out back to the camp, which was 30 miles, but what they gave us about 2 or 3 hours before they made us type guards. Bobcat. But and then, we thawed out and we'll look for contracts and papers to wrap around ourselves to head back. And,",recreation
Martha Tórrez,[00:13:18:06],00;13;22;23,What what kind of transportation were you using to get where you were going?,
Henry Peña,[00:13:22:25],00;13;24;00,The motor cars.,
Martha Tórrez,[00:13:24:00],00;13;24;26,The motor cars.,
Henry Peña,[00:13:24:26],00;13;40;26,"At and see to made out in that trailer behind. And, we'd get on there just on nail and I think there's a kitchen here. How it would.",agriculture
Martha Tórrez,[00:13:40:28],00;13;45;19,So the way this how was it that you kept warm just by using the newspaper?,
Henry Peña,[00:13:45:19],00;14;14;18,"Yeah. And they didn't have no heater, save that how we had to travel. I would just, open air there and nothing to cover ourselves with, but we had to find some place to get back a good thing that by that time, it must have been 1 or 2 by time we started back. And, by that time, it got about ten degrees warmer.",technology
Henry Peña,[00:14:14:20],00;14;49;02,"So we made it back and the good thing we had at camp Tanner, it had them all time bunk cars in the fire in the stove. So I was all right. And and that winter. And that spring came back and started working here in New York again. I worked pretty steady till 1950. I started working at Bank Idaho intersection there.",recreation;idaho
Henry Peña,[00:14:49:04],00;15;05;29,"I work there, but two years and then I moved down to. Hammett. I worked there about two years. Then by 1953 54, I worked for the state here in the yard.",
Martha Tórrez,[00:15:06:01],00;15;12;22,"Before you started working, you know. Steady. What did you do with that during the times of layoffs?",
Henry Peña,[00:15:12:24],00;15;40;02,"Well, I draw my unemployment and then I'd go out and do odd jobs, you know, and then write those time to give them good money for scrap iron and stuff. But cleaning this yard, this country here, then they buy bone and give you about 2.02 pounds a pound and anything to keep us going, you know. But we never suffered.",
Henry Peña,[00:15:40:03],00;16;08;16,"Once we left Colorado, we kind of made that hand over there when he was making just a dollar a day or. But I think it was probably about ten, 15 years in winter time or. Well, he didn't have enough to feed us, so he'd go out and hunt you know, the game warden, know what he was doing. So he knew that meat wasn't going to waste.",recreation
Henry Peña,[00:16:08:19],00;16;35;07,"So we had meat, beans, potatoes and rice and stuff like that. But we had meat. But once that away game warden retired, he didn't tell that no one what was going on. So on that no game warden while he took his guns away and said, you can have that. Tried to explain to him, but he didn't want to get that.",food and drink;recreation
Henry Peña,[00:16:35:07],00;16;44;09,I was like that. I had trouble. And so that's when I really got hard. And he said he had to do something. So that's when they came here.,
Martha Tórrez,[00:16:44:11],00;16;48;24,"So, Mr. Brennan, how would you describe your first memories of Idaho?",idaho
Henry Peña,[00:16:48:26],00;17;21;08,"I describe them as, you know, like when, like that saying from rags to riches. We thought it was for rich people, you know? So we got to Idaho. We had everything we needed. And that, took care of is my name on them for 2 or 3 years. We went to Arizona after that, after going to. That's when, Colorado, we'd go down there so on and passed away and all that.",idaho;health
Henry Peña,[00:17:21:08],00;17;31;10,"It was a money made of some money. So we always, happened to find jobs in Arizona to help us out more.",
Martha Tórrez,[00:17:31:10],00;17;37;07,So was that just to leave the hard winters in Idaho and go spend?,idaho
Henry Peña,[00:17:37:09],00;17;58;21,"Yeah. And so when I left, when we all got married and dad didn't have no other resorts, they just stuck to the railroad and he didn't have more help from us. No more. So that's why they don't tell he retired and that's. But I done up to that time I retired.",railroads and transportation
Martha Tórrez,[00:17:58:23],00;18;04;28,"Do you remember, other Hispanic families when you first came to Idaho?",idaho
Henry Peña,[00:18:05:00],00;18;27;05,"Well, the only ones we knew was, what was their name? There was from Colorado to. They. Okay. They had their last names now, but there was 2 or 3 families that there was there was. I was working that farm and machine.",
Martha Tórrez,[00:18:27:08],00;18;29;26,That were all right. They were already here in Idaho.,idaho
Henry Peña,[00:18:29:28],00;18;31;20,We know that was in Oregon.,
Martha Tórrez,[00:18:31:22],00;18;32;13,Oh.,
Henry Peña,[00:18:32:16],00;19;02;23,"Yeah. And I saw them. And then when we heard them on, dad went over and invite them to come and help them because this farmer needed more help. So when they heard that there was a place there, we told them what kind of place. So we don't mind as long as we make money. So they came down and that's the only family we went.",family
Henry Peña,[00:19:02:23],00;19;09;22,"No, I can't think of a man named. I know his name was Abraham. That first, first name.",
Unknown,[00:19:09:24],00;19;14;23,"And, and,",
Henry Peña,[00:19:14:26],00;19;25;09,"And I know he had three sons, Danny and, Leo and. But I can't think of that name.",
Martha Tórrez,[00:19:25:11],00;19;35;15,Can you give me a description of your living conditions? I know that you have described a chicken coop already. Can you describe the surroundings?,food and drink
Henry Peña,[00:19:37:23],00;19;39;19,"You like, you know, I mean, like.",
Martha Tórrez,[00:19:39:19],00;19;44;06,What kind of bedding or. What did you use for cooking? Did you have.,
Henry Peña,[00:19:44:06],00;20;19;16,"Oh, we had a regular wood stove. And then, table. They gave us some hay. No bed springs. We could just play them on the floor, sleep there, and, change like that and use them. Coach or or five year old was pretty clean, but he had, like, it used to be cold. We we don't mind sleeping during the winter, in spring time or summer, but, outside, of course, pasture, stuff like that.",agriculture;health
Henry Peña,[00:20:19:16],00;20;39;00,"But no animals that were on the Or stock, the farm, like, treat us. All right? We had anything we want to eat. Furnish eggs and milk. No, no, the money was making out in everything we needed to eat.",food and drink
Martha Tórrez,[00:20:39:03],00;20;44;01,How many people would you say lived in that coop at one time?,
Henry Peña,[00:20:44:03],00;21;20;28,"Well, we had two separate, rooms. One family there had two for. And another family. There was, three. Seven, seven and or three beds. Our boys slept together and and, sisters slept together. One and, on the other, usually crossways. So we rode left. We never. I don't remember being caught, as always. Like you sleep together.",family
Henry Peña,[00:21:20:28],00;21;48;21,"You never got caught. So. But, living conditions. I thought that was pretty fair. Not like in Colorado. Terrible. Where? There. And, and I know a lot of people in Colorado was going to the same time, so I thought I had a whole Paradise when we left Colorado. And but I heard about the people out there.",
Henry Peña,[00:21:48:21],00;22;21;26,"Sure. A happy place to live. Colorado. And most of us were from Colorado. That was here first. Then all the other people started coming around that place too close to 60, mostly from Texas, California, all them state, New Mexico and but, they all used to say, you go to Idaho, you can just read the money in the baskets.",mexico;idaho
Henry Peña,[00:22:21:26],00;22;37;11,"And so that's Idaho. That's what I think about my life. And I started to write a story. I don't know what I don't, but our journey to Idaho, that's about like what I was telling you.",idaho;migration
Martha Tórrez,[00:22:37:13],00;22;44;15,"Well, we sure like to see that when you're finished with it. Did you attend school here in Idaho? No, not at all.",education;idaho
Henry Peña,[00:22:45:00],00;23;24;11,"Just my smaller sister. No. Established. Getting school with all that money was make a that, the way it is. And in those years, you didn't think you know what's going on in school. I sure thought of that when I went out as a engineer for me to be here in Nampa, in my town of percent. And but, when, they sent me to China and to study, bought all the parts of a diesel engine or six brake wasn't going to help me.",family;education;railroads and transportation;nampa;china
Henry Peña,[00:23:24:14],00;23;48;09,So I told them I didn't come here to study about three ranges or part of it. I come here to run them engines and there's nothing to run in them. They get to know it's the rules and the written tests they gave me over there. That's where I failed in math test and stuff. But I did do pretty good.,education
Henry Peña,[00:23:48:11],00;24;02;29,"And like three points later, the engineer. But, me and done a lot of other things on the railroad farm and, and machine operator and things like that.",railroads and transportation
Martha Tórrez,[00:24:03:01],00;24;06;08,So what was the total of years that you spent with the road?,
Henry Peña,[00:24:06:10],00;24;06;28,42,
Martha Tórrez,[00:24:07:03],00;24;07;21,42,
Henry Peña,[00:24:07:27],00;24;38;18,"Or three. Yeah. Don't buy everything. 30 is there all but circle work? What I did do that when I was driving truck, I had to do another book called. And when I got into the last year of my career, I'd have to there in the office doing a lot of book work. I'm here was my school and I had, to do was don't go in.",education
Henry Peña,[00:24:38:20],00;24;42;21,I learned a lot by experience and.,
Martha Tórrez,[00:24:42:23],00;24;51;28,"Do you remember any other Hispanic men that were working men or women that worked with for the railroad, the time that you were working?",railroads and transportation
Henry Peña,[00:24:51:28],00;25;18;27,"Yeah, well, that's Mac López, my father in law. I didn't mention him. Get on that list. Yeah, he's. He worked with me a few years, and, he came here night or something like that. I don't remember, pardon me, but I think when he came here right away. Start working for the railroad, he didn't do nothing else.",family;railroads and transportation
Henry Peña,[00:25:18:27],00;25;27;23,"But, And there's Frank Chavez. They they weren't Christians there.",
Martha Tórrez,[00:25:27:26],00;25;33;21,"How old were you when you moved from field work? You know, farm work into the railroad?",railroads and transportation
Henry Peña,[00:25:33:23],00;25;59;25,"I was 22. Old. Yeah. So you remember. That's the same year, but married, but married in September. And I started working for him in November of 47.",
Martha Tórrez,[00:25:59:27],00;26;21;21,"Do you when you were moving back a little bit before you came into the railroad job, while you were doing migrant seasonal farm work? Do you remember any other people that were involved in the Bracero program or illegals that were working in the fields?",railroads and transportation;migration
Henry Peña,[00:26:21:23],00;26;49;09,"Well, I remember one. One year there was I was later going to fall. I drove a bus for a farmer and I was taken class. I don't know if I'd taken longer. I just stay in the bus waiting till I got up. Then I bring them back. But that was just a short time, maybe a month or two.",
Henry Peña,[00:26:49:13],00;26;57;00,Then they call me back on the railroad. Just a temporary layoff.,railroads and transportation;labor
Martha Tórrez,[00:26:57:03],00;27;03;02,Were you familiar at all with what the referral program was? And.,
Henry Peña,[00:27:03:10],00;27;27;15,"Well, I knew was they come to work and and then I go back home and, but I seen, that time they had to pay them good. They used to treat them right. And, they had better places, a state and some, people I knew around here. So I used to ask how they were treating them.",
Henry Peña,[00:27:27:15],00;27;57;11,"Right. They said, can we get everything we need? So that guy didn't work for them? Well, I didn't, you know, I didn't, bother to ask them a question. But that's why I got turned down. Because I could speak Spanish. You know, and anything they needed, they'd ask me to ask a farmer, and I paid one and more paper trail.",
Henry Peña,[00:27:57:11],00;28;07;20,"Been to wait a year to contact. Tell me to ask what kind of money? By myself. Care in whatever way you wanted, some work done.",health
Martha Tórrez,[00:28:07:20],00;28;14;15,And that being bilingual helped you get the job for working with the farmer?,
Henry Peña,[00:28:14:17],00;28;16;05,Yeah.,
Martha Tórrez,[00:28:16:08],00;28;25;03,Isn't there any other particular situations or experiences that you remember with the bracero program?,
Henry Peña,[00:28:25:06],00;28;53;20,"Well, when I remember one time, too, I think this was before I got married and needed interpretors at them stores. But there used to come down and, I worked from my work as an interpreter, and there wasn't long me there that time. All I've done was to ask them what they want, and they'd tell me and I'd go to the park.",recreation
Henry Peña,[00:28:53:20],00;29;08;02,"Park. So the thing I can remember about the program, generally time to time that work late to try and help them up, you know.",recreation
Martha Tórrez,[00:29:08:04],00;29;15;24,"What's the treatment? Do you remember any kind of, you know, how Mexicans were treated at that time?",health
Henry Peña,[00:29:15:26],00;29;45;06,"Well, at that time, no. Mears really was here for time. They had a lot of saying that. No match going to allow you and the first or no time. I don't know what happened, what made them change. But they did take them off in there. I know there was places ahead of time assigned and, I didn't mind at or someplace else.",
Martha Tórrez,[00:29:45:08],00;29;47;23,But not all businesses had them. Then.,
Henry Peña,[00:29:47:24],00;29;50;10,"You know this, sir, and certainly people.",
Martha Tórrez,[00:29:50:14],00;29;53;06,Are you referring to businesses like your restaurant?,
Henry Peña,[00:29:53:08],00;30;15;29,"Like a restaurant stores, barber shop mean? I don't remember no restaurant. I mean, the closest stores. To it. I didn't know that there was a barber shop here, and I seen that 1 or 2, and some other stores, I can't remember.",
Martha Tórrez,[00:30:16:01],00;30;21;15,How did you feel about that? ... personally? Yes.,
Henry Peña,[00:30:21:18],00;30;55;14,"Well, I don't know that of money here. I didn't put much attention to it and just thought that was something that they almost all didn't know. But I didn't think too much about it. But now that I see all this rationale stuff for the black people, I think that and say, no wonder they had them signs or offer, you know, and Indians, they never did used to sell them liquor because I wish they never called it breaking.",
Henry Peña,[00:30:55:15],00;31;01;27,"They want to kill. Maybe they thought that about when it occurs to them, but.",
Martha Tórrez,[00:31:01:29],00;31;12;24,"As a identity, did you identify yourself as Mexican or Mexican, American or Chicano? How do what how do you identify yourself?",mexico
Henry Peña,[00:31:12:24],00;31;20;09,"Okay, well, not what I always put white on every report I put...",
Martha Tórrez,[00:31:20:11],00;31;22;19,So when you're asked what nationality.,
Henry Peña,[00:31:22:21],00;31;40;05,"Sometimes I say Mexican. Most time I guess when I had to field, you know, farms or employment, I used to put a line, by the way, again, I have no right to reject.",mexico;economy
Martha Tórrez,[00:31:40:07],00;31;53;14,"Mr. Peña, we were just talking about when you were when you would apply for jobs, you would, as far as, when they ask you for nationality, you were you would identify yourself as a white person. What was the reason for that?",
Henry Peña,[00:31:53:16],00;32;06;19,"Because, maybe, I used to think, well, if they don't hire me, then that, you know, they never did question me about that. Never did.",
Martha Tórrez,[00:32:06:21],00;32;13;06,"Did you have experiences then when you did identify yourself as a Mexican, that they would reject your applications?",mexico
Henry Peña,[00:32:14:20],00;32;38;13,"I because nobody ever rejected. So I put in a lot of color, but I had to fill another application. I'll do the same thing. But, really? But when it came to relate to it, if I was from the United States to claim which match. Okay.",economy
Martha Tórrez,[00:32:38:15],00;32;46;17,Do you recall any experiences when you were treated differently or whatever the fact that you were Mexican.,mexico
Henry Peña,[00:32:46:19],00;33;28;07,"Or one time when you were able to take it on one job, they they gave this job to a white guy and they would collect seniority. And, he had less time or so I gave it to him because. So facial he, he like this kid. He's like his dad was a lot younger than me. And, I used to, you know, when the foreman was gone, they'd call me at all hours and I'd go out and do their very work.",
Henry Peña,[00:33:28:10],00;33;48;15,"And they depended on me a lot. And I say well. That's the way they're going to treat me. Well, I put this complaint against, too much. Right? Permission. Did they say no? Was there no right in, on that case? So it was discriminating against.",
Martha Tórrez,[00:33:48:18],00;33;51;02,So you took this case to court and you won.,
Henry Peña,[00:33:51:08],00;33;52;08,Yeah.,
Martha Tórrez,[00:33:52:10],00;33;55;10,They get did they give you the job and the result. Yeah.,
Henry Peña,[00:33:55:13],00;33;59;18,They gave me the job. And back difference in pay and stuff.,
Martha Tórrez,[00:33:59:19],00;34;07;07,I think that's great. It would would you say that was the only that experience you had that.,
Henry Peña,[00:34:07:07],00;34;50;08,"You know all that was in another case. But this was this other guy was, you know, he was a union. One was this union storage brother. And he knew that I put this application in for a truck driver. There was another truck driving job, so he found out from his brother. But my dad was that day I put this application in and so what they'd done, they said, well, what I'll do, I'll put an application 1 or 2 days.",labor;family;economy
Henry Peña,[00:34:50:11],00;35;21;25,"Oh, what? He put it. So he done that to that to don't. But I never did quite that because I know this guy. But, it was my friend and, and he, he showed me around about where all the men. I said, well, something happened. I'm a great believer in that. God kinda. I'm the same God and I'll carry revenge on him.",
Henry Peña,[00:35:21:28],00;35;32;15,"But this one time, just in God's hand, you know, run after me about a heart attack. You know, that day job. Oh, okay.",
Martha Tórrez,[00:35:32:17],00;35;35;07,So you felt. Did you feel angry or anything?,
Henry Peña,[00:35:35:07],00;36;00;24,"No, I don't feel angry. I just happened to think that last or that freedom to work here. Same thing that you believe it's possible or what? Change possible or man, it's possible or God shot. But there's one time or this other deal. Like I went ahead because I know what you're saying. Just. Yeah, to do it.",
Henry Peña,[00:36:00:24],00;36;06;08,"And this one guy, I could tell that he was prejudiced. I said, I'll tell him.",
Martha Tórrez,[00:36:06:08],00;36;08;17,I wish it was this in the railroad.,railroads and transportation
Henry Peña,[00:36:08:20],00;36;35;00,"Yeah, this. Yeah, it was true. And, you know, that's that time I did well, in that case, because I wouldn't do anything, you know that I know I don't know that I would have, you know, a test for me, but I truly that's what happened to this guy. And he was a foreman. And his grandfather, he's the one that I've done that.",education;family
Henry Peña,[00:36:35:00],00;36;44;21,But in the interstate gang. And I had the command that put the application that I had had to write.,economy
Martha Tórrez,[00:36:44:23],00;36;50;09,"When you referred to gangs, you mean what we would now call maybe a crew of workers?",crime
Henry Peña,[00:36:50:13],00;37;34;02,"Yeah. Crew. That's right. Gangs before nowadays they call the extra gang from eight man. From under that section in take care of certain miles of track. Extra gang. They go through the district and they have to go. They don't go over there that they leader goes down. So that's the way they work that. And now they got system gangs, which if you go on that gang, you've got to go from here down or Seattle and clear up then great for you people.",crime;health
Henry Peña,[00:37:34:04],00;37;36;08,So it's a system.,
Martha Tórrez,[00:37:36:14],00;37;52;19,"So these are the different categories of workers... Mr. Peña, as a result of the discrimination case, once you won and you were able to get that job, did you feel that you were treated any differently after you got that job?",
Henry Peña,[00:37:52:22],00;37;55;15,Yes. There was a change. There was a change.,
Martha Tórrez,[00:37:55:18],00;37;56;27,What kind of change?,
Henry Peña,[00:37:57:02],00;38;06;23,"Filed it or never tried to ask for a job or whenever I go to them, they agreed and.",
Martha Tórrez,[00:38:06:25],00;38;09;03,So the change was positive.,
Henry Peña,[00:38:09:05],00;38;39;10,"Yes. Okay. Yes. And they don't do that no more. Just like when I went out, engineering. That's why they done it, you know, because fake news. I think the government put a law in that they had to hire so many minorities. I think it's by not, retaining. So I was the first one here. So they call me me.",
Henry Peña,[00:38:39:16],00;39;07;10,"They didn't have no minorities on this book. Right? Mean there was some already work in my state. There was, college graduates. And I grew up in Spanish, too. And I really got in touch mentioning he's an engineer and he's, my nephew. She like me at school, high school education. I don't know if you went to college.",railroads and transportation;family;education
Henry Peña,[00:39:07:13],00;39;26;00,Remember? But he he was already working when they called me. And there was someone that I had to take their name there. One more Spanish or two more Spanish. Spanish.,
Henry Peña,[00:39:26:03],00;39;31;18,"And then from there on, they start hiring more minorities as well.",labor
Martha Tórrez,[00:39:32:08],00;39;49;15,"Do you recall any I know that you mentioned Mac Lópezand Frank Chavez also working for the railroad. Do you remember them ever having, a situation where they experienced discrimination, such as you did?",railroads and transportation
Henry Peña,[00:39:49:17],00;40;02;14,"No, I don't if they did, they know it came down in the, you know, did find out about it. So.",
Martha Tórrez,[00:40:02:16],00;40;24;25,"Well, Mr. Peña, moving along here, I'd like to go on into the different I know that your background is absolutely extraordinary, and I'd like to get, you know, a lot more about it, but I would also like to know a little bit about your education. You did attend school. How many years did you attend Second Doctor?",education;health
Henry Peña,[00:40:24:27],00;40;25;28,Six. Right.,
Martha Tórrez,[00:40:26:00],00;40;35;04,"And when you attended school, this was in the state of Colorado. Colorado? What do you remember about school? Can you describe your earliest memories about school?",education
Henry Peña,[00:40:35:04],00;41;09;01,"Well, I tell you what, I used to shoot a lot. And I think I thought I was smarter than a teacher. I guess when I had spelling or I know she'd have it down and order and, you know. So I copy the word from in my desk, and the question was given the word sorry, like I was frightened, you know, when she was then she'd say, okay, hand your papers, send them up the front row.",education
Henry Peña,[00:41:09:21],00;41;39;11,"That I dropped my mine, and I slid this one out and put this. So I did 100 every time, so that didn't help me much. So when I was on the street and honest, you have a story. By not learning to spell, I start. I learned that and, mathematics. I used to do my best by writing it to get a grade someday.",education
Henry Peña,[00:41:39:13],00;41;48;04,"I know that I had to use that sometime, but history, I damn state. Imagine. Madison.",
Martha Tórrez,[00:41:48:06],00;41;51;15,How would you say you get in school overall?,education
Henry Peña,[00:41:52:04],00;42;16;16,"Just to do, you know, an average, I'd say my dad pass every year. But one year that was scheduled from that 50 to 60. I was on six right when we came to Idaho. And in that calendar year I did pass. I used to play two nights in class.",idaho
Martha Tórrez,[00:42:16:18],00;42;19;24,"After you came to Idaho, you didn't attend school anymore.",idaho;education
Henry Peña,[00:42:19:29],00;42;51;15,And I went to a planning school at high school. But I was just short course. Why not trying to study because I until much I think I was doing good after that. I don't even know when I come back. They're still here and Nampa is engineer discussed in the case. I got 100 down there. That's what helped me to run their sentence for about six months.,education;nampa;railroads and transportation
