speaker,timestamp,End Time,words,tags
Spanish Translator 1,00;07;36;22,00;08;15;20,"Este evento era, eh, noticias internacionales y tengo orgullo sobre los periodistas. Es porque hicieron todo para cuidarse de navegar nos hacer seguro para el personal y el público en general, además de no eh dar en más a EH de lo que era en la EH en el evento y ahora esto. El problema es que hemos tenido problemas con los oficiales de policía, especialmente el jefe de policía.",
Spanish Translator 1,00;08;15;22,00;08;54;26,"Ellos hicieron un trabajo fenomenal, Es muy desilusionante porque siguieron todo lo que tuvieron hacer las reglas reaccionaron muy rápido. ¿No podría haber sido mejor, eh? Pero es difícil ahora, como ustedes saben lo que está pasando, La información personal puede estar en un sitio donde usted no quiere que esté allí. Y el temor es una emoción humano humana y Y todo mundo sabe quiénes son los bullies.",
Spanish Translator 1,00;08;54;28,00;09;32;25,"Entonces, todo este trabajo noble que tenemos de proteger el primer la Primera Enmienda, asegurando los derechos para que tú tengas lo que quieras, cuando yo no estoy de acuerdo con eso, con tal de que no causa violencia, entonces hay una parte que no está segura. ¿Esta parte está ampliándose y yo creo que esto es lo que pasó este fin de semana y el ser, eh, Y tu personal tuvo amenazas directas o en este momento es solamente hacia los oficiales de policía?",
Spanish Translator 1,00;09;32;28,00;09;39;17,Hay algunos miembros de nuestro equipo que ha tenido problemas.,
Spanish Translator 1,00;09;39;19,00;09;50;25,"Eh, Y hemos tenido varios casos en el pasado. El mismo tipo de problemas. Eh, Límites de problemas de.",
Spanish Translator 2,00;09;50;25,00;09;53;19,Y ha.,
Spanish Translator 1,00;09;53;22,00;10;25;22,"Amenazas. Y entonces estamos navegando y podemos sabemos navegar esto. Christina Y yo sé que tú y tu personal en los últimos años, eh, se preocupan por la seguridad y las amenazas cuando están trabajando como reporteros. Ustedes tienen que tomar decisiones mandando a personas. Eh, para, eh, pensando, eh, primero en la seguridad del del personal. ¿Cómo tomas esa decisión?",
Spanish Translator 1,00;10;25;25,00;10;30;23,"Yo creo que cuando empecé como periodista, la gente me miraba y dijeron.",
Spanish Translator 2,00;10;30;28,00;10;32;10,A mí.,
Spanish Translator 1,00;10;32;12,00;11;14;21,"Me preguntaban que cuáles son, cuáles son los artículos que vas a escribir. En cuando me preguntan yo soy periodista, es una respuesta negativa y al en el superficie puede ser, no muy no mucho, pero la verdad, cuando hacemos, eh, los cuentos con controversia de controversia, eh uh, por ejemplo, en el la situación en Saint Luke's downtown últimamente y las personas que cerraron el hospital en el centro Boise.",boise
Spanish Translator 1,00;11;14;21,00;11;52;03,"Sí, y sabemos que estaban molestando a las, eh, los oficiales de policía. Los trabajadores sociales, las personas que trabajan en el hospital. Y nosotros teníamos miedo que iban a tener la información personal. Eh, puestas en línea. Hablamos de que necesitábamos un hotel para que se sienten seguros de la familia. Por ejemplo, una escritora que tiene una hija. Nosotros tenemos que tomar decisión cuando estamos escribiendo artículos.",
Spanish Translator 1,00;11;52;05,00;12;29;03,"Muchas personas tienen miedo porque no se sienten cómodos de hacer, eh, escribir sobre donde van a publicar algo y que va a pasar después. Yo creo que esto es verdad de las personas que están en el periodismo y no estoy diciendo que todos reciben amenazas y cosas de violencia, pero uh, hace un mes un reportero mandó el recibió un email con una palabra que empieza con C y ella, eh.",
Spanish Translator 1,00;12;29;04,00;13;01;04,"Y rió. Pero es una palabra. No es aceptable. Y no podemos hablar si de eso. Si no se puede hablar de lo que está pasando en la comunidad. Pero la retórica que se usa en eh, lo que estamos buscando para escribir los reporteros y de lo que va a pasar al publicar eso. Hay mucho que hablar sobre lo que ustedes acaban de decir, pero vamos a preguntar a Don, si debe.",
Spanish Translator 1,00;13;01;06,00;13;05;27,¿Has visto el cambio en la cultura?,
Spanish Translator 1,00;13;05;29,00;13;27;14,"¿En la cultura y la reacción de lo que haces? ¿Si has tenido a has tenido amenazas o hostilidad porque tienes una publicación específica, eh? Estás haciendo, eh, mmm, cosas a nivel local e internacional. ¿Entonces qué has visto?",
Spanish Translator 2,00;13;27;15,00;13;58;25,"Yo diría que nuestro enfoque es un poco diferente. Este en una gran parte manteniéndonos fuera de las actividades sociales. Eh, Nos hacemos una intersección con muchas cosas. Es que cuando, eh, hubo 1/1 de el COVID, cuando el miedo era muy alto y las personas estaban tratando de entender qué era lo que estaba sucediendo en nuestras oficinas aquí en el centro.",
Spanish Translator 2,00;13;58;28,00;14;30;27,"El consejo aquí en Boise estaba siguiendo todo muy cercano. Había una que era extraña confluencia de eventos. Había personas que en la noche que van a aprobar el presupuesto de la ciudad de Boise había personas reclamando, había personas del ala de la izquierda y se estaban presentando el señor Pandit, que estaba diciendo que se iba a presentar los medios locales.",boise
Spanish Translator 2,00;14;30;29,00;14;38;11,El ecosistema estaba como abandonado esa noche. En ese momento.,
Spanish Translator 2,00;14;38;13,00;15;10;28,"Eh, mi reportero en el centro de Boise teníamos una asociación con la prensa y. Pero su plan era que ella viera la reunión desde su casa y buscamos con la, eh, con la canal seis de aquí del pueblo. Y tenemos algunas personas en persona. Era importante que estuvieran en la sala para la reunión. Este era el presupuesto aquí en toda la ciudad.",boise
Spanish Translator 2,00;15;10;28,00;15;41;01,Va a decir cuáles son sus prioridades para el año venir y queríamos preguntarnos qué era lo que estaba sucediendo. Estar en las oficinas del Consejo de la Ciudad era extraño. Quizás 30 o 40 policías en el En el vestíbulo había personas afuera. Las personas estaban en las salones. Yo tengo que pensar dónde me voy a sentar hoy. Antes era yo me.,
Spanish Translator 2,00;15;41;03,00;16;24;11,"Yo siempre me senté en la segunda fila. En la primera era como muy cerca, con la mi espalda a la puerta. No, pero esta vez me voy a sentar cerca de la puerta y nunca lo había pensado antes. Y esto ha cambiado para muchas personas. Tengo un personal de cinco personas y también un pasante. Pensamos que vamos a cubrir cómo lo vamos a cubrir, cuál va a ser nuestro hacer, que el acercamiento, cuál va a ser el plan de seguridad para nosotros es una situación dinámica, ya no es como el periodismo, como hablábamos antes, la policía, los políticos.",
Spanish Translator 2,00;16;24;13,00;17;00;17,"Hay mucho enfoque en la Corte Suprema, en en el Washington D.C. Y sus oficiales, los oficiales en ambos lados en Araujo, han tenido personas protestando. Eh, que ha estado protestando en, eh, en frente de su casa. Las personas, las personas de la la izquierda con los de la derecha. Y esos son unos tiempos muy enredados. Si cerraron el hospital, si eso nunca lo habían hecho anteriormente.",
Spanish Translator 2,00;17;00;20,00;17;15;14,"Creo que nosotros que pensamos en el periodismo como eh, algo especial, ahora nos encontramos que nos están llamando.",
Spanish Translator 2,00;17;15;17,00;17;57;02,"Y se nos están animando. Pero Christina cuando cuando Clinic hablaba de cómo cubrieron los eventos que tenían que coger, las historias y las fotos y tenían que ser equilibrado, habla un poco sobre cómo tú cubres un asunto controversial cuando tienes que hacer que los oficiales públicos sean responsables y no empeorar las cosas. ¿Cómo te enfrentas a eso? Yo empiezo que mi estilo de edición y de liderazgo es.",
Spanish Translator 2,00;17;57;05,00;18;31;28,"Yo, eh, pongo el consenso con mi equipo. ¿Yo no hago una decisión por mí misma, eh? No creo que sea algo muy inteligente, sobre todo cuando hablamos de cosas controversiales, cuando vamos con una historia controversial empezamos a planificar la historia. Qué fotografías, cómo podemos representar bien a ambos lados. Y esto ha pasado más cuando estos oficiales públicos no quieren hablar con nosotros, solo legisladores.",
Spanish Translator 2,00;18;32;00,00;19;07;18,"Hay algunos que ellos no quieren hablar con ningún reportero. En este punto es muy difícil decir ambos lados de la historia porque ellos no quieren hablar contigo. Eso es algo que es retador. Nosotros como personal no tenemos fotógrafo, como vamos a hacer para ilustrar de forma justa la historia. Si la policía tiene algunas fotos, tenemos. Cuando hay diferentes conversaciones, diferentes puntos de vista.",
Spanish Translator 2,00;19;07;21,00;19;43;18,"Entonces tengo una, una un póster que dice que soy provida y después hablo varios y después en el cuerpo, pero tengo que hablar del otro lado también. ¿Pero entonces la la gente se están leyendo, no? Si no tengo otra fotografía no pueden saber que estoy tratando de mantenerlo a equilibrarlo. Cuando hablamos de supremacía, cómo lo decimos a la gente si sin darle un megáfono a los nazis.",
Spanish Translator 2,00;19;43;20,00;20;11;27,"¿Como a quién vamos a citar? ¿Cómo los vamos a citar? Veo personas en Twitter que le gustaría que usáramos lenguaje más fuerte cuando hablamos de alguno de estos puntos, Pero hay muchas cosas. Pero si le dices a una persona nazi o le dice que no es un nazi, te pueden demandar. Tenemos que ser muy cuidadosos con las palabras que utilizamos o cómo describimos las cosas en este país.",
Spanish Translator 2,00;20;11;29,00;20;45;01,"El que las personas aquí en este país no son culpables hasta que lo hayan declarado judicialmente. Sí, una señora de una persona 18 años que mató 19 niños. Tenemos que pedir tener mucho cuidado con las cosas que decimos. Algunas veces la el público se siente, eh, se siente frustrado porque piensan que no estamos siendo lo suficientemente eh, fuertes con nuestras palabras.",
Spanish Translator 2,00;20;45;04,00;21;21;20,"Tenemos que tratar de hacerlo lo mejor posible, pero no podemos hacer felices a ambas partes y tratamos de de ser lo más equitativos con, eh ambos lados y buscar un punto medio. Yo pienso que la mayoría de las personas no entienden de las cosas que parecieran decisiones fáciles de hacer. El lugar de la fotografía donde va la foto, donde va el título, El público no entiende esa parte, aún cuando nosotros metemos la pata.",
Spanish Translator 2,00;21;21;22,00;22;04;15,"No, nosotros no queremos hacer eso. Tenemos sistemas eh, que hemos hecho para buscar evitar esas cosas. Pero estas historias hacen que el norte de de Idaho o el o algo como un ojo morado. ¿Cuando tú tienes puntos de supremacía blanca o racismo, Cómo haces para equilibrar, eh? ¿Para poder cubrir ambas partes de una forma, eh, equilibrada? ¿Como vas a, eh, señalar que es tu estado?",
Spanish Translator 2,00;22;04;18,00;22;37;10,"Es una buena pregunta. Es algo que más no cuenta. Nos cuesta más de lo que pensamos y sobre todo el norte de ahí abajo. Pero en general. No es como lo están mostrando los medios. Sí, como, eh, Como acaba de decir mientras veo. Especialmente este fin de semana. ¿Qué pasó? Eh, eh. Ha sido de interés internacional y es únicamente uno de esos temas recurrentes.",
Spanish Translator 2,00;22;37;12,00;23;05;02,"Yo creo que todos los lugares que en esos retos, todos los lugares tienen sus asuntos. Hace 21 años, este país, esta parte del país, tenía mucha atención por ese eh tema en especial. Yo creo que aquellos de nosotros que vivimos en este aquí y la gente que somos de aquí se siente muy orgulloso en EH del norte de Idaho y ser residente de Idaho.",labor
Spanish Translator 2,00;23;05;05,00;23;40;28,"Y estamos tratando de saber que este no es el único mensaje que queremos llevar. Y nos está costando eso porque queremos que todos estemos en la misma página sobre cómo, eh, hablamos y trabajamos sobre este tema. ¿Tenemos que construir la confianza a y no dejarnos, eh, abatir por el 2%, eh? Tratando de ser lo más equilibrado. Al reportar esto puede reportar los hechos sin salirnos del tema.",
Spanish Translator 2,00;23;41;00,00;24;37;16,"Es quizás nuestra mejor política y la motivo para esto es que cualquiera que tenga un interés diferente, eh, cualquiera sea su tema, va a encontrar otro, otro medio para de otro medio para poder, eh expresarlo. Si cada vez hay más y más. Uh. Así que ellos están llegando al punto que es muy interesante lo extremo. Hay mucho de eso hoy en día que para nosotros hacer nuestro trabajo como, eh, un periodismo de la comunidad, traer las informaciones micro locales para mantener saludable a esta comunidad, necesitamos una voz que sea realmente tan equilibrada como sea posible.",
Spanish Translator 2,00;24;37;19,00;25;11;03,"Eso tiene que ser nuestro trabajo primero. Eh, Yo quisiera agregar algo, Por favor. Por supuesto. Yo tengo, eh, uno de los cables aquí en el fondo. Están hablando de Coeur d'Alene. Si, ellos no lo dijeron, pero sí. Y después hablaron de algunos incidentes que hubo en el en Boise. Que no tenían nada que ver. Mira Idaho, alguien que no ha estado nunca aquí.",boise
Spanish Translator 2,00;25;11;03,00;25;24;26,"Vive en Nueva York. Empieza a. No, no, no. Están haciendo las cosas bien. Una de las cosas que ha sido interesante es la nacionalización de los medios.",
Spanish Translator 2,00;25;24;29,00;25;49;05,Que nos llevan a las elecciones. Christina quizás está más cercano a esto. Había una línea de publicaciones nacionales que estaban escribiendo sobre Araujo y nos llamaban un Un Estado púrpura y después otro. Esta otra historia que decía.,
Spanish Translator 2,00;25;49;08,00;26;36;29,"Araujo va a ser 111 estado étnico blanco. No, no creo que eso sea así. Es muy fácil para los polis los periodistas nacionales, hablar, agarrar una cosita de aquí, una de allá y miran a atrás o por eso yo creo muy fuertemente en lo que nosotros estamos haciendo en nuestras comunidades locales, porque eso es información que no vas a recibir del Washington Post de MSNBC, eh, Yo estaba escuchando un programa en en un cable que entonces estaban hablando, eh, del periodismo en su pueblo.",
Spanish Translator 2,00;26;37;01,00;27;10;12,"Nosotros estamos aquí para hacer el trabajo en la comunidad legal para encontrar los hechos. Tenemos uno de nuestros anuncios. Lo que ellos dijeron, lo que ellos hicieron y por qué es importante. Y eso es lo que hacemos aquí para que las personas puedan entender qué es lo que está sucediendo en nuestras comunidades. Y ahí, eh, puntos para poder, eh ver lo que es el de la derecha.",
Spanish Translator 2,00;27;10;15,00;27;47;18,"Parece que fuera noticia. Hablan como si fuera noticia, pero son opiniones disfrazadas, lo cual hace que sea mmm para nosotros más difícil tener, eh hechos volviendo. Si tuviéramos control de todas las notificaciones que hablan de Idaho, es algo más que papas. Y lo ves una y otra vez y manteniéndonos en el tema. Voy a hablar contigo, Don, y después voy a Christina.",
Spanish Translator 2,00;27;47;18,00;28;29;24,"Y Clint. No es solamente que personas vienen aquí al pueblo y hablan de ira o de una manera diferente. Entonces la actitud Araujo en contra de los medios nacionales. Quizás ustedes pueden, eh, hacer informes sobre al aborto, pero cuando hablan unos medios polarizados, entonces ellos están enojados con los periodistas en general. Aquí en el Estado tenemos que mantener una actitud que no sea tan difícil de hacer.",
Spanish Translator 2,00;28;29;27,00;28;56;14,"Si una de las cosas que dije que yo pienso mucho es la industria, la industria necesita merece algunas de estas cosas. Si no somos inocentes, estamos haciendo lo mejor. Si estamos tratando de hacer lo mejor, correcto. Pero los medios han cambiado las últimas décadas.",
Spanish Translator 2,00;28;56;17,00;29;29;03,"Hay, eh, la forma en que están cambiando la información y hace unas semanas, no sé qué canal de cable, pero había un una nota que decía que los periodistas ricos. Esa era muy gracioso. Si quieren que hacer de que tengo en mi cuenta.",
Spanish Translator 1,00;29;29;05,00;30;04;17,"Tienes Si puedes ver la información cuando estás en tu coche en el estacionamiento, yo. Es importante decir que los medios no son perfectos. Hay muchos errores en los. En los. En las últimas décadas, yo he trabajado en las noticias tradicionales en la ciudad porque me cansé con los medios corporales, con o con grandes. O sea que lo que es interesante que nosotros tres tenemos control local.",
Spanish Translator 1,00;30;04;19,00;30;40;21,"Christina está en Capital Sun. Yo trabajo, yo trabajo en Boise Dev y, eh, eh, el otro trabaja con un sitio aquí. Entonces no, eh, Muchas de las noticias vienen de compañías que son en si son de compañías grandes. Es porque cuando ves la noticias que vas a ver noticias que no tienen nada que ver con Idaho o si miras en el periódico, eh, Son noticias que vienen de los servicios de, uh, de aquí.",boise
Spanish Translator 1,00;30;40;23,00;31;16;03,"Entonces como se produce las noticias o. Sé que A A esto puede causar problemas en los medios, porque lo que queremos hacer nosotros es enfocarnos más en el público ahora. Y yo quiero que ustedes, eh. ¿Para los que están escuchando, si tienen una pregunta, pueden buscar abajo de esta cuenta para mandar la pregunta que Christina tienes experiencia en Independiente?",
Spanish Translator 1,00;31;16;03,00;31;31;19,¿En Sin fines de lucro Cross y trabajar con una compañía muy grande nacional? ¿Cómo es la relación? Es lo que hacemos en Nace en Idaho. Es una.,
Spanish Translator 2,00;31;31;23,00;31;32;01,Es.,
Spanish Translator 1,00;31;32;09,00;32;10;11,"Es. Es una pregunta muy grande. He trabajado en creador de cosas grandes y también he trabajado en compañías pequeñas. Mi experiencia positiva son periódicos pequeños o en el mundo sin fines de lucro en que estoy. Me siento mucho más eh responsable a las go, a las metas que no son metas que entran en donde trabajamos. Es muy difícil tomar una decisión cuando hay poco personal.",
Spanish Translator 1,00;32;10;11,00;32;42;14,"¿Espero que hablemos de eso esta noche porque ha cambiado, eh? En los últimos años la la prensa, porque no hay tantos de nosotros que estamos trabajando. Entonces hay que tomar unas decisiones muy difíciles. ¿A qué se dedica el trabajo? Y las decisiones son diferentes en lo que hago en Capital Sun, en en comparación que yo, que lo que hacía en una compañía grande.",
Spanish Translator 1,00;32;42;17,00;33;20;16,"Entonces, si hablamos de los sitios de cargo para los vehículos, o sea, si quieres ir a una reunión pública, eh, Y en una, eh, un ambiente de un grupo muy grande no van a hablar de eso. Es muy difícil tomar esta decisión cuando la gente son a la que trabajan ahora en la prensa. Son más jóvenes, Eh, No tenemos experiencia.",environment
Spanish Translator 1,00;33;20;19,00;33;55;26,"20 años, 30 años veteranos que han pasado mucho tiempo en el periodismo, en el en la contento y yo este. Y no me explique bien esto, pero esto es interesante. Espero que podamos hablar en eh de eso más adelante. ¿Quieres hablar de cómo nosotros han ido al Podemos, eh, aguantar o qué es lo que hacemos de los grupos nacionales del personal que no están haciendo?",
Spanish Translator 1,00;33;55;26,00;34;19;25,"Yo creo que muchas veces tiene que ver con la opinión y creo que vamos a hablar de eso. Si nos vamos a hablar de la opinión, puedo, podemos hablar de eso, pero yo creo que debemos hablar de eso esta noche. Pero estoy de acuerdo con Christina que lo sé. ¿Lo que la experiencia de los periodistas, eh, Y los equipos de periodismo?",
Spanish Translator 1,00;34;19;27,00;34;52;22,"Uh, es un beneficio porque tienen una perspectiva nueva. Y nosotros tenemos errores. Eh, No tenemos el tipo de recursos que que tienen las personas que tienen mucha experiencia, pero establecer relaciones internamente para que, eh, los periodistas quieran quedarse para trabajar en el futuro, porque nosotros somos los que vamos a trabajar con los que acaban de salir de la escuela.",labor;education
Spanish Translator 1,00;34;52;22,00;35;27;00,"Pero con respecto a esta actitud no nos ayuda. Entonces yo creo que esto tiene que ver con el el tema de opinión. Quiero hablar sobre algo que dijo Christina Flint, en donde ustedes tienen problemas que ya no hablan a reporteros. Eso tiene que ser un día difícil si quiere decir todas partes de lo que están escribiendo. Pero una parte.",
Spanish Translator 1,00;35;27;00,00;36;15;12,"No quería hablar con ustedes. Yo no puedo pensar en una cosa específica, pero hemos tenido, obviamente, las personas que prefieren el equilibrio de lo que quieren decir. ¿Así que están grabando la conversación para repetir lo mismo, Eh? Muchas veces los periodistas no saben con quién están hablando. En mi opinión, vemos mucho más del doble chequeo de escepticismo. Uh, si es una perspectiva equilibrada, porque la gente no entiende la diferencia entre un reportero sensacional y un periodista que, eh.",
Spanish Translator 1,00;36;15;15,00;36;55;26,"Su meta es no tener juicio en. Y no todos los periodistas merecen la confianza. Tiene que pasar mucho tiempo haciendo eso para que la gente te conozca en ella. No estamos en esta situación. La gente no se habla tan yo no por las razones de que estamos hablando ahora. A veces no hablan sobre el tema de que estamos hablando, pero ejemplo hoy si quieres información eh de negocios.",
Spanish Translator 1,00;36;55;28,00;37;37;15,"¿Lo que nosotros vemos, nosotros escribimos sobre las las cosas que la gente es información que la gente quiere saber, eh? Pero hablando de este tema, nosotros hicimos y escribimos un informe, un artículo y una persona citada es un oficial eh elegido él y dijo en el enlace el la cita estaba mal. Entonces yo eh, hice un comentario y nosotros somos serios.",
Spanish Translator 1,00;37;37;18,00;38;11;12,"Nosotros. Le mandé un mensaje a esta persona en esta persona no podía decir cuál fue el problema o dónde estaba el error, pero dijo mi reportero grabó la conversación. Pero es interesante porque uno de tus pares me ha dicho y que ha dicho No puedes ser tan precisa al citarme. Y la persona que se quejó en Facebook Oh, es.",
Spanish Translator 1,00;38;11;12,00;38;19;17,Me estaban grabando y yo le dije si de verdad. Y al principio de la grabación.,
Spanish Translator 2,00;38;19;19,00;38;21;02,Tú.,
Spanish Translator 1,00;38;21;04,00;38;49;10,"Reconociste, te están grabando y dijo pero no lo sabía. Y yo dije yo lo sabía porque yo lo oí. Él dijo que era una cosa muy pequeña, que era un error. ¿Entonces dijo Ah, voy a decir cuáles son mis otras quejas, pero son Ya han pasado seis semanas, eh? No me ha llamado, pero algunas veces me ha Nos ha dicho Esas personas que no van a hablar con nosotros.",
Spanish Translator 1,00;38;49;13,00;38;52;15,Pero yo creo que es posible. No.,
Spanish Translator 2,00;38;52;17,00;38;54;12,No.,
Spanish Translator 1,00;38;54;14,00;39;01;15,No hemos tenido mucho problema.,
Spanish Translator 1,00;39;01;17,00;39;11;15,"Muchas personas han decidido que no pueden hablar con la prensa porque, no sé. No reportemos su opinión.",
Spanish Translator 1,00;39;11;18,00;39;35;04,"Pero tenemos otros muchos políticos que no quieren tener un debate porque es una una escenario que era muy tradicional anteriormente. Ok, vamos a cambiar de tema. Christina, hablaste del personal más joven, menos experiencia.",
Spanish Translator 1,00;39;35;06,00;39;46;19,"¿Eh? Cómo impacta eso lo que están escribiendo, el trabajo que están haciendo y.",
Spanish Translator 1,00;39;46;21,00;40;22;06,"Y lo que quieren ver en el balance de lo que están escribiendo. Esto lo puedo escribir, el rival, que es donde vienen nuestros ingresos al Capital Sun. Es un consorcio, parte de un coche bajo una organiza sesiones brum que es no lucrativo y recibimos fondos para pagar a los reporteros. Eso es a base de no, eh. ¿Hay mucho que se ocurre en la comunidad, eh, Recursos para el periodismo, eh,?",economy
Spanish Translator 1,00;40;22;08,00;40;54;15,"Al nivel de la comunidad y también las normas para las organizaciones no lucrativas van a los medios no lucrativos. ¿Entonces es posible que tengas una prensa que que está dándole, Eh, periodista, Te estás organizando estas organizaciones que dan apoyo? ¿Puedes repetir la pregunta? Estamos hablando.",
Spanish Translator 1,00;40;54;18,00;41;27;00,"Del personal, eh en evolución, Estamos hablando de los jóvenes de la juventud, que puede ser bueno, puede ser malo, pero hablaste del desarrollo de los recursos. ¿Entonces cómo haces tú para, eh, arrancar o con eso? No es tan difícil donde estoy ahora porque todos los reporteros han estado mucho tiempo en Idaho. Ok, si no están de aquí, no son de aquí.",
Spanish Translator 1,00;41;27;00,00;42;12;15,"Han pasado por lo menos 15 años aquí. Y lo que vemos, eh, los ingresos anuales no son al nivel que necesitan para poder pagar sus cuentas. Y yo en muchas de mi carrera me pagaron 10 $ la hora y tenía muchas deuda en mi tarjeta de crédito. Entonces es lo que tienen que hacer los reporteros y por eso que yo empecé a ser editora en jefe y yo empecé porque yo no podía vivir de la del sueldo que tenía como reportera, no tenía la experiencia para ayudar a los demás, pero yo lo hice para tener el dinero.",economy
Spanish Translator 1,00;42;12;18,00;43;07;17,"Entonces, a nivel nacional y el estatal tenemos, eh, un grupo, un equipo con menos experiencia. Yo les digo a los jóvenes que lo que está pasando en en el sitio Council, eh, que tienen que aprender sobre la información que tienes que aprender. Por ejemplo, lo que está pasando en el Ayuntamiento. Sé que llevan 20 años hablando al mismo tema en el Ayuntamiento o estaba hablando con un reportero que con quien yo hablé en 2009 y todavía, eh, sobre una carretera que no han construido, que todavía no está construida sabiendo cuáles son los estudios del ambiente en fatalidades en todas partes y con cómo podemos tener este contexto.",
Spanish Translator 1,00;43;07;17,00;43;39;28,"Si tú no sabes la información, no sabes lo que no sabes. ¿Y entonces, cuando hay personas muy comunes y personas que llevan 40 años haciendo, es muy difícil tener un grupo cohesivo, eh? Y uh, que porque no saben la información de fondo y muchas personas llegan para los, eh, otros trabajos que pagan mejor, los beneficios son mínimos. Entonces.",education
