speaker,timestamp,Endtime,words,tags
Epigmenio J. Rosales,[00:05:40:10],00;06;24;09,"And then from there, my uncle had a big house. I mean, he had upstairs in a dumpster. So we stayed on the downstairs, and my dad worked there for. I don't know how long. Maybe a year, maybe two. I don't remember.",family
Epigmenio J. Rosales,[00:06:01:11],00;07;02;10,"And then, my dad, he decided to go closer to Colorado. So. During that time, in the wintertime, there's a lot of sickness there, you know, a lot of people getting sick, and they quarantined the houses. And he couldn't visit nobody. Nobody at that time, I don't know, it wasn't as influential or something this contagious. They didn't, a lot of new people to visit when somebody was sick, you know.",
Epigmenio J. Rosales,[00:06:42:21],00;07;38;17,"But, anyway, my dad, we were there with my other uncle. I don't know what kind of work they had done there, but they had a job and. And we stayed there one winter, maybe two, I don't know. And then my dad decided to come closer, you know, down to Colorado, Colorado. So we shot up and, we in Colorado, I don't know if it was Lamar at Lamar or I think that's in Lamar was in Colorado.",family
Epigmenio J. Rosales,[00:07:15:17],00;07;55;20,"I'm not sure where we up there. For the winter. Oh his in which, you know, he was working or some kind of a job. He got a job there somewhere. And,",
Epigmenio J. Rosales,[00:07:32:22],00;08;05;13,"And we stayed there one winter in Colorado. And to Lamar, I think it was Lamar. Colorado. Must have in Colorado.",
Angela Luckey,[00:07:42:16],00;08;07;07,But what year was that?,
Epigmenio J. Rosales,[00:07:44:10],00;08;18;07,"That's what I was wondering. It was an, maybe 19 or 20, 19, 20, something like that. I don't know.",
Epigmenio J. Rosales,[00:07:57:27],00;08;43;02,"And, there in Lamar there was even a colonial grand there, you know, a lot of Mexican people just to stay there in the wintertime were big colonial era people. And there wouldn't. But one morning we got up. It was snowing all the time. You know, when we got over there.",history;mexico
Epigmenio J. Rosales,[00:08:21:10],00;09;06;28,"After the work was done, we moved over there to the Colonia.  We had a bunch, mucho hente, Mexican people there.  And they had, all the way from the Colonia, they had pigs and chickens, raising chickens and pigs.  The big dump was a little ways further.",mexico
Angela Luckey,[00:08:44:01],00;09;10;01,Did those animals belong to the people of the Colonia?,
Epigmenio J. Rosales,[00:08:47:07],00;09;11;22,Yeah. They brought their own.,
Angela Luckey,[00:08:48:22],00;09;13;05,They brought their own?,
Epigmenio J. Rosales,[00:08:50:06],00;09;25;21,"No, they raised them. You know, they worked on the wheat fields and that the they they had chickens and they the reason has pigs to.",food and drink
Epigmenio J. Rosales,[00:09:02:24],00;09;36;28,"We didn't have nothing like that. So anyway, one morning we woke up and, the house the house was,",
Epigmenio J. Rosales,[00:09:14:26],00;10;06;29,"Good was, the final, you know, there was no was way over the roof was a door washed blood with just you. We couldn't open the door. And, My God, I don't know how you could, maybe pull the door, open this inside, pull it open, and never let us know we could get out. It was, well, you know, so we we we had to shovel the way out there so we could go out.",agriculture
Epigmenio J. Rosales,[00:09:44:02],00;10;22;13,"It would let us know that the Air Force, the wind. Mr.. The wind blew it over, you know. You know, went to school. There were, maybe two months. I don't know how long.",education
Angela Luckey,[00:09:59:16],00;10;25;10,What was that? And mean?,
Epigmenio J. Rosales,[00:10:02:12],00;10;27;04,"Oh, no, I haven't got to that yet.",
Angela Luckey,[00:10:04:09],00;10;29;27,"Oh, okay.",
Epigmenio J. Rosales,[00:10:07:00],00;10;34;28,"No. We went, I went to school there maybe 2 or 3 months.",education
Epigmenio J. Rosales,[00:10:12:01],00;10;36;07,In school with that one.,education
Epigmenio J. Rosales,[00:10:13:09],00;10;50;05,"Oh, yeah. And the colonia, they, I don't know, the government or somebody sent one, teacher to help the school people speak English.",education
Epigmenio J. Rosales,[00:10:27:07],00;10;54;22,"But that was about 8 or 9, I guess, maybe going I nine.",
Angela Luckey,[00:10:31:24],00;10;56;01,He hadn't been to school yet.,education
Epigmenio J. Rosales,[00:10:33:03],00;11;20;28,"No, no, no. Moving around. Yeah. Moving around. And then from there, there was another family. They wanted to go to Pueblo, Colorado. So my does very well. That's what I want to go I see I want to go down that way. So you see what it is like. So this man, he said, well, I have relations over there.",family
Epigmenio J. Rosales,[00:10:57:28],00;11;39;01,"And, and we'll find a place for you or you can stay there. So this family and my dad, you know, and we went over there to, I don't know, we went by train, I guess the pueblo. And there.",family
Epigmenio J. Rosales,[00:11:16:24],00;11;44;00,"Never got there and,",
Epigmenio J. Rosales,[00:11:23:04],00;12;15;05,"I didn't know how to speak English and my and I, there was, there was a school at that time that my, there was, girl living, a neighbor, a girl that was going to school there. She was about 12 or 20, and she, she spoke English. You know, my mother always call me by manual all the time, manual and manual programing that they,",education;family
Epigmenio J. Rosales,[00:11:52:08],00;12;22;06,So I stayed by that name. Manuel. But my real name is Epigmenio.,
Epigmenio J. Rosales,[00:12:00:11],00;12;44;28,"I don't know why they gave me that name. For those who want to call me Manuel. So when these girls took me to school, you know, she, they asked her what was his name here. Manual. So I've been manual ever since. I went through and I put me in a different world, playing with glue and drawing pictures.",education
Angela Luckey,[00:12:22:04],00;12;46;28,"When you were 8 or 9, you nine.",
Epigmenio J. Rosales,[00:12:23:29],00;13;21;16,"I was about nine years old and so it must have been 1920 or 2021, maybe 21. And then, this, school was a mini school. And there was also a mini college. They call it the mini clinic. There was one, but not too far away. They call it the same medical lake. Lake and the mini school. So that's where I went the first year.",education;health;recreation
Epigmenio J. Rosales,[00:12:58:18],00;13;28;27,"Then my dad decided to move closer to town. We lived in a larger, Mexican people there.",mexico
Angela Luckey,[00:13:06:00],00;13;30;26,It was the following.,
Epigmenio J. Rosales,[00:13:07:28],00;13;56;28,"Notice the pueblo and pueblo. Yeah, that's a city. That's, Yeah. He, that's what we call it. La guerra. And there was another. Another place, they called it all salau the Mexican people and Salado. And we lived on a little Mexican people there.",mexico
Epigmenio J. Rosales,[00:13:34:00],00;14;04;12,"So my dad decided to move closer to town, but everybody mixed around there. And made.",
Epigmenio J. Rosales,[00:13:42:19],00;14;10;19,"Well, he got a job there, and they're still works working there.",
Angela Luckey,[00:13:47:21],00;14;11;22,What did he do?,
Epigmenio J. Rosales,[00:13:48:25],00;14;37;13,"I don't know, he still works. I don't know, he was working in, wire mill. They called it the wire making wire or something. I don't know. So we stayed there, and I went to, the other school. When we moved closer, there was another school down that we. We went to this place, Bessemer Bessemer School. And the town was also called Bessemer.",education
Epigmenio J. Rosales,[00:14:14:13],00;14;46;20,"Bessemer. And, the school was Bessemer School.",education
Epigmenio J. Rosales,[00:14:23:22],00;15;14;06,"So I went to school there about five, six years. And I had troubles with the teacher because I couldn't speak English. You tried to learn, so I didn't learn very much. And besides, they were crowded. The school rooms were crowded. They had to put two classes in one room. And then even if you didn't have a good grades, are you still going just to show them up to another grade?",education
Epigmenio J. Rosales,[00:14:51:09],00;15;22;26,"You know, after all, even if you didn't. Even if you didn't,",
Epigmenio J. Rosales,[00:14:59:28],00;15;39;04,"Even if you were not qualified to go to another room, they still would put you in another grade higher. So I didn't have much. And then I went to school there, but 5 or 6 years, I guess.",education
Angela Luckey,[00:15:16:07],00;15;40;07,At Bessemer..,
Epigmenio J. Rosales,[00:15:17:10],00;15;40;25,Bessemer.,
Epigmenio J. Rosales,[00:15:17:25],00;15;42;14,"School, that was in one.",education
Epigmenio J. Rosales,[00:15:19:16],00;15;44;05,"In Pueblo, Colorado.",
Epigmenio J. Rosales,[00:15:23:02],00;16;17;05,"And there I mean, yeah, it was a wonderful time in the Italian gringos and, mixture of mixed, you know, those people, Italians and Jews and, I don't know what they call them. Yeah. They had their own barrio up there. We lived on one side of the. Were you in the summer? School was right here. And we all we lived over here and the water was, where it was on this other side in the school.",italy;education
Epigmenio J. Rosales,[00:15:54:11],00;16;24;14,"Business school was here, but but their school was over here somewhere. Over here.",education
Angela Luckey,[00:16:01:16],00;16;26;18,Yeah. A separate school for the Mexican kids.,education;mexico
Epigmenio J. Rosales,[00:16:03:23],00;16;38;15,"No, it was all people really. The only, the only that were really Italian. They were all they were, they had their own school but there were still Mexican people and the.",italy;education;mexico
Angela Luckey,[00:16:15:15],00;16;40;02,Mexican food.,mexico
Epigmenio J. Rosales,[00:16:17:05],00;16;54;02,"And Mexican stew, but the of it was, more Italian was like gives you like a real fellow. They had their own barrios.",mexico;italy
Epigmenio J. Rosales,[00:16:31:05],00;17;19;14,"You know, so now only in the garage. I had a friend, that I used to be. Well, we were in the same room in the medical school. It was. That was before we move to Barcelona. And, and, they used to have roosters like, you know, put their locks on there. Yeah. On Sundays, they used to have a lot of guys who put on bed.",education
Epigmenio J. Rosales,[00:16:56:14],00;17;41;00,"And those roosters like some. One day, my friend and I, we were playing marbles, I guess not too far away from them. And then, some shooting around there. Somebody was shooting somebody, and he was. And it happened to be his father, his dad.",family
Epigmenio J. Rosales,[00:17:18:25],00;18;02;08,"My friends Dad, the the other guy shot him, and that was the end of him. Oh, that was bad. And anyway, we moved from there to Bessemer. And then when I went about a year back.",
Epigmenio J. Rosales,[00:17:39:10],00;18;28;21,"After a year in school in Bessemer, you know, we decided to move this other way. There was a railroad here. And then this summer school was here. And then we cross the railroad overpass on the same street, and we moved over here is a little hill, the Italian,What you call it?  What did I call it?  Italian neighborhood.  The Barrio de los Italians.",education;railroads and transportation;italy;culture
Epigmenio J. Rosales,[00:18:05:23],00;18;38;18,"I had to go this way, and I had to go over the railroad overpass and then go straight to school.  And these guys, we are...  The Italian town is just standing around.  You young kids, you know, going to school.  One time there was about four, maybe six guys just visiting each other.",railroads and transportation;education;italy
Epigmenio J. Rosales,[00:18:16:16],00;19;34;11,"And when I passed by there, by them, you know, one of those guys grabbed me, put my arms behind me, and had one of those little guys smarter than me, just working me over.  He was really pounding the heck out of me, you know.  So next time I say, boy, I'm going to go around the other way.  I'm not going through here no more, so I didn't.",conflict
Epigmenio J. Rosales,[00:18:51:08],00;19;34;11,"So the next time I said, well I don't want to go around the other way, I'm gonna go through here. No more trouble. I didn't know there was another street over here. I had to go this way or this one. Then go to the way, the wrong way to school.",education
Epigmenio J. Rosales,[00:19:11:14],00;19;38;26,So that was the end. I didn't go to learn to walk.,
Epigmenio J. Rosales,[00:19:17:08],00;20;05;16,"There in school there was a...  Bigger kids, you know, they used to play ball, what they call it?, those big balls. Not not baseball, softball, softball. I guess that's what it was. Softball that bigger around a little bit bigger area. Italian. Right. And then they used to go to school there.",education;italy
Epigmenio J. Rosales,[00:19:46:19],00;20;46;05,"And there's the one guy that they call you name was, they call him Tony Sirico. He was one of the main players there in school. One of the best. But, anyway, I was about maybe 12 years old at that time. Maybe 12, 11 or 12. And then, From then, one time. He was in the higher grade.",education
Epigmenio J. Rosales,[00:20:23:05],00;21;16;13,"He was ready to go to high school. I guess he was bigger. There's to be because he was bigger, you know, taller. He was ready to go to high school. But, and, vacation time, he had him and some other guys happened to go down where we used to live with. And, and on the others, well, where I used to live.",education;labor
Epigmenio J. Rosales,[00:21:00:08],00;21;31;12,"We used to, I was going to the store one day and I had about a quarter of milk, you know, a jar.",food and drink
Angela Luckey,[00:21:08:15],00;21;33;05,You took your own jars to the.,
Epigmenio J. Rosales,[00:21:10:08],00;21;37;00,To the. Yeah. And then and then we get.,
Epigmenio J. Rosales,[00:21:14:02],00;21;38;15,"You know, they sell them.",
Epigmenio J. Rosales,[00:21:15:18],00;21;41;18,"Put one in, you know, and we used to take.",
Angela Luckey,[00:21:18:20],00;21;43;22,They recycle them empty jar.,
Epigmenio J. Rosales,[00:21:20:22],00;22;08;15,"And then we'd pick one full, full jar of milk at home. So I had, one of those jars on my arm. And this on the record, I think. I thought he was a nice guy. You know, I liked him, you know, they, they were going. That's your mother and this, Don't. You asked me. Hey. You you have a match?",food and drink;family
Epigmenio J. Rosales,[00:21:45:17],00;22;29;29,"You got a match on you. And I said, no, I don't I don't smoke. I said, well, why don't you. Yeah, well I don't smoke. And then before I know he hit me on the face, you know, on my head or shoulders, my knocked me down on the sidewalk. And I used to think a lot of him, you know, it kind of hurt my feelings, you know that.",
Epigmenio J. Rosales,[00:22:07:02],00;22;52;24,"Anyway, I never seen him after that. I never seen him for about 3 or 4 years later. And that was about. I must have been about 11 or 12 at that time. And about three years. In 1927. I think it was 1927.",
Epigmenio J. Rosales,[00:22:31:07],00;23;25;08,"Some of the tour companies needed people to go work on the fields, on the farms, clean the boots and up, and so they needed help in certain places, you know, so they send somebody from the sugar factory to town to advertise that they would, pay everything for transportation and everything. And, and they could take anything they wanted and they'd pay for everything.",clothing;labor
Angela Luckey,[00:23:02:11],00;23;26;29,Was this a...,
Epigmenio J. Rosales,[00:23:04:01],00;23;48;02,"Yeah. ... Yeah. Yeah, it was a country. So there was another family to live. And with us, we and my dad signed a large. And because he was not working too steady those days 1927. I think that's what it was.",family
Epigmenio J. Rosales,[00:23:27:19],00;24;18;15,"So this and this. And we could go either to Nebraska, I don't know where, but to Nebraska or to Wyoming. So my dad was sent me to send us to Wyoming. So this put the other family in us, we get the upper. We were friends or my closest other family was from the same town that my dad was born in and out over the summers.",family
Epigmenio J. Rosales,[00:23:55:20],00;24;21;05,...,
Epigmenio J. Rosales,[00:24:00:03],00;24;44;17,"You know, we were born in the same city around there. You know, ""paisanos"", we were very good friends, and I had two girls and two boys. We were bigger than I was. Two girls were younger.",
Epigmenio J. Rosales,[00:24:21:19],00;24;55;25,"And, but we went on the same train to Riverton, Riverton Wyoming. And there we worked on the beach.",recreation
Epigmenio J. Rosales,[00:24:35:02],00;25;22;08,"Oh. When we got there to Riverton, the farm that, we were going to work for, he didn't have a house to for us to stay, so the company rented us. He was paying. They were paying for the hotel where they said, well, you're going to stay here till the farmer gets a place for you. You, you you don't have to pay for anything.",
Epigmenio J. Rosales,[00:24:59:10],00;25;29;04,"So we stayed on the road till, I don't know, maybe 2 or 3 weeks.",
Epigmenio J. Rosales,[00:25:06:06],00;26;01;01,"We used to go to, the restaurant and order whatever we liked. And the company would pay for. I know. Sure, you enjoy the, bacon and eggs. I thought that was very good. And I used to that stuff, you know? So. And we were really eating good. He was there. Then the farmer go to her house right there in town.",food and drink
Epigmenio J. Rosales,[00:25:38:03],00;26;23;21,"So we moved to this house and the beach were not ready to be thin, you know, work on them. His were not ready. But there was another friend of ours that I don't know about. I don't know how far, but three miles, maybe, maybe a little more. He had too many beets and he couldn't do them alone by himself.",recreation
Epigmenio J. Rosales,[00:26:00:21],00;26;49;25,"So. And they were getting too big, you know. He would be. Why don't you, would you like to come and help me? Bring my beets and then whatever, whatever time you put over there, then I can come and repay you. I'll come and help you in your your beets. So and so. My dad said, well, I can't it's too far away for me, black man.",
Epigmenio J. Rosales,[00:26:26:25],00;27;19;18,"I may have to go with you. And, And I had a bicycle, you know, I had a bicycle in Pueblo because I used to go out, pick cherries and apples. And I bought my own bicycle in Pueblo, so I took that with me. So I was the one that went to help him finish his. His boots.",clothing
Epigmenio J. Rosales,[00:26:56:21],00;27;40;22,"I stayed about a week over there helping him. And then when our boots were ready, then he'd come over and help peel another school. He's mean your knowledge. You know. So he helped for the same days that I was over there and we didn't take long to finish.",clothing;education
Epigmenio J. Rosales,[00:27:17:25],00;28;22;17,"And, That, we within the beach and then, I don't know, there was a celebration in the summertime. I don't know what it was. In town in Riverton. They were selling hot dogs, and, Oh. You just. And then you know what I had, and, one of those people things, a lot of people there, you know, and, we there was, a friend of ours, him and I went and I think my brother was with me, too.",recreation;culture;family
Epigmenio J. Rosales,[00:27:59:19],00;28;50;23,"We went to town to the see the the first thing you know, young man in the city. And, we bought a hamburger. I guess he was a hamburger out there. And, one stand there stands, you know, around. We had, we had a hamburger. And then we were walking away from the stand when I heard some shots.",recreation
Epigmenio J. Rosales,[00:28:30:00],00;29;24;27,"One. And you shot the one. The soldiers, sandwich was shot. Him. And this boy right there under. I don't know what for. I don't know that problems before or. Okay, but there's the Indian fella. He. Maybe they had worse. Anyway, he shot this. Guy that was throwing those hamburgers and stuff. I think, he was in jail after the.",
Epigmenio J. Rosales,[00:29:01:29],00;29;27;10,"So, we finished the beets and,",
Epigmenio J. Rosales,[00:29:07:22],00;29;59;20,"Thinning the beets. And, then... came up and we told them. We, he was starting to know when we finished up in those beats and then We decided to do what I did. He says, well I don't know, we're going to move, I don't want to stay here. And then there was another family. He says, well, we we, you know, Colonia in Torrington, Wyoming.",family
Epigmenio J. Rosales,[00:29:36:20],00;30;27;20,"Now, remember Torrington, Wyoming. And there's a little under Colonia. You go down there and like, you can stay there all winter, you know, you're going to pay the rent or anything, so. Well, maybe I have to buy a car. So we went. He bought a car, a 19. I don't know what year it was. 23 or 24. Ford.",
Angela Luckey,[00:30:04:22],00;30;29;04,How much did it cost?,
Epigmenio J. Rosales,[00:30:06:06],00;30;34;29,I think we I think he paid $100. Maybe something like that.,
Angela Luckey,[00:30:12:02],00;30;36;13,How much did you make?,
Epigmenio J. Rosales,[00:30:13:15],00;30;41;21,"I mean, worth it? Made it pretty good money, I guess, because we had we had the money just.",
Angela Luckey,[00:30:18:23],00;30;43;29,But how much did you make? An acre or an hour?,
Epigmenio J. Rosales,[00:30:21:01],00;30;45;25,I don't remember.,
Epigmenio J. Rosales,[00:30:22:28],00;31;02;05,"We've, we're do 20 in the 28, 19, 27. I don't know who was president then at that time.",
Epigmenio J. Rosales,[00:30:39:07],00;31;25;15,"Anyway, we, we must have made a down pretty good thumping beats because he says $100. Well, we buy a car so we can travel. So he bought this for. He's, light up, your know, closed car. I didn't know how to drive a car, either, I was.",
Epigmenio J. Rosales,[00:31:02:18],00;31;26;21,"I no, I drive.",
Epigmenio J. Rosales,[00:31:03:22],00;31;28;08,"No, I didn't know how to drive a car.",
Angela Luckey,[00:31:05:10],00;31;29;08,So you didn't know?,
Epigmenio J. Rosales,[00:31:06:08],00;31;29;17,"No, I.",
Epigmenio J. Rosales,[00:31:06:17],00;31;30;04,Didn't know what.,
Angela Luckey,[00:31:07:04],00;31;30;10,You had.,
Epigmenio J. Rosales,[00:31:07:11],00;31;58;17,"No, no. You never. You never own one anyway. But I know more or less, because I had a friend in Pueblo. We were good friends, you know, and his mother was. I always had boarders, you know, but them. And they had a car a for, newer, newer model, you know, and each one and I used to go with him and I used to watch him.",family
Epigmenio J. Rosales,[00:31:35:17],00;32;08;12,"I drove his car and what he had, what he had to do to get it started. He had to crank it with, hand by hand.",
Epigmenio J. Rosales,[00:31:45:14],00;32;33;12,"And if you put too much spark on the on your or your gas, if you that crank would jerk back and you might break your hand, you know. So we have to be careful when you start like that. And they didn't have no batteries.",
Epigmenio J. Rosales,[00:32:10:14],00;32;56;23,"All right. I, I watched my friend when I was in Pueblo. He used to drive his Ford. And he always had to crank it. And he was careful not to put too much work on it. So. So you want to kick back and break your wrist? So I learned from him, but I never drove it.",
Epigmenio J. Rosales,[00:32:33:24],00;33;12;03,"You know, I never do it. I just watch him do it so I know more or less how to go by. But it. So. I,",
Epigmenio J. Rosales,[00:32:49:05],00;33;34;03,"I did learn how to drive it. You know, I drove it around, you know, good. And prepared for the road. We were going to Tarentum. Stay over there and Torrington and another family go on this thing for a problem with us. We were going to go to Torrington to stay there for the winter. So we went clear from, Riverton.",family
Epigmenio J. Rosales,[00:33:11:03],00;33;46;09,We had to go clear over here. Clear to Torrington to stay. And they were starting to snow. But we got there all right.,
Angela Luckey,[00:33:23:11],00;33;47;26,You drove?,
Epigmenio J. Rosales,[00:33:24:28],00;34;06;22,"I was the only driver. All that. We took their dishes, you know, and Wilson, whatever we took cooked with him. That's in the car because we didn't do anything. No furniture. Oh, my bicycle had to be with me all the time. I wasn't going to leave that. No.",
Angela Luckey,[00:33:43:24],00;34;08;01,How did you pack that?,
Epigmenio J. Rosales,[00:33:45:03],00;34;27;22,"Oh, I just packed it on the back or somewhere, I'm over the roof or somewhere.  But I wasn't going to leave my bicycle, nowhere.  Anyway, we went to Torrenton and we looked for a place to stay. It was full. No place. It was all filled up.",
Epigmenio J. Rosales,[00:34:04:25],00;34;51;09,"And so we decided then this other family, they said, well, I lived in, Salt Lake City before I went to Pueblo. If you. I think we better go down there. There might be more work down there. So we started coming to Salt Lake.",family;food and drink;recreation
Epigmenio J. Rosales,[00:34:28:11],00;35;16;29,"And then, I don't know how many days it took us to get there, but I remember going down hill or someplace. I don't know where it was. Oh, we passed Cheyenne, and we have to go turned. And then we had to go here around to show. And this way. And then to Utah. I don't know where which which way we went, because the when we was getting closer to Salt Lake, you know, we were already in Utah.",food and drink;recreation
Epigmenio J. Rosales,[00:34:53:29],00;35;40;16,"I think. There was a big lake or a reservoir or some way down, and we're just going downhill. But I had chains on that tire and we had chains on the tire, so I just looked down there. Oh boy, that's good. We fall down there. It'd be nice, but it wasn't bad. No, no, no. Traffic.",recreation
Angela Luckey,[00:35:17:19],00;35;42;25,Was your other your friends with you?,
Epigmenio J. Rosales,[00:35:19:27],00;35;46;08,"Yeah, they were behind us. I was the one leading the way.",
Angela Luckey,[00:35:23:11],00;35;47;03,He had a car.,
Epigmenio J. Rosales,[00:35:24:09],00;36;10;20,"Yeah, they had their own car. Yeah, they bought one to go. They bought it before we bought ours. We bought ours at the last. You know what? We figured it was really needed something. But they already had their car because they had bought one before. You know, the two big boys and the two two girls, they made pretty good on the beach.",recreation
Epigmenio J. Rosales,[00:35:47:20],00;36;26;16,"So they. Anyway, we got some lake. There. We rented one house there. The two families in the same house.",recreation
Epigmenio J. Rosales,[00:36:03:18],00;36;33;07,"And then my dad, he got acquainted with somebody from the railroad.",railroads and transportation
Epigmenio J. Rosales,[00:36:10:10],00;37;03;28,"And, during the, close, it was very close. Very close to the holidays. Then my dad and they decided, oh, this, this, and this is where I should hold it closer to where I live. There's a good, good house. They're pretty good size. Where you girlfriend's going to stay there. You know where we'd be neighbors. There. Well, now, his wife was from Seattle, so they were at home, and she used to play the mandolin.",family
Epigmenio J. Rosales,[00:36:41:01],00;37;32;06,"This lady. And, my dad, my folks we used to visit after we moved to this other house where they lived, right near close neighbors there. And, so she plays a much like a dentist. And then she was another on on the mandolin. She was good on the holidays. And then there and the railroad there were having,",railroads and transportation
Epigmenio J. Rosales,[00:37:09:08],00;37;59;21,"Some kind of a, reunion, you know, where, the workers would go have get together and get presents, candies, take the kids over there. Okay. Then they invited me and my brother, my brother, to go to this, the railroad underground house. And they told me. So we went there. Oh, they put out peanuts and apples and oranges in the bag.",family;railroads and transportation
Epigmenio J. Rosales,[00:37:36:24],00;38;17;07,"Gave it to us. So we had that for Christmas. Then in January and then these, Forget what his name was.",
Epigmenio J. Rosales,[00:37:54:09],00;38;43;26,"This man that was, working during a railroad deal. He told my dad, if you join a union, they'll get you a job on the railroad. Well, you have to join the union first. And so then we know he was working for a Denver and real ground there. There was, where we lived, and, there was the other Union Pacific depot was harder.",railroads and transportation;labor
Epigmenio J. Rosales,[00:38:20:26],00;39;08;22,"It was on the other way, but they were very close. But anyway, he says, you go to, depot, I think, is that the, the Union Pacific depot and the Union Union there in the, I think they'll only charge you about $2 for to be a member. So we went over there. It was in January.",labor
Epigmenio J. Rosales,[00:38:45:22],00;39;54;17,"We're somewhere on there where we were. Maybe. And by that time, I was. Oh, I was about 15, maybe 15, probably. I was 1975. 19. 19, 27, 28, you know. So I was. Probably was about 15 going on 16, maybe back in my life. And, so my dad, he, he was collecting, union dues was,",labor
Epigmenio J. Rosales,[00:39:31:20],00;40;22;12,"he was road master.  You know, he went traveling around here.  So he was the one that got us the job. We gave him $2 for me, $2 when my dad and we got a job, and the other people got a job to. So they sent us way up, oh, I say about quite a ways from Salt Lake.",food and drink;recreation
Epigmenio J. Rosales,[00:39:59:15],00;40;31;28,"Nothing. Nothing over there. Nothing. A brush brush, no trees, no nothing. When you start stirring,",
Epigmenio J. Rosales,[00:40:09:01],00;40;51;12,"This place, they call it Ajax. Ajax. That's the name of the section where we were. There was another little. Another section. Changing close by. That's another section or early?",
Epigmenio J. Rosales,[00:40:28:14],00;40;56;04,"Anyway, they is,",
Epigmenio J. Rosales,[00:40:33:06],00;41;26;01,"Who in this road? Roadmaster told us where where we could go to work. The foreman in this, in this, section was a Japanese. And then he didn't talk much. He was all right. You know, when he seen me, he said, oh, you're not old enough to work. You know, I think you old enough to work. Well, I said, well, Roadmaster send me here.",japan
Epigmenio J. Rosales,[00:41:03:01],00;41;33;17,"So. Yeah, I guess all right, isn't it? Yeah. Well, I guess so. Take a chance on you.",
Epigmenio J. Rosales,[00:41:10:29],00;41;42;04,"And I start working there because I know I was about 15, 16 going on 16. There. And,",
Epigmenio J. Rosales,[00:41:22:00],00;42;09;24,"And then, he had a guy working for him, I don't know how many years down living here, you know, great big tall guy, well-built. You. Got other people working there too. Not only us know but this guy and he said well you go work with this, this number one man, he's he's been working very long time, you know, with him.",
