speaker,timestamp,End Time,words,tags
Sam Schrager,,,"I'd like to ask you about some of the different stories and about some of the illegal activities that were going on. And one is the moonshining, which I know when you got in was quite a big...",
Hap Moody,,,That was the main thing in those days. Yep. I was the undercover guy for the federals.,
Bertha Clyde Moody,,,"Always when he'd start wearing that beard, letting his beard grow and getting on his old malones, they knew something was gonna happen.",
Hap Moody,,,There was going to be a raid somewhere.,
Bertha Clyde Moody,,,"Yeah...They'd go out. They'd stay, sometimes two weeks they'd be out.",
Hap Moody,,,"Yeah, sometimes we'd set on the still, y'know, night and day for a week or two, if it was a good size still. I don't know, I got a picture I guess of a still, if I can find it. (Break.)...by the name or Zimmerman. The sheriff there at Whitman County, they couldn't get him, the federals couldn't get him. They wanted me to see if I couldn't catch him. Gordon and I went over—that's the big fella. And I bought a gallon of moonshine, paid him twelve dollars and a half for it. And I asked him, I says, ""What the hell, you got about 800 acres here, the best Wheatland in the country. What's the rason that you're fooling with this booze?"" ""Well,"" he says, ""I'll tell ya. I had a friend in Spokane. He got fined 200. And I paid the 200 dollar fine and took 200 gallons of moon in pay."" And he was selling that for twelve dollars and a half, it cost him a dollar a gallon—just couldn't stand it. Well when he come to trail he brought in a Spokane register book, showed where he had signed that book on the night that I was supposed to have bought the booze. And just as luck would have it, y'know that little half line at the bottom on most of those old ledgers? And he'd signed on that half line, that was the only place on the ledger that any- body had ever signed on that half line (laughs). So that cooked him right there. Well he fought it clear to the Supreme Court, and the government finally broke him...I put in a month or two in Spokane for the sheriff there, but that was looking for burglars, robbers.",
Sam Schrager,,,Was that when they robbed Groh out there at Bovill?,
Hap Moody,,,"That wasn't the time, that was a little bit later on. When they'd robbed Groh, they got 1500 worth of clothing there in Bovill, and I got a tip that there was a gang in Peaceful Valley with an Oregon license car, theywere supposed to have. And my wife and I went up there, and I guess we put in about two weeks.",
Bertha Clyde Moody,,,I think so.,
Hap Moody,,,"We'd go in there every day, couldn't find it. There was a long row of steps goes from the street up above down into that valley. Soooo we went up, stood up at the top of that one day, and I says, ""Well, I guess we'll give it up, go home."" And I finally decided to go back once more, so we went down in there, and by god spotted the car.",
Bertha Clyde Moody,,,"The meantime he'd got his teeth pulled, (Hap laughs) and then had to go out after he'd had his teeth pulled, with the police.",
Hap Moody,,,"The police, they knew I was there looking for it, and they was ready at a minute's notice. So when I spotted this car and the house where they're at, why of course I just called the police and made the raid. Got seven of the worst burgulars in the Northwest (chuckles). We got radios and everything else from all over that they'd stolen, y'know.",
Sam Schrager,,,Were they hard to arrest?,
Hap Moody,,,"No, no...",
Bertha Clyde Moody,,,They took them by surprise.,
Hap Moody,,,"Police done the arresting, I didn't have anything to do with that. But the beauty of it was when they brought them in to the courtroom, I guess it was. Old John Groh, he was an old Dutchman, (chuckles) they brought 'em in, he jumped up there, ""Ann, the sonofabitch, he got my pants on!"" (Laughs.) But the reason that they raided that, there was one cap, just one cap that we could find that had Oohn Groh's name in it. If it hadn't been for that I don't know whether we could ever get a search warrant or not. But that was where I made my first. I was famous from then on. (Chuckles.)",
Sam Schrager,,,How did you get to the cap? Did you go and look at their goods?,
Bertha Clyde Moody,,,That was after they'd arrested them.,
Hap Moody,,,"After they'd arrested them. Of course we searched, took all their stuff, y'know, radios and everything else that they had in the house there. But old 3ohn Groh, that old Dutchman, when the fella come in, had his pants on. He was going to fight with him right there (laughs). (Break.)...Where it turns down the Clearwater River before you get into Lewiston, y'know, the road down the Palouse. There used to be a gang down there, they called them Chickenhouse, wasn't it? Anyway there was about four of 'em, and they'd been mooning. The federals, they couldn't get 'em. Soooo of course they called for me, and I went down one rainy night. And I was representing myself as a—(chuckles) I was a good liar—moonshiner from Union Flats. And I said I had about 40 gallons of moon and I'd like to get rid of it, and I knew they could use it. Well they was interested right away. So I was to deliver the moon the next two three days. in the meantime I bought a lot of containers, and the last thing I bought was a pint of moonshine—I had to have a little to go home on, and I would replace it when I brought the other moon. And they had some that they'd got coal oil in, and I said, ""Oh,"" I says, ""I'll take that home and rerun it, not cost you anything."" The federals was waiting outside, stationed there, y'know. (Chuckles.) Another thing y'know was to get the marked money, I gave them marked money for the moon that I'd bought, you see. So the federals went in and raided them. And it was about eight months before they come to trail. Y'know the government was pretty rough, they'd hardly ever give em less than eight months and a thousand dollar fine in those days. Any way when there come the trial time in the fall, Gerry Gelwick was running the soft drink joint, I don't know whether you...",
Bertha Clyde Moody,,,Popcorn stand.,
Hap Moody,,,Whether you remember Jerry Gelwick or not?,
Sam Schrager,,,I've heard of him.,
Hap Moody,,,"You've heard of him, yeah.",
Bertha Clyde Moody,,,He just died here not very long ago.,
Hap Moody,,,"Anyway, there was one of these guys that was supposed to know every officer in the Northwest, the reason they couldn't get 'em. So he come into town just before the trial. He asked Gerry, he says, ""What kind of looking guy is that man Moody anyway?"" Well Gerry described me. ""Well,"" he said, ""that's the sonofabitch!"" and then went in and plead guilty. He got eight months and a thousand dollar fine (chuckles). It was just something like that all the time.",
Sam Schrager,,,How come the feds would have more trouble than you would to go in and break these guys?,
Bertha Clyde Moody,,,Hap was little and un—you know.,
Hap Moody,,,I didn't look like an officer.,
Bertha Clyde Moody,,,No.,
Hap Moody,,,"And of course I used to get throwed in jail, got (chuckles) throwed in once down in Lewiston, I was running around two three o'clock in the morning down there.",
Bertha Clyde Moody,,,Course this was done on purpose.,
Hap Moody,,,This wasn't.,
Bertha Clyde Moody,,,Oh wasn't it? (Hap and Sam laugh.) Ok. All right.,
Sam Schrager,,,This one just happened to you. What happened?,
Hap Moody,,,"Then when I got in there of course the chief knew me. But up in Spokane, why the detectives there1d pick me up, kick me around, throw me in jail, some pretense or another...We had three guys wasn't it—sold some mortgaged cattle or something here, and by god they couldn't get head nor tail. They knew they went over to the coast. So their wives lived in Lewiston. So I went down there one night to see 'em. I says, ""You know, it's really none of my business, but I've been in Latah County jail for quite awhile,:;and I heard them talking about your husband."" I says, ""Be sure and don't write to 'em or try and call 'em up because,"" I says, ""everything's covered, they're waiting."" And then I fooled around awhile. ""Well,"" I says, ""I guess I'll go over towards the coast."" ""Well,"" they says, ""you tell em!"" (Laughs.) Oh, god. Gust that easy. I got home, the sheriff and I started for the coast, to the address that these women gave me. We got 'em, all three of 'em. Brought them back (chuckles). First time the women come up to visit 'em they saw me. They were pretty sore for a little bit, but they kind of got over it (chuckles). They thought it was a pretty clever trick. And then they got to see their husbands too, while they were in jail. But I was pretty lucky. After that Peaceful Valley trip I kind of made it...to go back once more. I went back once more and got all those robbers, you see. Well, Deobald at Kendrick during the war lost 11500 worth of tools that was stolen. And there was a kid saw a guy with a gun in his bedroll. So I hired the kid to stay with me.",
Bertha Clyde Moody,,,That kid...the guy told the kid to leave his bedroll alone.,
Hap Moody,,,"The kid got curious and found a gun in it I guess, or something. So we put in two weeks up there I believe, didn't we?",
Bertha Clyde Moody,,,"Well, a long time anyway. (Hapchuckles.)",
Sam Schrager,,,Whereabouts was that?,
Hap Moody,,,Orofino.,
Sam Schrager,,,He went with you looking for the guy?,
Hap Moody,,,"I kept the boy on guard to watch for him. Then I had the state patrol alerted to be sure and...why I had the description of the car or something, didn't I?",
Bertha Clyde Moody,,,"Pickup, I think.",
Hap Moody,,,"Something anyway. So the kid saw him leave or something one day and he called me, and I got the state patrol out, and they stopped the guy in his car. And they didn't get the tools but he had a load of stolen tires (chuckles). And he was staying with an old bachelor up between Orofino and Kamiah in the brush back there, he had a shack of some kind. And I found there that they had some beaver hides, which was against the law. So I got the gamewarden, federals or something to go up there and search that. And they got them with these beaver hides. And I don't know how we come to...did we go out in the brush and search, or did they tell us or something?",
Bertha Clyde Moody,,,I don't remember.,
Hap Moody,,,"But anyway we got all that stolen tools from Kendrick. This old bachelor had hid 'em out there in the brush. And that was all there was to that (chuckles). Deobald gave me 20. Couldn't get tools for love nor money during the war, y'know. Hell, he was just simply out of luck, he had nothing to do with it. An officer ain't suppose to take money or rewards, he's supposed to work for nothing (chuckles). Deobald was bound I'd take it.",
Sam Schrager,,,He was bound you were going to take it you say?,
Bertha Clyde Moody,,,"The 20, uh-huh.",
Hap Moody,,,"Yeh, Deobald was.",
Bertha Clyde Moody,,,"After they got that guy, then some boys had reported seeing a body floating down the river, remember? So Hap went up with the officers to see if they couldlocate it. I drove along the bank in the car and they was in a boat. They never did find the body anyway. But it was so beastly hot. And we had water- mellon at noon, and Hap was so sick, I tell ya. And we was ready to come home with this Whitey, they called him, I don't know what his other name was, that had stolen the stuff. We stayed all night anyway before we started home. And this Whitey had stomach trouble. I don't know how long he was in jail up here. You know, you get to like all these guys.",
Sam Schrager,,,Do ya?,
Hap Moody,,,"Course the main bootleggers that grew up around Pierce and Orofino were Kentuckians and North Carolinans, you know. Well the federals decided to raid them once, and soguess there was about four federals and the sheriff from here, I don't know how many others there was. And they decided to raid Pierce. So they sent me along ahead to buy. And you know them bootlegers, some of 'em I think was waiting for me. They wanted to get in jail and get something to eat, I guess. A lot of 'em, you know just...",
Bertha Clyde Moody,,,Be a good place to spend the winter.,
Hap Moody,,,"The upshot was we brought down two busloads to the Hotel Helgerson there at Orofino, and they had the U. S. Commissioner right there to arraign 'em. You see we left word with the bus driver there at Orofino—what was his name— that he was to break down on the way in, and we would go by him with a busload of officers. And 'd sent word that there was a busload of company officals coning, Potlatch officals. So we got in ahead of the regular buss—he pretended to break down and let us by. Well, we had men enough so we had about every place covered inside of ten minutes. And I think we brought 18 down to and have them arraigned, a busload there, at Orofino. And I'd go ahead and buy and the federals would follow along. Well the first busload that they brought down, I was in the back seat of a car with the officers, you know. The kids in Orofino were on the sidewalk there, they'd wander around there and then look at me, you know. ""Bet that old guy has made a lot of moonshine!"" (Laughs.) Oh that was quite a lot of fun. But, it was hard work. We used sit on a still maybe three days and nights, waiting for 'em to come in. It's hard work. Old Gim Rice was the chief federal officer, he was stationed in Lewiston.",
Sam Schrager,,,"Well what was it like out there on the eastern part of the county, like around Bovill and all through the logging part of the country? I get a lot of stories about moonshining from some of the old guys that were young then, in the 20 s, let's say, before it was a federal crime, you know, when it was local option. It seems like a lot of guys were doing it in those days.",
Hap Moody,,,"Oh yeah, a lot of them you bet. Well they'd get pretty good money, you know. Easy way to make a living. You got to have water to run your stills. That was one drawback, you had to stay on the stream. Although we had one old guy packed water way back up on a dry knoll—old East, Gohn East, over there at Princeton. And we had one old guy there at Princeton, he dug a hole in the ground, put it down in there. Well, the sheriff and I got down in that hole before he got there. And the old fella come in—and grabbed him of course. 84 years old, I believe. And by god the federals wouldn't take him in. They said he was too old, they wouldn't take him in. He thought a panther had him when we jumped him down in there.",
Sam Schrager,,,"Well how would you decide who to go after? If a guy was smart, would he get away altogether if he kept it pretty much to himself?",
Hap Moody,,,"Yeah, yes he would.",
Bertha Clyde Moody,,,Somebody'd generally squeal.,
Hap Moody,,,"Well yeah, and of course they had to have somebody to sell it for 'em. We was over to Cove one night—let's see, that was some of your relation wasn't it?",
Bertha Clyde Moody,,,Oh I wouldn't be surprised.,
Hap Moody,,,"(Laughs.) He had 40 gallons of moon hid in the haymow. I don't know how we found it out, some way. So we went over there, dug it out, and we pouredthat moonshine into the hog trough, and doggone pigs got drunker than the devil on it, y'know, and then squeeealed, and sang around there, squealing (chuckling). Oh gosh. He didn't make that, he just was a-hidin' it for old August Liesener down at Palouse. Those smart ones, they got somebody else to get caught. They didn't get caught themselves (laughs).",
Sam Schrager,,,"Everytime you found out about it, everytime it reached your attention, would you feel duty-bound to go and pursue it and get the guys?",
Hap Moody,,,"Oh yeah. 'Course as I say, I worked with the federals so much, and when they got balled up, why they'd send for me—well the other sheriffs too. Be because they knew that I could buy when there wasn't anybody else could, y'know, 'because I didn't look like an officer. It was funny the way some of 'em would act, y'know. Sometimes I'd buy a gallon, maybe forty gallons or something, and I'd show 'em my badge, and some of them would look at it, y'know, and look at me, and they'd drop it like a hot potato (laughs). Yeah, but you know a bootlegger never had it in for an officer, hardly ever. They had it in for the stoolpigeon. 'Course there were stoolpigeons everywhere buying, y'know. But you couldn't put 'em on the stand, a grand jury wouldn't believe »em, but they would believe an officer. And the bootleggers never...""Well,"" they said, ""that's your business, you're supposed to do that."" They never...Oh once in a while one would want to shoot you if he got a chance. But you didn't have to worry about them, I knew if they was going to they wouldn't say they were going to (chuckles). They wouldn't warn me in advance. But the boot leggers didn't have it in for the officer.",
Sam Schrager,,,Well who were these stoolpigeons then? Did these guys get paid for making an arrest?,
Hap Moody,,,Yeah.,
Bertha Clyde Moody,,,The stool pigeons couldn't make an arrest.,
Hap Moody,,,No.,
Bertha Clyde Moody,,,But they would buy and tell. But they couldn't make an arrest.,
Sam Schrager,,,But they got paid off if they set up an arrest.,
Bertha Clyde Moody,,,"Yes, yes.",
Hap Moody,,,"They got paid off. They was called informers by the government (laughs), but they was called stoolpigeons by the bootleggers. And they'd get up with these dances, y'know. See there was a dance hall damn near on every...There's one on American Ridge, one at Deary, y'know...",
Bertha Clyde Moody,,,Thorn Creek.,
Hap Moody,,,"And at Bovill, and over at Kennedy Ford, and out here at Rowland's Park... And we had to police those dances all the time, y'know. Well it was kind of fun, y'know, we'd be driving in, and see some of 'em there with a flashlight, y'know, looling in the brush, and we knew of course they was looking for a cache. So one of the officers would get out with a flashlight, go alongside with 'em y'know, and help 'em look. All at once they'd look up and see who it was: ""Gesus Christ, the law!"" and away they'd go. We'd keep hunting till we found their cache (chuckles).",
Sam Schrager,,,Did you have much trouble with drunks? Were you supposed to arrest a guy who was acting drunk at a dance? How did that work?,
Hap Moody,,,"Well, sometimes I'd have a little trouble. Gordon's about six foot six, weighed about 260. And he'd just take an arm under their neck, lift 'em up off the ground and walk off with 'em. I left the arresting to the big guys, I didn't do much of it. Yeah, I wish Gordan could talk, he could tell ya. He loves to tell stories.",
Sam Schrager,,,"Yeah, I'm gonna get in touch with him if he's well enough to speak to me. Was it against the law for a guy to be drunk, to be drinking? Was that illegal?",
Hap Moody,,,"Oh yes, it was illegal to have liquor in a bottle or anything, you know. Possession, you could get hooked for that. That's where we got 'em at the dances. Get drunk, or catch 'em drinking, as a rule. Take their bottle.",
Sam Schrager,,,"If a guy was drunk and he was pretty quiet, he wouldn't stand much a chance of getting arrest, I'd imagine?",
Hap Moody,,,"No, no. If he kept quiet. Went out when Ing Aas was my deputy—he lives in Clarkston. And he was raised out on this Burnt Ridge, out east of Troy there. I sent him in one night into the dance hall, he hadn't been on very long. He come out and he says, ""My God,"" he says, ""they're all drunker than hell in there."" ""Well,"" I says, ""you go back in and I'll drop in in a few minutes."" And old Ing never got over it—he said when I stepped through the door you could hear a pin drop, there wasn't any of 'em drunk (laughs). He couldn't understand that. That was a fact, though. There was of a lot of them be drinking that went carousing, but let an officer show up, they wasn't drunk...Another funny thing happened here in town. Ing hadn't been on only about—I don't know whether that was his first night as jailer or not. A fella by the name of Bill Hill had an apartment down there, called up. He says, ""I got a peeping torn down here, I wish you'd come down and get him."" ""Well,"" Ing says, ""I'm alone, and I can't very well get away."" He says, ""Dust get the chief of police."" ""Well that's the sonofabitch doing the peeking""—and it was! (Laughs.) The chief of police was trying to catch the old guy...Oh gosh, we've had some funny things happen. When we first started in down at Kendrick, we got an Indian to buy for us, because we knew that he could buy. So we gave him some money to go and buy a bottle of booze. We lost track of him—in fact we didn't try and watch him. But we found him after awhile. He was drunker than hell. ""Me buy! Me buy!"" But he'd drank up all the evidence, we couldn't do a thing. So after that we followed the Indian, we kept him in sight (chuckles).""Me buy! Me buy!"" He drank up all the evidence. We had a district judge here, old Gudge Steel—quite a hand to drink himself, but he would back up the officers. And we had a Lawyer by the name of Keane, and he was defending all the bootleggers. in court one day, and I was on the stand, and they had a bottle about two-thirds full. And Keane says, ""How do you know that that is moonshine whiskey?"" He was trying to get in that I'd drank some of it, y'see. Old judge, he rared up, he said, ""If Mr. Moody says that's moonshine whiskey, it's moonshine whiskey. Proceed with the case (laughs). The old Gudge would backed me up. He scared the big deputy. We had open court, y'know, and I'd send him over. I don't know what happened, he'd get tongue-tied and stammered. The judge'd send him back, and tell him to send me over. What was his name, big guy, y'know?",
Bertha Clyde Moody,,,Garrison?,
Hap Moody,,,"Garrison. The old judge would call him over, on purpose, y'know. He just couldn't hold with court for some reason.",
Sam Schrager,,,"Well, what about a couple of these real colorful lawmen who were here in the early days? I know you knew Pat Malone. H Ms (Chuckles.) Yeah, he was quite a fixture. We had him with us one night out at Rowland's Park. We'd picked up six or eight drunks and lined 'em up on the running board—in those days there was a running board on the car. Well a fight started over towards the dance hall, and old Pat, he couldn't stand it any longer, he had to run over there. When he got back, the drunks'd all left of course, run off. Summerfield (chuckles) said, ""What the hell ya doing here Pat, letting all these get away?"" Old Pat he stumbled around, ""Oh well, hell, we got enough anyway."" (Laughs.) We were going down to Genesee, and started after a moonshiner—never mind that, he was just a bootlegger. I took after him, and it was darker thanthan the devil. I come to a ditch about six foot deep and into it I went, and I couldn't get out of it. Old Pat was shooting away at the guy he thought, and Gordan, he says, ""Heeey Pat,"" he says, ""that's Hap, don't shoot at him!"" (Laughs.) Oh it was really quite a lot of fun, a lot of hard work.",
Sam Schrager,,,"Well I heard that he had a reputation for not being too tough, Pat did, if he could avoid it, he'd just as soon...",
Hap Moody,,,"Oh no, he was good for that Bovill bunch. Oh they'd mind him, all right, if he got after 'em. He didn't bother 'em much. But he was a good man for that locality, because they respected him all right, would mind him, but he wouldn't throw 'em in, unless it got too bad. He was a powerful devil. He got a grip on ya, you wouldn't get away. They told a story back when he was in Detroit, they put him on one of the toughest districts there for some reason or another. Anyway there was some tough guys. One morning he come in wheeling a couple of 'em in a wheelbarrow, says, ""Here's your tough guys!"" (Laughs.) Right in court. I've got an idea that's true, that's the story they tell of him. But he wasn't afraid of anything, I'll give him credit for that. He wasn't afraid of the devil himself.",
Sam Schrager,,,"He's got something of a reputation for being a drinker himself out there,",
Hap Moody,,,Oh yes.,
Bertha Clyde Moody,,,"He did drink, um-hm.",
Hap Moody,,,He drank himself. He was a great man to cuss.,
Bertha Clyde Moody,,,Every other word.,
Hap Moody,,,"They had some in court, come IWW's. We had 200 of 'em in a stockade down there years ago, barbwire. And when they come to trial they had some lawyers from Montana, some of the best lawyers in the country, y'know. The IWW, they had money. Well they put Old Pat on the stand, and one of these high priced lawyers, he says, ""Isn't it a fact, Mr. Malone, that you're prejudiced against these poor workingmen?"" Old Pat, he rared up. ""I'm prejudiced against any sonofabitch that puts the red flag above the stars-and-stripes!"" (Laughs.) By god they convicted them. I think that done more to convict them than anything else. But he did have—the judge would say, ""Now Mr. Malone, don't, don't use so much profone language, just, just tell this thing as it is."" ""Well Jesus Christ, I'm trying to!"" (Laughs.)",
Bertha Clyde Moody,,,I don't think he realized that he was...,
Hap Moody,,,I don't think he realized he was swearing.,
Bertha Clyde Moody,,,"...swearing, you know, he just did this...",
Sam Schrager,,,It just came so natural to him.,
Hap Moody,,,"Gust rolled out of him. And he was witty. Up to Bovill once, they brought a prostitute in from St. Maries on a stretcher. And she was laying there on the stretcher on the platform there at the Bovill station. Old Pat comes stomp ing along. She looked up at him. ""Hellooo, Pat, you've slept with me many a time, didn't ya?"" And Old Pat, he went stomping by, ""Poor lady, she's out of her head!"" (Laughs.) Oh yeah. Pat weighed close to 300 pounds, y'know. He was stout. That reminds me of a federal officer, Bulldog Gohnson, they called him. He used to shoe 40 horses, 40 head of horses a day back in Minnesota. He got on the sheriff's office up there at Coeur d'Alene. And he came dragging a couple of tough guys in. The sheriff says, ""Well what the heck? What are you doing here? These fellas are unconscious."" ""Oh I just yumped their heads together!"" He wasa powerful guy, goshdarn he was stout. He could yump their heads together too, believe me. And he was on the federal, he was always on these raids. Him and a fella by the name of Sam Webb, they was stationed here up at Coeur d'Alene, and they was in on all these raids that I went ahead to buy.",
Bertha Clyde Moody,,,"Then there was another one that had been a preacher, that was an FBI, thatworked with those two.",
Hap Moody,,,"Yeah. They was driving through South Idaho one day. This Bulldog Gohnson was driving, he chewed snoose. Every little while he'd open the window and spit out and the'd swerve the car. They drove about 70 miles an hour. Old Sam Webb couldn't stand it much longer. And he had a high squeaky voice y'know, and he weighed about 300 pounds. Well he says, ""Spit on the window you sonofabitch, I'll wipe it off!"" (Laughs.) Oh gosh. That sounded just like Sam Webb too. I'll bet he did tell him.",
Sam Schrager,,,Did you have to crack down much on prosititutes? Was that part of the job?,
Hap Moody,,,"Oh, we wasn't bothered much in this county.",
Bertha Clyde Moody,,,That was before you.,
Hap Moody,,,"Yeah, well it was earlier days. That's before we ran the office. There wasn't many prostitutes around. You know, there was that up here at Princeton, you know where Princeton is?",
Sam Schrager,,,Oh yeah.,
Hap Moody,,,Yeah we had—what was it? 26 saloons there in the old days.,
Bertha Clyde Moody,,,"17, wasn't it?",
Hap Moody,,,17 saloons in those days?,
Bertha Clyde Moody,,,I can't remember 'em but...,
Hap Moody,,,They had prostitutes then. I can't hardly feature Princeton having 17 saloons.,
Bertha Clyde Moody,,,"17 buildings, hardly.",
Hap Moody,,,"But that was in the logging days, when they was logging. You know at one time the line between the prairie and the woods went right through the edge of Moscow here. West was all prairie, wheat land—east was all big trees. Probably you can remember the big stumps maybe yet. Up around Troy and in through there, used to be stumps there 10 feet high. Used to have a lot of snow in those days (chuckles). Then that was the line, and then therewas an Indian trail from the the Coeur d'Alenes down to the Nez Perces right along the edge of this forest. It was allll dense forest east and all prairie west. Her father came here in 79. He was looking for wheat land.",
Bertha Clyde Moody,,,He had to log. He logged off our place.,
Hap Moody,,,"Oh yes. Ranches those days. All these farmers logged off their own places, a lot of them.",
Sam Schrager,,,I heard there was pretty wild times there back in Palouse City and up on the Palouse back right around the turn of the century.,
Hap Moody,,,"Her father used to drive logs in this logging country into Palouse and their sawmill, into Colfax. Her father drove the logs every spring on the log drive.",
Bertha Clyde Moody,,,"Oh I really don't remember when they were so tough, but then I guess. Maybe they were. H Ms You know a guy wanted to sell the site of Spokane Falls now.",
Bertha Clyde Moody,,,Trade.,
Hap Moody,,,Trade for a saddle pony. He wouldn't trade. A saddle pony was worth more than Spokane Falls was. There was nothing there but rocks and bull pine.,
Sam Schrager,,,He wanted to trade with your dad?,
Bertha Clyde Moody,,,"y dad, when my dad first came out here. 'Course maybe that guy didn't even own the land. Who knows? (Laughs.)",
Hap Moody,,,"Yeah, he came here in '79.",
Sam Schrager,,,"I want to ask you a little more about the IWW's. What was it that they did that broke the law, that required their being arrested?",
Hap Moody,,,"Well, they was striking for one thing, and I believe that they...Let me see, what was it they was picked up for?",
Bertha Clyde Moody,,,"Well they didn't want the other guys to come in and work either, did they? Isn't that the reason that you was...",
Hap Moody,,,"They wouldn't let the loggers work. I stayed one month, a little better, on the dividing line between the outside and the loggers over on Bear Creek... 21",
Bertha Clyde Moody,,,Was it Three Bear?,
Hap Moody,,,"Three Bear, over in there. And I had more trouble with the loggers, lumber jacks, than I did with the strikers. 'Cause of course I kept 'em, I never would let em go over the line, but the damn loggers, whn they'd get drunk on the Saturday night, they'd go out and want to clean up on the strikers, you see. So I was between the devil and the deep blue sea most of the time (chuckles). But I worried over there on the Three Bear though, for fear that the strikers would start a fire or something. My god there was no way to get out of there, only one road. It'd've been pretty bad. And these IWW's, they got the abbreviation that ""we won't work...""",
Bertha Clyde Moody,,,"""I won't work.""",
Hap Moody,,,"""I won't work,"" yeah. That was their motto. But apparently they would try to...",
Bertha Clyde Moody,,,Wouldn't they be almost same as the strikers now?,
Hap Moody,,,"Well, might be, I don't remember now just...",
Bertha Clyde Moody,,,Course they belong.to a union too.,
Hap Moody,,,"But it was something against the law anyway, because they tried them in court and they convicted them.",
Bertha Clyde Moody,,,"When Hap first come to work, the jail was down under the old treasurer's office actually, wasn't it?",
Hap Moody,,,Yep. All it was was just a hole in the ground.,
Bertha Clyde Moody,,,The sheriff's office was on the main floor at the old courthouse.,
Sam Schrager,,,What was Charlie Summerfield like? I heard he was rather tougher on the loggers than Pat was.,
