time,title,description
[1:00:00],"Working hours as nurse, cooking in camps as a teenager with sister","Work of being a nurse, long and hard hours. Did not seem demanding at the time, had half a day off once a week. They had twelve hour days seven days a week. Eight hour work days were unheard of at the time. Younger sister started cooking for the men in camps when she was sixteen. Each had set routine when it came to food, cooked for the men, served three meals and one lunch. Change from cooking for everybody who came to work for you, to not cooking for them."
[1:05:00],"Food in threshing crew camps was good, dining hall description","Food in threshing crews was good; lots of local gardens, butcher travelled to provide meat, made good money. Dining hall, some had long tables and some short tables only could fit four. Most of the crew was present for dinner."
[1:15:00],"Family background, how father made money, trains","Family moved during winter, father made money by batching, sold wood. Trains that brought people west. All the way from Walla Walla were acres of farm and railroad land."
[1:20:00],Canning as a child; games and social life in Moscow,"Canning and drying with her mother when she was little. Childhood. Playing cards and games with her family. Social life in Moscow, going to dances and such. Didn’t always have access to a car for travelling. Used to meet on Friday nights and go out dancing."
[1:29:00],"Revivals in Moscow around 1920; travelling ministers, churches and Sunday school","Several Revivals in Moscow in 1920. Had tent camp meetings for two or three summers where “faith people” came to visit; travelling ministers, Sunday school every week at the local church. Preachers of different denominations. Lots of Adventists in the summer. Lyenists were popular for a while, then died out for a while, and now are popular again. Adventists were very emotional. Adventists neighbor preached about the end of the world, thought they would all be gathered up in the clouds. Don’t eat much meat, no port or shellfish; occasionally ate beef and chicken. Good workers, but didn’t work on Saturday. If they wanted to borrow something, came Sunday morning. Wanted to fix up the church. “Moscow” Nazarene versus “Palouse” Nazarene."
[1:40:00],Adventists arrive in area when she was a teenager,"People started selling their property and moving away because there was no work. Advents came. Schools in the area, taught only bible, teachers had ok credentials. Advents started moving where she was when she was fourteen or fifteen, seemed fairly wealthy."
[1:48:00],"Neighborhood boy who helped their dad died in a logging accident, a tree fell on him.","Neighborhood boy who helped their dad died in a logging accident, a tree fell on him."
[1:50:00],"Girls helped with strawberry picking, couldn’t help with the intensive labor. The ambitions they had as girls, one wanted to be a school teacher.","Girls helped with strawberry picking, couldn’t help with the intensive labor. The ambitions they had as girls, one wanted to be a school teacher."
[1:52:00],How she met her husband; working in the cook house; marriage and divorce then and now,"How she met her husband; met his mother while working at the cook house, his family were all farmers. Jobs for married women. Married at nineteen. Believes divorces was a trend, when she was young no one gets divorce, if a marriage had problems they stayed with it and fixed it."
[1:58:00],"Are more dependent on money to live now, when she was young a little money went a long ways. Didn’t know of any women when she was young who had drinking problems.","Are more dependent on money to live now, when she was young a little money went a long ways. Didn’t know of any women when she was young who had drinking problems."
[2:02:00],Post World War I was tough on farmers,"Years after WWI, 1921 and 1922, was tough on big farmers. Farmed with horses, didn’t take too much to farm. People didn’t need to save money back then. Bought a car when they came out."
[2:07:00],Mother confined to a wheelchair when she was older. Father still continued to work even when he was 85.,Mother confined to a wheelchair when she was older. Father still continued to work even when he was 85.
[2:12:00],"Stories about Jack Tummerford, doctor that could cure people","Jack Tummerford, worked in a Potlatch shoe, married a “brown girl”, shot himself in the shoe store because his wife was in love with his brother. Stories about a Doctor, had a strange ability to cure people. Not around much in Moscow."
[2:16:00],Dance hall in Viola; Sunday school and socializing,"Dance Hall in the City of Viola, people came from all around. Sundays, went to Sunday school, had dinners, socialized at church; now people take car and go on the town every night."
[2:20:00],Around WWI met around and knit stockings for the men. Cooking for the 4H girls too. Community Club with women involved; most sociable place in the area.,Around WWI met around and knit stockings for the men. Cooking for the 4H girls too. Community Club with women involved; most sociable place in the area.
[2:32:00],Breaking up the community; no more socializing except for Community CLub for women,"Broke up the community, children went to school and no more Parent-Teacher conferences, no more cards night. No school or church activities, nothing to keep the community together except for the club which the women were involved in. People would have just gone into town for groceries and not socialized without the club. Gossip was not really a problem in town."
[2:39:00],"Tales about IWW, people's attitudes towards working and earning money","Took care of young people. People used to think it was a bad thing to work, now everyone wants jobs and to earn a lot of money, times changing. Feels that money and work is what causes the divorces. Thought when she was younger, people enjoyed working then more than now. IWW stands for I Won’t Work."
